报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,38.277,3.4176,11.2,0.8424,11.36,-6.09%,-2455.76万,-598.26%,5.67,10.03亿,5.17亿,-2.16%,19.36亿,8.41亿
2025,58.236,3.4176,17.04,1.1587,50.26,-1.40%,-1347.12万,92.09%,5.74,11.12亿,5.42亿,-0.30%,19.60亿,7.40亿
2024,25.94,3.4176,7.59,0.5089,50.97,-8.26%,-1.70亿,-277.62%,6.15,11.72亿,5.55亿,-3.87%,24.28亿,7.50亿
2023,41.439,3.3125,12.51,0.7458,55.56,6.58%,9585.25万,137.55%,6.67,9.81亿,7.37亿,1.92%,26.11亿,7.63亿
2022,19.794,2.8981,6.83,0.3797,52.13,2.48%,-2.55亿,-221.03%,5.56,9.33亿,6.42亿,-5.19%,20.51亿,6.64亿
2021,34.708,2.8996,11.97,0.6823,50.87,65.50%,2.11亿,105.69%,6.37,11.67亿,8.97亿,4.15%,19.46亿,9.52亿
2020,22.933,2.8993,7.91,0.746,30.74,12.59%,1.03亿,-32.65%,5.74,9.59亿,7.28亿,3.34%,17.61亿,4.05亿
2019,26.819,2.8993,9.25,0.9824,27.3,11.91%,1.52亿,-25.87%,5.54,6.82亿,6.81亿,5.58%,17.04亿,4.11亿
2018,20.987,2.08,10.09,0.8605,24.39,29.41%,2.05亿,56.28%,7.34,4.85亿,5.67亿,8.42%,15.27亿,3.27亿
2017,,,15.58,,18.85,34.52%,1.31亿,-8.11%,6.55,7.99亿,4.23亿,6.97%,13.63亿,2.42亿
2016,,,,,14.01,23.47%,1.43亿,97.10%,3.75,1.78亿,3.29亿,10.21%,5.85亿,1.88亿
2015,,,,,11.35,0.71%,7255.25万,62.04%,2.83,1.53亿,2.00亿,6.39%,4.42亿,1.25亿
2014,,,,,11.27,15.09%,4477.34万,10.22%,2.37,1.34亿,1.34亿,3.97%,3.69亿,1.32亿
2013,,,,,9.79,False,4062.07万,False,2.08,8890.86万,9341.27万,4.15%,3.24亿,1.39亿
