报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,20.748,1.68,12.35,8.3658,0.620023,10.31%,-2353.98万,21.13%,2.65,4206.62万,-1.52亿,-38.08%,4.47亿,8594.94万
2025,18.094,1.68,10.77,6.7015,2.7,-15.76%,-1.16亿,-77.57%,2.72,7180.48万,-1.28亿,-42.89%,4.58亿,6732.79万
2024,14.7,1.68,8.75,4.5794,3.21,-1.99%,-6523.65万,-10.13%,3.25,8679.90万,-1243.70万,-20.22%,5.47亿,7121.03万
2023,18.564,1.68,11.05,5.6771,3.27,-11.11%,-5923.75万,-4420.22%,4.11,1.78亿,5279.95万,-18.06%,6.91亿,5698.35万
2022,17.119,1.68,10.19,4.6519,3.68,20.36%,137.12万,-95.30%,4.46,2.68亿,1.12亿,0.37%,7.50亿,6627.74万
2021,21.907,1.68,13.04,7.1592,3.06,1.19%,2920.33万,-36.73%,4.52,2.97亿,1.21亿,9.55%,7.59亿,6992.17万
2020,27.098,1.68,16.13,8.9728,3.02,23.33%,4615.76万,4.36%,4.49,4.01亿,1.20亿,15.28%,7.55亿,3044.64万
2019,,,,,2.45,20.84%,4422.95万,-0.32%,2.32,3994.21万,7855.84万,18.06%,2.92亿,2111.30万
2018,,,,,2.03,25.80%,4436.94万,352.78%,1.97,2169.08万,3875.19万,21.89%,2.48亿,1668.49万
2017,,,,,1.61,33.68%,979.93万,-71.50%,1.45,2400.62万,-131.17万,6.08%,1.74亿,1551.90万
2016,,,,,1.21,False,3437.75万,False,1.31,2643.88万,1349.89万,28.36%,1.32亿,1015.39万
