报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,137.626,41.0824,3.35,0.2932,352.01,-12.47%,-22.16亿,30.60%,2.12,17.12亿,-97.13亿,-6.15%,102.81亿,71.46亿
2024,131.463,41.0823,3.2,0.2564,512.66,-11.54%,-50.37亿,-192.72%,3.04,24.54亿,-74.97亿,-9.68%,124.99亿,73.33亿
2023,146.663,41.0822,3.57,0.2531,579.57,-7.67%,-17.21亿,-39.57%,4.28,22.10亿,-24.15亿,-2.89%,177.98亿,77.70亿
2022,121.192,41.0821,2.95,0.1935,626.17,-19.63%,-12.33亿,-149.31%,4.34,14.61亿,-7.21亿,-1.93%,193.74亿,84.64亿
2021,150.771,41.0819,3.67,0.1935,779.12,60.03%,25.01亿,550.77%,5.25,88.31亿,29.77亿,3.25%,230.66亿,101.90亿
2020,99.209,38.7537,2.56,0.2038,486.85,-7.69%,3.84亿,-30.85%,5.13,131.27亿,26.92亿,0.80%,215.51亿,90.40亿
2019,122.074,38.7537,3.15,0.2315,527.41,5.10%,5.56亿,-46.39%,5.03,184.16亿,23.08亿,1.06%,200.13亿,77.00亿
2018,103.085,38.7537,2.66,0.2054,501.82,23.88%,10.36亿,-35.22%,4.94,165.67亿,19.46亿,2.06%,196.59亿,106.78亿
2017,,,4.06,,405.08,37.19%,16.00亿,104.80%,4.56,170.38亿,11.03亿,3.97%,148.49亿,112.10亿
2016,,,4.2,,295.26,0.93%,7.81亿,123.72%,4.05,129.83亿,-4.97亿,2.80%,133.07亿,97.82亿
2015,,,4.34,,292.54,-29.38%,-32.94亿,-1514.76%,3.81,51.40亿,-12.78亿,-11.08%,124.39亿,86.02亿
2014,,,4.0,,414.22,2.71%,2.33亿,-15.53%,4.91,97.93亿,21.72亿,0.76%,158.37亿,110.08亿
2013,,,2.32,,403.29,-0.62%,2.76亿,247.27%,4.88,45.75亿,21.01亿,0.69%,156.79亿,116.07亿
2012,,,2.59,,405.81,-11.58%,7935.89万,-90.03%,4.87,38.16亿,19.10亿,0.16%,166.10亿,108.47亿
2011,,,3.47,,504.32,10.38%,7.96亿,-14.00%,4.95,32.43亿,26.45亿,1.58%,155.59亿,128.35亿
2010,,,4.6,,456.88,28.34%,9.25亿,159.89%,4.79,14.75亿,21.62亿,2.03%,150.45亿,102.98亿
