报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,719.812,194.5439,3.7,2.197,81.91,15.65%,11.70亿,-0.44%,4.21,53.82亿,297.38亿,16.02%,914.74亿,5.96亿
2025,706.194,194.5439,3.63,2.2766,310.2,7.41%,51.68亿,5.63%,4.15,75.04亿,285.68亿,18.29%,901.15亿,7.92亿
2024,721.758,194.5439,3.71,2.4992,288.79,10.42%,48.93亿,4.81%,4.02,49.90亿,264.83亿,18.84%,861.95亿,8.34亿
2023,651.722,194.5439,3.35,2.5073,259.93,0.12%,46.68亿,10.45%,3.85,96.35亿,242.98亿,19.89%,807.13亿,11.55亿
2022,640.049,194.5439,3.29,2.4652,259.63,11.14%,42.27亿,-2.43%,3.70,167.93亿,216.51亿,18.16%,766.56亿,8.42亿
2021,562.744,158.0742,3.56,2.4332,231.28,7.35%,43.32亿,23.85%,3.46,108.75亿,192.34亿,20.67%,588.73亿,7.61亿
2020,543.775,158.0742,3.44,2.5241,215.43,-16.02%,34.97亿,4.75%,3.26,104.99亿,164.17亿,17.82%,575.77亿,7.11亿
2019,428.118,131.7285,3.25,1.6905,253.25,10.79%,33.39亿,15.70%,3.10,64.65亿,147.53亿,15.62%,474.89亿,4.96亿
2018,368.84,131.7285,2.8,1.6802,219.52,20.33%,28.86亿,7.82%,2.91,112.71亿,137.41亿,14.66%,420.38亿,4.31亿
2017,,,4.39,,181.83,11.38%,26.77亿,16.43%,2.76,47.03亿,121.71亿,15.72%,394.97亿,2.67亿
2016,,,4.14,,163.25,-2.03%,22.99亿,-12.99%,2.63,58.27亿,106.40亿,15.25%,366.54亿,1.73亿
2015,,,6.56,,166.64,23.15%,26.42亿,-6.26%,2.51,25.82亿,97.29亿,16.82%,358.81亿,3.13亿
2014,,,3.67,,134.15,17.72%,28.19亿,-0.75%,2.40,22.67亿,84.31亿,22.48%,325.25亿,2.19亿
2013,,,1.88,,113.96,46.06%,28.40亿,6.10%,2.25,22.47亿,69.38亿,26.25%,304.06亿,1.47亿
2012,,,1.9,,78.02,11.73%,26.77亿,8.44%,2.12,21.30亿,54.68亿,35.01%,280.45亿,1.14亿
2011,,,1.72,,69.83,16.30%,24.68亿,12.24%,1.96,33.43亿,38.83亿,36.02%,259.12亿,1.23亿
2010,,,2.23,,60.04,22.81%,21.99亿,20.92%,1.78,80.10亿,20.07亿,36.84%,236.05亿,1.02亿
