报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,56.188,4.4523,12.62,1.6334,25.8,1.79%,1.60亿,-13.60%,7.78,6.53亿,15.10亿,6.25%,35.99亿,4.73亿
2024,53.396,4.4871,11.9,1.5563,34.31,-0.69%,1.92亿,-36.86%,7.66,7.55亿,14.24亿,5.60%,35.15亿,4.93亿
2023,34.56,4.0899,8.45,1.0003,34.55,-1.78%,3.04亿,-40.96%,7.46,8.78亿,14.04亿,8.81%,32.08亿,4.02亿
2022,39.06,4.0477,9.65,1.1106,35.17,30.01%,5.15亿,81.52%,6.87,4.60亿,12.10亿,14.65%,27.79亿,4.15亿
2021,40.064,3.7513,10.68,1.4811,27.05,39.21%,2.84亿,125.73%,5.14,2.02亿,7.61亿,10.50%,19.28亿,3.06亿
2020,40.814,3.7513,10.88,2.1006,19.43,-3.52%,1.26亿,-31.77%,4.41,1.74亿,5.50亿,6.47%,16.56亿,1.96亿
2019,23.938,3.8861,6.16,1.1886,20.14,-3.25%,1.84亿,-49.80%,4.46,3.06亿,5.43亿,9.15%,16.72亿,2.12亿
2018,26.259,3.7513,7.0,1.2612,20.82,27.12%,3.67亿,80.43%,4.55,4.14亿,6.36亿,17.64%,17.06亿,2.07亿
2017,,,9.57,,16.38,32.09%,2.04亿,29.83%,2.96,1.18亿,4.07亿,12.43%,8.56亿,1.47亿
2016,,,12.92,,12.4,44.17%,1.57亿,298.80%,2.26,1.71亿,2.45亿,12.64%,6.53亿,1.24亿
2015,,,11.37,,8.6,15.38%,3931.29万,45.80%,1.78,1.54亿,1.09亿,4.57%,4.99亿,1.28亿
2014,,,5.64,,7.45,17.61%,2696.45万,71.06%,1.68,1.82亿,8212.70万,3.62%,4.71亿,1.30亿
2013,,,4.42,,6.34,62.87%,1576.34万,34.36%,3.23,1.79亿,6595.28万,2.49%,4.53亿,8733.72万
2012,,,2.73,,3.89,10.74%,1173.23万,-24.07%,4.05,8315.64万,5213.16万,3.02%,4.37亿,9780.43万
2011,,,3.27,,3.51,0.86%,1545.17万,-46.38%,4.03,1.14亿,5240.94万,4.40%,4.36亿,4977.90万
2010,,,4.07,,3.48,30.45%,2881.80万,3.56%,7.00,2.73亿,3852.73万,8.27%,4.20亿,1963.22万
