报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,30.213,1.1488,26.3,4.2916,1.76,2.88%,1011.34万,272.59%,3.90,7665.88万,-4.37亿,4.67%,4.65亿,2.28亿
2025,18.955,1.1488,16.5,3.2019,5.92,2.42%,-1.07亿,61.47%,3.59,7546.35万,-4.47亿,-19.66%,4.32亿,2.05亿
2024,13.223,1.1498,11.5,2.2877,5.78,-44.52%,-2.77亿,-3053.67%,4.58,9330.06万,-3.40亿,-48.43%,5.23亿,1.95亿
2023,20.751,1.1522,18.01,1.9915,10.42,67.91%,936.15万,103.41%,7.05,1.72亿,-6365.15万,0.85%,8.12亿,2.12亿
2022,15.127,1.1197,13.51,2.4359,6.21,-25.05%,-2.74亿,-116.25%,7.07,9762.87万,-7301.30万,-44.17%,7.92亿,2.46亿
2021,26.862,1.1197,23.99,3.2442,8.28,-26.26%,-1.27亿,-227.39%,9.52,2.78亿,2.01亿,-15.16%,10.66亿,3.16亿
2020,42.403,1.1197,37.87,3.7759,11.23,5.29%,9953.65万,64.09%,10.84,4.93亿,3.48亿,9.07%,12.21亿,1.79亿
2019,,,,,10.67,-8.12%,6066.13万,-19.43%,7.95,5190.96万,2.54亿,5.74%,6.72亿,2.00亿
2018,,,,,11.61,3.73%,7529.07万,2.86%,7.22,2617.45万,1.97亿,6.60%,6.11亿,1.56亿
2017,,,,,11.19,83.34%,7319.87万,210.34%,4.80,3485.40万,1.26亿,6.68%,3.65亿,2.23亿
2016,,,,,6.1,30.59%,2358.63万,191.80%,3.79,1.17亿,5771.45万,3.89%,2.88亿,2.06亿
2015,,,,,4.67,-25.76%,-2569.37万,-147.05%,3.52,2768.41万,3548.29万,-5.50%,2.66亿,1.51亿
2014,,,,,6.3,False,5460.44万,False,3.76,1.38亿,6117.67万,8.86%,2.84亿,2.08亿
