报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,555.908,4.4225,125.7,4.79,236.95%,1.38亿,333.42%,8.13,116.0559,392.8125,15.4613,PE；PB,10.08亿,-3.53亿,31.99%,37.41亿,11.93亿,,,东方恒信集团有限公司
2026-03-31,555.908,4.4225,125.7,4.79,236.95%,1.38亿,333.42%,8.13,29.014,392.8125,15.4613,PE；PB,10.08亿,-3.53亿,31.99%,37.41亿,11.93亿,,,东方恒信集团有限公司
2025,580.895,4.4225,131.35,9.21,43.76%,-1.95亿,-16.54%,7.88,63.0722,,16.6688,PE；PB,11.32亿,-4.92亿,-23.42%,36.22亿,10.66亿,,,东方恒信集团有限公司
2024,110.12,4.4225,24.9,6.41,20.80%,-1.67亿,45.42%,7.26,17.1794,,3.4298,PE；PB,9.80亿,-2.97亿,-27.34%,33.70亿,8.92亿,,,东方恒信集团有限公司
2023,152.267,4.4225,34.43,5.31,-53.70%,-3.06亿,-265.13%,7.93,28.6755,,4.3417,PE；PB,17.95亿,-1.30亿,-56.64%,36.93亿,7.57亿,0.126,,东方恒信集团有限公司
2022,115.339,4.4225,26.08,11.46,1.03%,1.85亿,-29.16%,8.89,10.0645,62.0952,2.9336,PE；PB,25.30亿,2.32亿,18.97%,41.16亿,6.68亿,0.18,,东方恒信集团有限公司
2021,198.172,4.4225,44.81,11.34,44.62%,2.62亿,1240.27%,8.64,17.4755,58.1948,5.1863,PE；PB,34.31亿,1.52亿,25.05%,39.65亿,3.49亿,,,东方恒信集团有限公司
2020,,,,7.84,52.71%,1953.31万,130.60%,1.51,,,,PE；PB,3.01亿,-9175.58万,1.79%,6.37亿,2.95亿,,,东方恒信集团有限公司
2019,,,,5.14,0.71%,-6383.73万,-192.80%,1.28,,,,PE；PB,4872.82万,-1.11亿,-12.17%,5.13亿,4.16亿,,,东方恒信集团有限公司
2018,,,,5.1,42.43%,-2180.22万,70.17%,1.04,,,,PE；PB,1.73亿,-1.93亿,-1.79%,3.83亿,3.24亿,,,东方恒信集团有限公司
2017,,,,3.58,False,-7309.18万,False,0.76,,,,PE；PB,3408.80万,-1.71亿,-23.63%,1.52亿,1.88亿,,,东方恒信集团有限公司
