报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,1173.351,5.2586,223.13,8.36,114.47%,-3.41亿,-54.69%,5.98,140.353,,37.3127,PE；PB,17.69亿,-32.85亿,-40.78%,31.47亿,5.15亿,,20%: 最新年度净利润同比下降,VeriSilicon Limited
2026-03-31,1173.351,5.2586,223.13,8.36,114.47%,-3.41亿,-54.69%,5.98,35.0882,,37.3127,PE；PB,17.69亿,-32.85亿,-40.78%,31.47亿,5.15亿,,,VeriSilicon Limited
2025,685.343,5.0036,136.97,31.52,35.77%,-5.28亿,12.16%,6.5,21.7431,,21.0723,PE；PB,29.31亿,-29.44亿,-16.74%,34.18亿,4.98亿,,,VeriSilicon Limited
2024,262.103,4.9991,52.43,23.22,-0.69%,-6.01亿,-102.68%,4.24,11.2878,,12.3656,PE；PB,8.59亿,-24.16亿,-25.88%,21.22亿,3.96亿,,,VeriSilicon Limited
2023,248.676,4.9775,49.96,23.38,-12.73%,-2.96亿,-501.64%,5.4,10.6363,,9.2519,PE；PB,10.89亿,-18.15亿,-12.68%,27.00亿,2.79亿,,,VeriSilicon Limited
2022,218.221,4.9517,44.07,26.79,25.23%,7381.43万,455.31%,5.84,8.1456,293.8,7.5462,PE；PB,8.66亿,-15.19亿,2.76%,29.07亿,4.23亿,,,VeriSilicon Limited
2021,375.598,4.8552,77.36,21.39,42.04%,1329.24万,151.99%,5.49,17.5595,2578.6667,14.0911,PE；PB,18.05亿,-15.93亿,0.62%,27.21亿,1.33亿,,,VeriSilicon Limited
2020,389.355,4.8319,80.58,15.06,12.40%,-2556.64万,37.90%,5.4,25.8536,,14.9222,PE；PB,18.98亿,-16.06亿,-1.70%,26.26亿,8347.11万,,,VeriSilicon Limited
2019,,,,13.4,26.71%,-4117.04万,39.28%,2.21,,,,PE；PB,4.86亿,-15.81亿,-3.07%,9.61亿,5854.74万,,,VeriSilicon Limited
2018,,,,10.57,-2.08%,-6779.92万,47.09%,0.66,,,,PE；PB,1.84亿,-18.55亿,-6.41%,1.71亿,1892.03万,,,VeriSilicon Limited
2017,,,,10.8,29.61%,-1.28亿,11.93%,3.95,,,,PE；PB,6.22亿,-14.55亿,-11.87%,2.89亿,2072.84万,,,VeriSilicon Limited
2016,,,,8.33,False,-1.46亿,False,5.78,,,,PE；PB,8140.53万,-13.27亿,-17.46%,4.22亿,1834.46万,,,VeriSilicon Limited
