报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,350.624,4.0223,87.17,21.12,20.68%,2.37亿,23.66%,13.57,16.6015,147.7458,6.4237,PE；PB,18.59亿,15.31亿,11.21%,54.60亿,40.11亿,0.8800000000000001,,徐辰
2026-03-31,350.624,4.0223,87.17,21.12,20.68%,2.37亿,23.66%,13.57,4.1504,147.7458,6.4237,PE；PB,18.59亿,15.31亿,11.21%,54.60亿,40.11亿,0.8800000000000001,,徐辰
2025,377.206,3.9971,94.37,90.31,51.32%,10.01亿,154.94%,12.98,4.1768,37.8996,7.2704,PE；PB,18.85亿,12.94亿,11.09%,52.22亿,40.59亿,0.275,,徐辰
2024,307.648,4.0001,76.91,59.68,108.87%,3.93亿,2662.76%,10.48,5.155,78.4796,7.3387,PE；PB,12.26亿,4.96亿,6.58%,41.89亿,36.18亿,0.16499999999999998,,徐辰
2023,219.205,4.0001,54.8,28.57,15.08%,1421.55万,117.18%,9.35,7.6726,1370.0,5.861,PE；PB,7.61亿,2.08亿,0.50%,37.41亿,22.76亿,,,徐辰
2022,153.084,4.0001,38.27,24.83,-7.67%,-8274.80万,-120.77%,9.33,6.1653,,4.1018,PE；PB,7.93亿,1.94亿,-3.33%,37.31亿,29.32亿,,,徐辰
2021,,,,26.89,76.10%,3.98亿,229.23%,7.3,,,,PE；PB,7.50亿,2.77亿,14.81%,26.28亿,12.52亿,,,徐辰
2020,,,,15.27,124.87%,1.21亿,150.04%,6.17,,,,PE；PB,18.33亿,-8817.68万,7.92%,22.21亿,4.51亿,,,徐辰
2019,,,,6.79,109.21%,-2.42亿,-45.38%,-0.14,,,,PE；PB,1.10亿,-8.37亿,-35.60%,-902.82万,1.20亿,,,徐辰
2018,,,,3.25,False,-1.66亿,False,-0.93,,,,PE；PB,1513.97万,-5.96亿,-51.23%,-5031.53万,1.35亿,,,徐辰
