报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,406.563,1.3553,299.98,2.72,37.52%,9420.73万,52.12%,30.91,149.4717,428.5429,9.7049,PE；PB,20.55亿,20.03亿,34.44%,41.98亿,3.85亿,1.19,,天津芯华投资控股有限公司
2026-03-31,406.563,1.3553,299.98,2.72,37.52%,9420.73万,52.12%,30.91,37.3679,428.5429,9.7049,PE；PB,20.55亿,20.03亿,34.44%,41.98亿,3.85亿,1.19,,天津芯华投资控股有限公司
2025,173.661,1.3544,128.22,13.46,48.72%,5.36亿,60.55%,30.09,12.902,32.3788,4.2612,PE；PB,21.85亿,19.08亿,39.82%,40.88亿,3.00亿,0.75,,天津芯华投资控股有限公司
2024,94.88,1.3535,70.1,9.05,31.05%,3.34亿,32.69%,26.36,10.484,28.3806,2.6593,PE；PB,21.69亿,14.57亿,36.88%,35.70亿,1.77亿,0.7899999999999999,,天津芯华投资控股有限公司
2023,74.495,0.9107,81.8,6.91,-35.47%,2.52亿,-52.18%,24.62,10.7808,43.9785,3.3225,PE；PB,21.20亿,12.11亿,36.43%,33.32亿,1.42亿,1.4,,天津芯华投资控股有限公司
2022,75.914,0.6133,123.78,10.71,21.89%,5.26亿,19.95%,34.47,7.0881,31.6573,3.5909,PE；PB,19.69亿,11.07亿,49.16%,31.39亿,1.88亿,2.15,,天津芯华投资控股有限公司
2021,94.306,0.6119,154.12,8.78,120.96%,4.39亿,120.28%,42.74,10.741,31.843,3.606,PE；PB,17.79亿,7.28亿,49.96%,26.21亿,1.89亿,0.99,,天津芯华投资控股有限公司
2020,68.655,0.6119,112.2,3.97,56.11%,1.99亿,95.31%,34.89,17.2935,33.0,3.2158,PE；PB,17.36亿,3.49亿,50.11%,21.35亿,6983.68万,0.6,,天津芯华投资控股有限公司
2019,,,,2.55,16.43%,1.02亿,12.41%,9.33,,,,PE；PB,2.28亿,1.94亿,40.06%,4.28亿,5283.77万,,,天津芯华投资控股有限公司
2018,,,,2.19,47.18%,9072.93万,71.80%,5.61,,,,PE；PB,1.12亿,1.18亿,41.49%,2.36亿,4516.08万,,,天津芯华投资控股有限公司
2017,,,,1.49,32.73%,5281.14万,28.16%,4.22,,,,PE；PB,6407.30万,7168.01万,35.55%,1.77亿,3422.88万,,,天津芯华投资控股有限公司
2016,,,,1.12,False,4120.82万,False,13.95,,,,PE；PB,5316.64万,9955.95万,36.81%,1.40亿,1973.06万,,,天津芯华投资控股有限公司
