报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,64.831,9.6331,6.73,4.8819,9.96,6.00%,-691.64万,87.81%,2.08,4.24亿,2.78亿,-1.28%,21.34亿,4.59亿
2024,65.987,9.6331,6.85,5.4898,12.02,-6.00%,-2.58亿,-213.15%,2.08,3.76亿,2.85亿,-21.97%,21.44亿,4.32亿
2023,71.285,9.6331,7.4,5.5735,12.79,-36.09%,-8229.38万,-140.55%,2.36,2.63亿,5.91亿,-5.66%,24.28亿,5.87亿
2022,104.904,9.6331,10.89,5.2426,20.01,-3.42%,2.03亿,11.60%,2.48,4.52亿,7.26亿,10.97%,25.10亿,4.98亿
2021,182.162,9.6331,18.91,8.7916,20.72,3.41%,1.82亿,12.94%,2.26,6.23亿,5.23亿,9.44%,22.88亿,3.76亿
2020,54.523,9.6331,5.66,2.7221,20.03,20.36%,1.61亿,97.22%,2.13,6.66亿,3.93亿,8.61%,21.64亿,3.78亿
2019,40.17,9.6331,4.17,2.4141,16.64,-7.82%,8164.37万,-49.17%,2.05,4.40亿,2.93亿,6.29%,20.78亿,3.19亿
2018,47.01,9.6331,4.88,2.603,18.06,49.50%,1.61亿,119.52%,2.06,5.95亿,3.16亿,10.21%,20.78亿,3.04亿
2017,,,5.48,,12.08,82.57%,7316.92万,351.52%,2.98,9.28亿,2.35亿,6.16%,19.52亿,2.94亿
2016,,,6.0,,6.62,5.49%,1620.52万,-73.53%,1.88,1.02亿,1.85亿,3.00%,10.52亿,2.82亿
2015,,,7.2,,6.27,19.21%,6123.10万,21.20%,1.84,8195.19万,1.79亿,9.97%,7.56亿,1.98亿
2014,,,4.71,,5.26,28.02%,5051.96万,14.98%,2.23,5680.05万,1.36亿,10.01%,7.09亿,1.52亿
2013,,,3.39,,4.11,36.35%,4393.84万,-11.00%,2.74,1.27亿,1.02亿,10.69%,6.36亿,1.16亿
2012,,,2.87,,3.01,30.94%,4937.01万,11.24%,4.28,1.97亿,9232.59万,16.38%,6.21亿,9913.16万
2011,,,1.63,,2.3,24.92%,4438.09万,11.88%,6.60,3.61亿,7559.53万,19.28%,5.99亿,6291.83万
2010,,,,,1.84,12.62%,3966.70万,53.45%,1.63,346.73万,3508.16万,21.53%,1.11亿,3961.19万
