报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,55.694,5.1331,10.85,6.0362,6.92,51.86%,6521.71万,985.18%,3.51,3.15亿,3.94亿,9.43%,18.03亿,2.60亿
2024,45.587,5.1221,8.9,6.626,6.88,-35.55%,2049.50万,-91.90%,3.45,4.57亿,3.53亿,2.98%,17.65亿,2.64亿
2023,44.618,3.6334,12.28,4.1816,10.67,20.38%,2.53亿,42.07%,5.51,6.47亿,5.18亿,23.72%,20.11亿,2.72亿
2022,24.464,2.2736,10.76,2.7581,8.87,16.94%,1.78亿,40.41%,5.95,7.40亿,4.39亿,20.10%,14.03亿,2.08亿
2021,17.244,2.2164,7.78,2.2749,7.58,19.83%,1.27亿,189.66%,5.45,3.72亿,4.09亿,16.74%,12.62亿,1.95亿
2020,10.583,2.0352,5.2,1.6719,6.33,-31.31%,4381.65万,-74.48%,5.04,5.75亿,4.23亿,6.93%,10.80亿,1.93亿
2019,14.285,2.0091,7.11,1.551,9.21,4.08%,1.72亿,10.39%,5.43,5.74亿,5.38亿,18.64%,11.53亿,1.95亿
2018,10.5,2.0,5.25,1.1864,8.85,28.83%,1.56亿,46.27%,5.22,4.61亿,5.15亿,17.58%,11.11亿,1.78亿
2017,,,7.03,,6.87,4.74%,1.06亿,12.20%,4.89,2.17亿,4.72亿,15.48%,10.43亿,1.87亿
2016,,,10.4,,6.56,26.97%,9477.70万,16.86%,4.43,1.54亿,3.96亿,14.45%,8.87亿,1.58亿
2015,,,11.21,,5.17,49.83%,8110.53万,1.14%,4.02,2.45亿,3.20亿,15.70%,8.04亿,1.61亿
2014,,,8.09,,3.45,0.59%,8019.37万,-0.45%,7.36,5.00亿,2.60亿,23.26%,7.36亿,5960.01万
2013,,,,,3.43,0.56%,8055.47万,2.52%,4.67,1.63亿,2.05亿,23.50%,3.50亿,6289.50万
2012,,,,,3.41,11.70%,7857.81万,12.75%,3.80,1.50亿,1.48亿,23.06%,2.85亿,7584.50万
2011,,,,,3.05,21.66%,6969.49万,45.24%,3.01,9077.02万,9591.38万,22.84%,2.26亿,7456.07万
2010,,,,,2.51,24.08%,4798.48万,99.11%,2.28,5724.61万,4818.84万,19.13%,1.71亿,6382.93万
