报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,28.131,2.5005,11.25,0.8382,8.39,38.54%,4020.08万,312.37%,5.90,4.88亿,3.92亿,4.84%,15.46亿,3.69亿
2025,27.506,2.5005,11.0,0.9449,29.11,-3.55%,3805.87万,-10.38%,5.72,6.34亿,3.52亿,1.25%,15.01亿,3.52亿
2024,15.717,1.5876,9.9,0.5208,30.18,99.70%,4246.71万,334.31%,7.05,4.60亿,3.23亿,0.75%,12.85亿,2.28亿
2023,19.258,1.5876,12.13,0.7642,25.2,-18.41%,977.80万,-93.45%,6.91,4.67亿,3.00亿,0.28%,12.75亿,1.67亿
2022,19.162,1.5876,12.07,0.6205,30.88,19.10%,1.49亿,8.76%,7.14,3.72亿,3.47亿,4.90%,12.95亿,1.33亿
2021,17.352,1.5876,10.93,0.6692,25.93,49.55%,1.37亿,113.47%,6.49,4.01亿,2.53亿,5.16%,11.74亿,2.06亿
2020,11.92,1.32,9.03,0.6874,17.34,-1.22%,6425.98万,165.04%,5.03,2.66亿,1.51亿,3.59%,7.90亿,9165.55万
2019,13.16,1.32,9.97,0.7499,17.55,0.31%,-9880.74万,-319.63%,4.54,3.33亿,8968.70万,-6.14%,6.91亿,1.20亿
2018,14.956,1.32,11.33,0.8546,17.5,2.93%,4498.88万,-42.20%,5.55,3.23亿,2.23亿,2.45%,7.95亿,2.58亿
2017,,,10.72,,17.0,28.33%,7783.70万,20.03%,5.50,5.70亿,2.24亿,4.79%,7.93亿,6442.51万
2016,,,,,13.25,-16.61%,6484.65万,-14.32%,3.83,2.07亿,1.86亿,4.87%,4.44亿,1764.90万
2015,,,,,15.89,9.56%,7568.34万,13.22%,3.53,2.29亿,1.63亿,5.46%,4.21亿,2260.70万
2014,,,,,14.5,32.31%,6684.79万,17.78%,3.25,1.63亿,1.48亿,5.62%,3.85亿,3912.01万
2013,,,,,10.96,16.91%,5675.73万,64.30%,2.92,1.12亿,1.16亿,6.40%,3.48亿,1847.94万
2012,,,,,9.38,False,3454.49万,False,2.74,1.10亿,2.10亿,6.27%,4.86亿,1490.67万
