报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,46.269,5.622,8.23,9.9718,1.16,-49.93%,-8516.48万,4.60%,2.36,1.26亿,-28.15亿,-74.88%,13.73亿,1.82亿
2025,43.289,5.622,7.7,6.3381,6.83,-10.48%,-22.35亿,-49.45%,2.51,2.10亿,-27.30亿,-328.63%,14.60亿,1.82亿
2024,32.326,5.622,5.75,4.2367,7.63,-63.85%,-14.95亿,-1138.31%,6.52,2.67亿,-4.95亿,-197.60%,37.27亿,4.11亿
2023,94.562,5.622,16.82,4.4795,21.11,113.82%,1.44亿,-18.90%,9.29,11.85亿,10.15亿,8.52%,53.21亿,9.76亿
2022,121.312,5.6137,21.61,12.291,9.87,47.05%,1.78亿,1.49%,9.11,20.75亿,8.93亿,19.22%,51.72亿,2.94亿
2021,146.917,4.4874,32.74,21.8952,6.71,61.68%,1.75亿,53.05%,5.76,6.28亿,7.33亿,26.83%,26.44亿,1.75亿
2020,63.497,4.4874,14.15,15.3005,4.15,-28.65%,1.14亿,-57.77%,5.39,11.70亿,5.92亿,26.55%,24.12亿,5228.34万
2019,119.275,4.4874,26.58,20.494,5.82,4.29%,2.71亿,2.89%,5.22,11.68亿,5.38亿,46.50%,23.43亿,3809.15万
2018,,,,,5.58,10.01%,2.63亿,18.56%,3.07,3.06亿,3.23亿,47.16%,12.30亿,4934.70万
2017,,,,,5.07,8.26%,2.22亿,14.08%,10.33,3.26亿,1.54亿,43.76%,10.35亿,5220.39万
2016,,,,,4.68,70.56%,1.95亿,119.41%,9.93,1.71亿,1.37亿,41.53%,9.95亿,6175.94万
2015,,,,,2.75,False,8866.62万,False,False,2508.15万,9164.33万,32.28%,2.07亿,3561.44万
