报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,47.119,6.96,6.77,0.378,93.49,-3.49%,3.80亿,1.05%,6.11,59.82亿,18.45亿,5.62%,56.34亿,13.73亿
2024,49.416,6.96,7.1,0.4129,119.67,-7.16%,4.50亿,24.31%,5.91,42.84亿,16.74亿,5.31%,54.20亿,17.75亿
2023,37.584,6.96,5.4,0.2916,128.89,-1.58%,3.62亿,37.83%,5.49,44.72亿,14.25亿,4.12%,51.94亿,16.95亿
2022,33.756,6.96,4.85,0.2578,130.95,-0.78%,2.63亿,41.70%,5.16,42.07亿,12.25亿,3.19%,48.85亿,14.96亿
2021,28.188,6.96,4.05,0.2136,131.99,26.27%,1.85亿,59.81%,4.93,44.08亿,10.78亿,2.19%,46.19亿,15.37亿
2020,29.719,6.96,4.27,0.2843,104.53,9.01%,1.16亿,278.87%,4.77,34.10亿,9.69亿,1.74%,44.16亿,13.05亿
2019,22.968,6.96,3.3,0.2395,95.89,7.61%,3062.64万,-57.55%,4.62,35.45亿,8.69亿,1.04%,42.62亿,12.40亿
2018,22.342,6.96,3.21,0.2507,89.11,9.82%,7214.72万,-25.72%,4.60,27.86亿,8.56亿,1.84%,42.15亿,11.83亿
2017,,,5.21,,81.14,16.50%,9712.36万,-61.50%,4.52,18.03亿,8.10亿,2.61%,39.63亿,13.79亿
2016,,,7.5,,69.65,1.59%,2.52亿,15.79%,4.37,20.13亿,7.48亿,5.68%,32.50亿,8.65亿
2015,,,6.95,,68.56,-2.10%,2.18亿,16.41%,4.00,9.39亿,5.56亿,4.84%,29.65亿,7.48亿
2014,,,5.97,,70.03,4.37%,1.87亿,16.10%,3.68,11.86亿,3.84亿,4.14%,26.97亿,9.29亿
2013,,,4.52,,67.1,19.79%,1.61亿,56.59%,3.44,11.23亿,2.56亿,3.78%,24.87亿,12.20亿
2012,,,4.29,,56.01,4.35%,1.03亿,236.43%,2.10,5.54亿,5544.60万,3.09%,11.17亿,10.96亿
2011,,,3.28,,53.68,16.26%,3060.40万,60.42%,1.78,4.92亿,-4751.44万,1.34%,9.43亿,7.03亿
2010,,,6.68,,46.17,41.81%,1907.69万,-77.19%,1.69,2.69亿,-7811.84万,1.67%,8.89亿,7.56亿
