报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,335.899,45.2694,7.42,1.8129,138.96,-14.03%,10.00亿,-27.13%,3.62,41.36亿,103.19亿,7.94%,169.50亿,33.83亿
2024,255.319,45.2694,5.64,1.2561,203.26,18.40%,16.02亿,0.89%,3.51,48.22亿,97.98亿,8.52%,163.27亿,34.08亿
2023,241.286,45.2694,5.33,1.4055,171.67,14.23%,15.88亿,38.61%,3.27,42.96亿,87.71亿,9.61%,152.27亿,26.78亿
2022,148.936,45.2694,3.29,0.9911,150.28,-33.32%,11.46亿,244.13%,3.01,51.28亿,76.18亿,7.77%,138.94亿,22.33亿
2021,207.334,45.2694,4.58,0.9199,225.38,11.65%,3.33亿,-81.12%,2.76,32.12亿,66.02亿,1.79%,129.59亿,25.04亿
2020,264.373,45.2694,5.84,1.3097,201.86,51.75%,17.63亿,57.44%,2.52,38.27亿,62.97亿,8.74%,117.48亿,23.76亿
2019,148.484,45.2694,3.28,1.1163,133.02,3.35%,11.20亿,152.05%,2.15,41.83亿,47.16亿,8.73%,97.53亿,21.30亿
2018,81.032,45.2694,1.79,0.6296,128.71,25.83%,4.44亿,-25.57%,1.93,38.66亿,35.99亿,3.23%,86.81亿,13.36亿
2017,,,3.37,,102.29,36.80%,5.97亿,59.47%,1.82,45.41亿,31.68亿,5.91%,82.63亿,18.43亿
2016,,,3.74,,74.77,22.66%,3.74亿,8.31%,4.27,6.97亿,26.51亿,4.74%,77.62亿,11.11亿
2015,,,4.72,,60.96,-14.23%,3.46亿,-48.07%,3.01,9.94亿,24.42亿,5.65%,48.47亿,10.42亿
2014,,,2.82,,71.08,4.89%,6.66亿,4.68%,2.80,9.36亿,21.82亿,9.37%,44.86亿,6.93亿
2013,,,3.34,,67.76,4.94%,6.36亿,18.56%,3.58,18.90亿,15.72亿,9.37%,38.13亿,9.58亿
2012,,,2.1,,64.57,44.34%,5.36亿,31.58%,4.69,19.01亿,11.12亿,8.31%,33.39亿,9.12亿
2011,,,1.22,,44.73,48.20%,4.08亿,18.83%,4.13,24.19亿,7.53亿,9.11%,29.26亿,6.32亿
2010,,,2.79,,30.19,6.21%,3.43亿,36.90%,5.63,18.42亿,5.17亿,11.36%,26.62亿,5.75亿
