报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,65.596,7.9801,8.22,0.8675,56.71,-11.14%,-905.91万,-420.49%,3.04,10.04亿,2.67亿,-0.28%,26.34亿,13.13亿
2024,53.866,7.9801,6.75,0.6892,78.16,-15.99%,-4852.54万,-186.56%,3.06,9.14亿,2.76亿,-0.61%,26.54亿,15.41亿
2023,47.881,7.9801,6.0,0.5146,93.04,-2.75%,5606.22万,-61.65%,3.13,6.35亿,3.52亿,0.71%,27.21亿,13.11亿
2022,42.702,7.9817,5.35,0.4463,95.67,10.91%,1.46亿,-18.93%,3.12,8.17亿,3.85亿,1.68%,27.12亿,12.00亿
2021,55.08,7.9826,6.9,0.6385,86.26,22.19%,1.80亿,-41.88%,2.99,12.09亿,3.18亿,2.54%,26.37亿,13.44亿
2020,75.283,7.9918,9.42,1.0665,70.59,9.73%,3.10亿,60.77%,2.86,10.32亿,2.57亿,6.32%,26.00亿,15.09亿
2019,32.766,7.9918,4.1,0.5093,64.33,13.96%,1.93亿,176.06%,2.53,15.49亿,1540.07万,3.12%,22.01亿,11.26亿
2018,25.014,7.9918,3.13,0.4431,56.45,21.09%,6990.09万,113.83%,2.31,9.33亿,-1.49亿,1.33%,20.15亿,8.45亿
2017,,,4.62,,46.62,24.30%,3269.02万,36.46%,2.31,14.25亿,-1.92亿,0.68%,19.51亿,7.80亿
2016,,,7.4,,37.51,3.99%,2395.55万,24.64%,2.27,12.94亿,-2.21亿,0.60%,18.65亿,6.27亿
2015,,,7.56,,36.07,-12.48%,1922.00万,-73.11%,1.48,3.47亿,-2.43亿,0.35%,10.63亿,5.69亿
2014,,,5.08,,41.21,-4.44%,7147.21万,-53.02%,1.45,3.13亿,-2.57亿,1.72%,10.51亿,6.23亿
2013,,,4.76,,43.12,7.73%,1.52亿,-7.55%,1.35,5.79亿,-3.25亿,3.52%,9.29亿,6.51亿
2012,,,2.19,,40.03,-3.09%,1.65亿,343.77%,2.25,5.45亿,-4.61亿,4.13%,7.72亿,4.93亿
2011,,,1.97,,41.3,11.78%,3708.53万,-46.57%,1.76,4.45亿,-6.11亿,0.89%,6.06亿,5.69亿
2010,,,3.46,,36.95,40.05%,6940.47万,33.77%,1.66,3.96亿,-6.48亿,1.83%,5.70亿,5.07亿
