报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,467.073,5.7892,80.68,2.7204,128.77,25.93%,14.18亿,130.55%,14.85,57.23亿,60.32亿,11.01%,87.13亿,34.13亿
2024,268.147,5.753,46.61,1.621,165.42,6.71%,8.06亿,31.70%,12.30,52.53亿,48.72亿,4.87%,71.97亿,23.69亿
2023,235.426,5.7646,40.84,1.5187,155.02,1.16%,6.12亿,-63.96%,11.15,51.49亿,42.29亿,3.94%,65.48亿,28.48亿
2022,407.013,5.735,70.97,2.6559,153.25,17.11%,16.98亿,-15.51%,11.01,54.41亿,41.95亿,11.10%,64.31亿,29.06亿
2021,832.117,5.7202,145.47,6.3588,130.86,80.90%,20.10亿,213.51%,8.70,44.15亿,31.82亿,15.39%,51.06亿,24.17亿
2020,480.053,5.6437,85.06,6.6361,72.34,36.17%,6.41亿,431.22%,5.49,20.28亿,15.00亿,8.90%,31.13亿,12.85亿
2019,110.074,5.6448,19.5,2.0722,53.12,-6.70%,1.21亿,-75.12%,4.39,10.93亿,8.83亿,2.28%,24.85亿,10.00亿
2018,125.231,4.001,31.3,2.1994,56.94,25.11%,4.85亿,29.13%,6.22,11.43亿,9.07亿,8.52%,24.97亿,11.75亿
2017,,,,,45.51,38.89%,3.76亿,636.48%,3.51,7.24亿,4.60亿,8.24%,12.64亿,6.32亿
2016,,,,,32.77,21.59%,5100.79万,-71.47%,2.47,3.40亿,1.17亿,1.61%,8.88亿,5.82亿
2015,,,,,26.95,16.47%,1.79亿,13.66%,3.84,3.00亿,2.58亿,6.65%,6.00亿,4.75亿
2014,,,,,23.14,18.94%,1.57亿,-3.88%,5.14,1.95亿,4.80亿,7.18%,8.02亿,3.51亿
2013,,,,,19.45,False,1.64亿,False,15.68,1.94亿,3.41亿,8.71%,5.32亿,3.08亿
