股票代码,股票简称,原始行业,映射行业,输出路径
002582,好想你,休闲食品,食品饮料,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/食品饮料/好想你.csv
002583,海能达,通信设备,通信设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信设备/海能达.csv
002584,西陇科学,电子化学品Ⅱ,电子化学品,/home/peanut/stock_key_info/all_stocks_20260606/TMT/电子化学品/西陇科学.csv
002585,双星新材,塑料,塑料制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/塑料制品/双星新材.csv
002587,奥拓电子,光学光电子,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/奥拓电子.csv
002588,史丹利,农化制品,农药兽药,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/农药兽药/史丹利.csv
002589,瑞康医药,医药商业,医药商业,/home/peanut/stock_key_info/all_stocks_20260606/医药/医药商业/瑞康医药.csv
002590,万安科技,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/万安科技.csv
002591,恒大高新,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/恒大高新.csv
002593,日上集团,专业工程,工程建设,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/工程建设/日上集团.csv
002594,比亚迪,乘用车,汽车整车,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车整车/比亚迪.csv
002595,豪迈科技,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/豪迈科技.csv
002596,海南瑞泽,水泥,水泥建材,/home/peanut/stock_key_info/all_stocks_20260606/能源/水泥建材/海南瑞泽.csv
002597,金禾实业,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/金禾实业.csv
002599,盛通股份,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/盛通股份.csv
002600,领益智造,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/领益智造.csv
002601,龙佰集团,化学原料,化学原料,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学原料/龙佰集团.csv
002602,世纪华通,游戏Ⅱ,游戏,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/游戏/世纪华通.csv
002603,以岭药业,中药Ⅱ,中药,/home/peanut/stock_key_info/all_stocks_20260606/医药/中药/以岭药业.csv
002605,姚记科技,游戏Ⅱ,游戏,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/游戏/姚记科技.csv
002606,大连电瓷,电网设备,电网设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/电网设备/大连电瓷.csv
002607,中公教育,教育,教育,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/教育/中公教育.csv
002608,江苏国信,电力,电力行业,/home/peanut/stock_key_info/all_stocks_20260606/电力行业/江苏国信.csv
002612,朗姿股份,服装家纺,纺织服装,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/纺织服装/朗姿股份.csv
002609,捷顺科技,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/捷顺科技.csv
002611,东方精工,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/东方精工.csv
002614,奥佳华,其他家电Ⅱ,家电行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家电行业/奥佳华.csv
002613,北玻股份,玻璃玻纤,玻璃玻纤,/home/peanut/stock_key_info/all_stocks_20260606/能源/玻璃玻纤/北玻股份.csv
002615,哈尔斯,家居用品,家用轻工,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家用轻工/哈尔斯.csv
002616,长青集团,电力,电力行业,/home/peanut/stock_key_info/all_stocks_20260606/电力行业/长青集团.csv
002622,皓宸医疗,医疗服务,医疗服务,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗服务/皓宸医疗.csv
002617,露笑科技,电力,电力行业,/home/peanut/stock_key_info/all_stocks_20260606/电力行业/露笑科技.csv
002623,亚玛顿,光伏设备,光伏设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/光伏设备/亚玛顿.csv
002624,完美世界,游戏Ⅱ,游戏,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/游戏/完美世界.csv
002626,金达威,食品加工,食品饮料,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/食品饮料/金达威.csv
002625,光启技术,航空装备Ⅱ,航天航空,/home/peanut/stock_key_info/all_stocks_20260606/航天航空/光启技术.csv
002627,三峡旅游,旅游及景区,旅游酒店,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/旅游酒店/三峡旅游.csv
002628,成都路桥,基础建设,工程建设,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/工程建设/成都路桥.csv
002631,德尔未来,家居用品,家用轻工,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家用轻工/德尔未来.csv
002629,仁智股份,油服工程,石油行业,/home/peanut/stock_key_info/all_stocks_20260606/能源/石油行业/仁智股份.csv
002632,道明光学,塑料,塑料制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/塑料制品/道明光学.csv
002633,申科股份,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/申科股份.csv
002635,安洁科技,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/安洁科技.csv
002636,金安国纪,元件,电子元件,/home/peanut/stock_key_info/all_stocks_20260606/TMT/电子元件/金安国纪.csv
002637,赞宇科技,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/赞宇科技.csv
002638,勤上股份,照明设备Ⅱ,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/勤上股份.csv
002639,雪人集团,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/雪人集团.csv
002640,跨境通,互联网电商,互联网服务,/home/peanut/stock_key_info/all_stocks_20260606/TMT/互联网服务/跨境通.csv
002641,公元股份,装修建材,装修建材,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/装修建材/公元股份.csv
002642,荣联科技,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/荣联科技.csv
002643,万润股份,电子化学品Ⅱ,电子化学品,/home/peanut/stock_key_info/all_stocks_20260606/TMT/电子化学品/万润股份.csv
002644,佛慈制药,中药Ⅱ,中药,/home/peanut/stock_key_info/all_stocks_20260606/医药/中药/佛慈制药.csv
002645,华宏科技,环保设备Ⅱ,环保行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/环保行业/华宏科技.csv
002646,天佑德酒,白酒Ⅱ,酿酒行业,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/酿酒行业/天佑德酒.csv
002647,仁东控股,多元金融,多元金融,/home/peanut/stock_key_info/all_stocks_20260606/金融/多元金融/仁东控股.csv
002648,卫星化学,化学原料,化学原料,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学原料/卫星化学.csv
002649,博彦科技,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/博彦科技.csv
002651,利君股份,航空装备Ⅱ,航天航空,/home/peanut/stock_key_info/all_stocks_20260606/航天航空/利君股份.csv
002652,扬子新材,装修建材,装修建材,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/装修建材/扬子新材.csv
002653,海思科,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/海思科.csv
002654,万润科技,光学光电子,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/万润科技.csv
002655,共达电声,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/共达电声.csv
002657,中科金财,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/中科金财.csv
002658,雪迪龙,环保设备Ⅱ,环保行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/环保行业/雪迪龙.csv
002659,凯文教育,教育,教育,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/教育/凯文教育.csv
002660,茂硕电源,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/茂硕电源.csv
002661,克明食品,食品加工,食品饮料,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/食品饮料/克明食品.csv
002662,峰璟股份,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/峰璟股份.csv
002663,普邦股份,基础建设,工程建设,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/工程建设/普邦股份.csv
002664,信质集团,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/信质集团.csv
002666,德联集团,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/德联集团.csv
002668,TCL智家,白色家电,家电行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家电行业/TCL智家.csv
002669,康达新材,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/康达新材.csv
002670,国盛证券,证券Ⅱ,证券,/home/peanut/stock_key_info/all_stocks_20260606/金融/证券/国盛证券.csv
002671,龙泉股份,水泥,水泥建材,/home/peanut/stock_key_info/all_stocks_20260606/能源/水泥建材/龙泉股份.csv
002672,东江环保,环境治理,环保行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/环保行业/东江环保.csv
002673,西部证券,证券Ⅱ,证券,/home/peanut/stock_key_info/all_stocks_20260606/金融/证券/西部证券.csv
002674,兴业科技,纺织制造,纺织服装,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/纺织服装/兴业科技.csv
002675,东诚药业,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/东诚药业.csv
002676,顺威股份,家电零部件Ⅱ,家电行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家电行业/顺威股份.csv
002677,浙江美大,厨卫电器,家电行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家电行业/浙江美大.csv
002678,珠江钢琴,文娱用品,家用轻工,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家用轻工/珠江钢琴.csv
002679,福建金森,林业Ⅱ,农牧饲渔,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/农牧饲渔/福建金森.csv
002681,奋达科技,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/奋达科技.csv
002682,龙洲股份,物流,物流行业,/home/peanut/stock_key_info/all_stocks_20260606/航运物流/物流行业/龙洲股份.csv
002683,广东宏大,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/广东宏大.csv
002685,华东重机,工程机械,工程机械,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/工程机械/华东重机.csv
002686,亿利达,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/亿利达.csv
002687,乔治白,服装家纺,纺织服装,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/纺织服装/乔治白.csv
002688,金河生物,动物保健Ⅱ,农药兽药,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/农药兽药/金河生物.csv
002692,远程股份,电网设备,电网设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/电网设备/远程股份.csv
002690,美亚光电,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/美亚光电.csv
002693,双成药业,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/双成药业.csv
002695,煌上煌,休闲食品,食品饮料,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/食品饮料/煌上煌.csv
002696,百洋股份,饲料,农牧饲渔,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/农牧饲渔/百洋股份.csv
002697,红旗连锁,一般零售,商业百货,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/商业百货/红旗连锁.csv
002698,博实股份,自动化设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/博实股份.csv
002700,万憬能源,燃气Ⅱ,燃气,/home/peanut/stock_key_info/all_stocks_20260606/能源/燃气/万憬能源.csv
002701,奥瑞金,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/奥瑞金.csv
002702,海欣食品,食品加工,食品饮料,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/食品饮料/海欣食品.csv
002703,浙江世宝,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/浙江世宝.csv
002705,新宝股份,小家电,家电行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家电行业/新宝股份.csv
002706,良信股份,电网设备,电网设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/电网设备/良信股份.csv
002707,众信旅游,旅游及景区,旅游酒店,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/旅游酒店/众信旅游.csv
002708,光洋股份,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/光洋股份.csv
002709,天赐材料,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/天赐材料.csv
002712,思美传媒,广告营销,文化传媒,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/文化传媒/思美传媒.csv
002714,牧原股份,养殖业,农牧饲渔,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/农牧饲渔/牧原股份.csv
002715,登云股份,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/登云股份.csv
002716,湖南白银,贵金属,贵金属,/home/peanut/stock_key_info/all_stocks_20260606/能源/贵金属/湖南白银.csv
002718,友邦吊顶,装修建材,装修建材,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/装修建材/友邦吊顶.csv
002721,金一文化,饰品,珠宝首饰,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/珠宝首饰/金一文化.csv
002722,物产金轮,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/物产金轮.csv
002723,小崧股份,照明设备Ⅱ,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/小崧股份.csv
002724,海洋王,照明设备Ⅱ,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/海洋王.csv
002725,跃岭股份,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/跃岭股份.csv
002727,一心堂,医药商业,医药商业,/home/peanut/stock_key_info/all_stocks_20260606/医药/医药商业/一心堂.csv
002728,特一药业,中药Ⅱ,中药,/home/peanut/stock_key_info/all_stocks_20260606/医药/中药/特一药业.csv
002729,好利科技,其他电子Ⅱ,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/好利科技.csv
002730,电光科技,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/电光科技.csv
002732,燕塘乳业,饮料乳品,食品饮料,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/食品饮料/燕塘乳业.csv
002733,雄韬股份,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/雄韬股份.csv
002734,利民股份,农化制品,农药兽药,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/农药兽药/利民股份.csv
002735,王子新材,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/王子新材.csv
002736,国信证券,证券Ⅱ,证券,/home/peanut/stock_key_info/all_stocks_20260606/金融/证券/国信证券.csv
002737,葵花药业,中药Ⅱ,中药,/home/peanut/stock_key_info/all_stocks_20260606/医药/中药/葵花药业.csv
002738,中矿资源,能源金属,能源金属,/home/peanut/stock_key_info/all_stocks_20260606/能源/能源金属/中矿资源.csv
002739,儒意电影,影视院线,文化传媒,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/文化传媒/儒意电影.csv
002741,光华科技,电子化学品Ⅱ,电子化学品,/home/peanut/stock_key_info/all_stocks_20260606/TMT/电子化学品/光华科技.csv
002742,三圣股份,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/三圣股份.csv
002743,富煌钢构,专业工程,工程建设,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/工程建设/富煌钢构.csv
002745,木林森,光学光电子,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/木林森.csv
002746,仙坛股份,养殖业,农牧饲渔,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/农牧饲渔/仙坛股份.csv
002747,埃斯顿,自动化设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/埃斯顿.csv
002748,世龙实业,化学原料,化学原料,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学原料/世龙实业.csv
002749,国光股份,农化制品,农药兽药,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/农药兽药/国光股份.csv
002752,昇兴股份,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/昇兴股份.csv
002753,永东股份,橡胶,橡胶制品,/home/peanut/stock_key_info/all_stocks_20260606/能源/橡胶制品/永东股份.csv
002755,奥赛康,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/奥赛康.csv
002756,永兴材料,能源金属,能源金属,/home/peanut/stock_key_info/all_stocks_20260606/能源/能源金属/永兴材料.csv
002757,南兴股份,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/南兴股份.csv
002758,浙农股份,综合Ⅱ,综合行业,/home/peanut/stock_key_info/all_stocks_20260606/综合行业/浙农股份.csv
002759,天际股份,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/天际股份.csv
002760,凤形股份,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/凤形股份.csv
002761,浙江建投,房屋建设Ⅱ,工程建设,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/工程建设/浙江建投.csv
002763,汇洁股份,服装家纺,纺织服装,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/纺织服装/汇洁股份.csv
002765,蓝黛科技,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/蓝黛科技.csv
002766,索菱股份,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/索菱股份.csv
002767,先锋电子,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/先锋电子.csv
002769,普路通,物流,物流行业,/home/peanut/stock_key_info/all_stocks_20260606/航运物流/物流行业/普路通.csv
002771,真视通,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/真视通.csv
002772,众兴菌业,种植业,农牧饲渔,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/农牧饲渔/众兴菌业.csv
002768,国恩股份,塑料,塑料制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/塑料制品/国恩股份.csv
002774,快意电梯,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/快意电梯.csv
002775,文科股份,基础建设,工程建设,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/工程建设/文科股份.csv
002773,康弘药业,生物制品,生物制品,/home/peanut/stock_key_info/all_stocks_20260606/医药/生物制品/康弘药业.csv
002777,久远银海,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/久远银海.csv
002778,中晟高科,环境治理,环保行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/环保行业/中晟高科.csv
002780,三夫户外,服装家纺,纺织服装,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/纺织服装/三夫户外.csv
002779,中坚科技,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/中坚科技.csv
002782,可立克,其他电子Ⅱ,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/可立克.csv
002783,凯龙股份,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/凯龙股份.csv
002785,万里石,装修建材,装修建材,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/装修建材/万里石.csv
002786,银宝山新,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/银宝山新.csv
002787,华源控股,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/华源控股.csv
002788,鹭燕医药,医药商业,医药商业,/home/peanut/stock_key_info/all_stocks_20260606/医药/医药商业/鹭燕医药.csv
002790,瑞尔特,家居用品,家用轻工,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家用轻工/瑞尔特.csv
002791,坚朗五金,装修建材,装修建材,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/装修建材/坚朗五金.csv
002792,通宇通讯,通信设备,通信设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信设备/通宇通讯.csv
002793,罗欣药业,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/罗欣药业.csv
002796,世嘉科技,通信设备,通信设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信设备/世嘉科技.csv
002797,第一创业,证券Ⅱ,证券,/home/peanut/stock_key_info/all_stocks_20260606/金融/证券/第一创业.csv
002795,永和智控,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/永和智控.csv
002798,帝欧水华,家居用品,家用轻工,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家用轻工/帝欧水华.csv
002799,环球印务,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/环球印务.csv
002800,天顺股份,物流,物流行业,/home/peanut/stock_key_info/all_stocks_20260606/航运物流/物流行业/天顺股份.csv
002801,微光股份,电机Ⅱ,电机,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/电机/微光股份.csv
002802,洪汇新材,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/洪汇新材.csv
002803,吉宏股份,互联网电商,互联网服务,/home/peanut/stock_key_info/all_stocks_20260606/TMT/互联网服务/吉宏股份.csv
002805,丰元股份,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/丰元股份.csv
002806,华锋股份,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/华锋股份.csv
002807,江阴银行,银行Ⅱ,银行,/home/peanut/stock_key_info/all_stocks_20260606/金融/银行/江阴银行.csv
002809,红墙股份,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/红墙股份.csv
002810,山东赫达,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/山东赫达.csv
002811,郑中设计,装修装饰Ⅱ,装修装饰,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/装修装饰/郑中设计.csv
002812,恩捷股份,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/恩捷股份.csv
002813,路畅科技,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/路畅科技.csv
002815,崇达技术,元件,电子元件,/home/peanut/stock_key_info/all_stocks_20260606/TMT/电子元件/崇达技术.csv
002817,黄山胶囊,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/黄山胶囊.csv
002818,富森美,一般零售,商业百货,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/商业百货/富森美.csv
002820,桂发祥,休闲食品,食品饮料,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/食品饮料/桂发祥.csv
002819,东方中科,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/东方中科.csv
002821,凯莱英,医疗服务,医疗服务,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗服务/凯莱英.csv
002823,凯中精密,电机Ⅱ,电机,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/电机/凯中精密.csv
002824,和胜股份,工业金属,有色金属,/home/peanut/stock_key_info/all_stocks_20260606/能源/有色金属/和胜股份.csv
002825,纳尔股份,塑料,塑料制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/塑料制品/纳尔股份.csv
002826,易明医药,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/易明医药.csv
002827,高争民爆,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/高争民爆.csv
002828,贝肯能源,油服工程,石油行业,/home/peanut/stock_key_info/all_stocks_20260606/能源/石油行业/贝肯能源.csv
002829,星网宇达,航天装备Ⅱ,航天航空,/home/peanut/stock_key_info/all_stocks_20260606/航天航空/星网宇达.csv
002830,名雕股份,装修装饰Ⅱ,装修装饰,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/装修装饰/名雕股份.csv
002831,裕同科技,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/裕同科技.csv
002832,比音勒芬,服装家纺,纺织服装,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/纺织服装/比音勒芬.csv
002833,弘亚数控,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/弘亚数控.csv
002835,同为股份,计算机设备,计算机设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/计算机设备/同为股份.csv
002836,新宏泽,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/新宏泽.csv
002837,英维克,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/英维克.csv
002838,道恩股份,塑料,塑料制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/塑料制品/道恩股份.csv
002839,张家港行,银行Ⅱ,银行,/home/peanut/stock_key_info/all_stocks_20260606/金融/银行/张家港行.csv
002840,华统股份,食品加工,食品饮料,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/食品饮料/华统股份.csv
002841,视源股份,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/视源股份.csv
002842,翔鹭钨业,小金属,小金属,/home/peanut/stock_key_info/all_stocks_20260606/能源/小金属/翔鹭钨业.csv
002843,泰嘉股份,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/泰嘉股份.csv
002845,同兴达,光学光电子,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/同兴达.csv
002846,英联股份,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/英联股份.csv
002847,盐津铺子,休闲食品,食品饮料,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/食品饮料/盐津铺子.csv
002848,高斯贝尔,黑色家电,家电行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家电行业/高斯贝尔.csv
002849,威星智能,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/威星智能.csv
002851,麦格米特,其他电源设备Ⅱ,电源设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/电源设备/麦格米特.csv
002850,科达利,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/科达利.csv
