股票代码,股票简称,原始行业,映射行业,输出路径
301162,国能日新,软件开发,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/国能日新.csv
301163,宏德股份,风电设备,风电设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/风电设备/宏德股份.csv
301165,锐捷网络,通信设备,通信设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信设备/锐捷网络.csv
301166,优宁维,生物制品,生物制品,/home/peanut/stock_key_info/all_stocks_20260606/医药/生物制品/优宁维.csv
301167,建研设计,工程咨询服务Ⅱ,工程咨询服务,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/工程咨询服务/建研设计.csv
301168,通灵股份,光伏设备,光伏设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/光伏设备/通灵股份.csv
301169,零点有数,专业服务,专业服务,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专业服务/零点有数.csv
301171,易点天下,广告营销,文化传媒,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/文化传媒/易点天下.csv
301172,君逸数码,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/君逸数码.csv
301170,锡南科技,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/锡南科技.csv
301173,毓恬冠佳,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/毓恬冠佳.csv
301175,中科环保,环境治理,环保行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/环保行业/中科环保.csv
301177,迪阿股份,饰品,珠宝首饰,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/珠宝首饰/迪阿股份.csv
301176,逸豪新材,元件,电子元件,/home/peanut/stock_key_info/all_stocks_20260606/TMT/电子元件/逸豪新材.csv
301178,天亿马,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/天亿马.csv
301179,泽宇智能,电网设备,电网设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/电网设备/泽宇智能.csv
301181,标榜股份,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/标榜股份.csv
301182,凯旺科技,计算机设备,计算机设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/计算机设备/凯旺科技.csv
301180,万祥科技,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/万祥科技.csv
301183,东田微,光学光电子,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/东田微.csv
301185,鸥玛软件,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/鸥玛软件.csv
301186,超达装备,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/超达装备.csv
301187,欧圣电气,小家电,家电行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家电行业/欧圣电气.csv
301188,力诺药包,医疗器械,医疗器械,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗器械/力诺药包.csv
301189,奥尼电子,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/奥尼电子.csv
301190,善水科技,化学原料,化学原料,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学原料/善水科技.csv
301191,菲菱科思,通信设备,通信设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信设备/菲菱科思.csv
301192,泰祥股份,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/泰祥股份.csv
301193,家联科技,家居用品,家用轻工,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家用轻工/家联科技.csv
301195,北路智控,软件开发,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/北路智控.csv
301196,唯科科技,塑料,塑料制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/塑料制品/唯科科技.csv
301197,工大科雅,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/工大科雅.csv
301198,喜悦智行,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/喜悦智行.csv
301199,迈赫股份,自动化设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/迈赫股份.csv
301200,大族数控,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/大族数控.csv
301201,诚达药业,医疗服务,医疗服务,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗服务/诚达药业.csv
301202,朗威股份,通信设备,通信设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信设备/朗威股份.csv
301203,国泰环保,环境治理,环保行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/环保行业/国泰环保.csv
301205,联特科技,通信设备,通信设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信设备/联特科技.csv
301207,华兰疫苗,生物制品,生物制品,/home/peanut/stock_key_info/all_stocks_20260606/医药/生物制品/华兰疫苗.csv
301206,三元生物,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/三元生物.csv
301208,中亦科技,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/中亦科技.csv
301209,联合化学,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/联合化学.csv
301210,金杨精密,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/金杨精密.csv
301211,亨迪药业,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/亨迪药业.csv
301212,联盛化学,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/联盛化学.csv
301213,观想科技,军工电子Ⅱ,航天航空,/home/peanut/stock_key_info/all_stocks_20260606/航天航空/观想科技.csv
301215,中汽股份,汽车服务,汽车服务,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车服务/中汽股份.csv
301216,万凯新材,塑料,塑料制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/塑料制品/万凯新材.csv
301217,铜冠铜箔,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/铜冠铜箔.csv
301218,华是科技,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/华是科技.csv
301220,亚香股份,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/亚香股份.csv
301219,腾远钴业,能源金属,能源金属,/home/peanut/stock_key_info/all_stocks_20260606/能源/能源金属/腾远钴业.csv
301221,光庭信息,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/光庭信息.csv
301222,浙江恒威,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/浙江恒威.csv
301223,中荣股份,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/中荣股份.csv
301225,恒勃股份,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/恒勃股份.csv
301226,祥明智能,电机Ⅱ,电机,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/电机/祥明智能.csv
301227,森鹰窗业,家居用品,家用轻工,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家用轻工/森鹰窗业.csv
301228,实朴检测,专业服务,专业服务,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专业服务/实朴检测.csv
301229,纽泰格,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/纽泰格.csv
301230,泓博医药,医疗服务,医疗服务,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗服务/泓博医药.csv
301231,荣信文化,出版,文化传媒,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/文化传媒/荣信文化.csv
301233,盛帮股份,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/盛帮股份.csv
301232,飞沃科技,风电设备,风电设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/风电设备/飞沃科技.csv
301234,五洲医疗,医疗器械,医疗器械,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗器械/五洲医疗.csv
301235,华康洁净,医疗器械,医疗器械,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗器械/华康洁净.csv
301237,和顺科技,塑料,塑料制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/塑料制品/和顺科技.csv
301236,软通动力,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/软通动力.csv
301238,瑞泰新材,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/瑞泰新材.csv
301239,普瑞眼科,医疗服务,医疗服务,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗服务/普瑞眼科.csv
301246,宏源药业,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/宏源药业.csv
301248,杰创智能,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/杰创智能.csv
301251,威尔高,元件,电子元件,/home/peanut/stock_key_info/all_stocks_20260606/TMT/电子元件/威尔高.csv
301252,同星科技,家电零部件Ⅱ,家电行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家电行业/同星科技.csv
301255,通力科技,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/通力科技.csv
301256,华融化学,化学原料,化学原料,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学原料/华融化学.csv
301257,普蕊斯,医疗服务,医疗服务,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗服务/普蕊斯.csv
301258,富士莱,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/富士莱.csv
301259,艾布鲁,环境治理,环保行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/环保行业/艾布鲁.csv
301260,格力博,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/格力博.csv
301261,恒工精密,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/恒工精密.csv
301262,海看股份,广告营销,文化传媒,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/文化传媒/海看股份.csv
301263,泰恩康,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/泰恩康.csv
301265,华新科技,环境治理,环保行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/环保行业/华新科技.csv
301266,宇邦新材,光伏设备,光伏设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/光伏设备/宇邦新材.csv
301267,华厦眼科,医疗服务,医疗服务,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗服务/华厦眼科.csv
301268,铭利达,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/铭利达.csv
301269,华大九天,软件开发,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/华大九天.csv
301270,汉仪股份,软件开发,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/汉仪股份.csv
301272,英华特,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/英华特.csv
301273,瑞晨环保,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/瑞晨环保.csv
301275,汉朔科技,其他电子Ⅱ,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/汉朔科技.csv
301276,嘉曼服饰,服装家纺,纺织服装,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/纺织服装/嘉曼服饰.csv
301277,新天地,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/新天地.csv
301278,快可电子,光伏设备,光伏设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/光伏设备/快可电子.csv
301280,珠城科技,家电零部件Ⅱ,家电行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家电行业/珠城科技.csv
301281,科源制药,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/科源制药.csv
301279,金道科技,工程机械,工程机械,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/工程机械/金道科技.csv
301282,金禄电子,元件,电子元件,/home/peanut/stock_key_info/all_stocks_20260606/TMT/电子元件/金禄电子.csv
301285,鸿日达,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/鸿日达.csv
301283,聚胶股份,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/聚胶股份.csv
301286,侨源股份,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/侨源股份.csv
301287,康力源,文娱用品,家用轻工,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家用轻工/康力源.csv
301288,清研环境,环保设备Ⅱ,环保行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/环保行业/清研环境.csv
301289,国缆检测,专业服务,专业服务,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专业服务/国缆检测.csv
301290,东星医疗,医疗器械,医疗器械,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗器械/东星医疗.csv
301291,明阳电气,电网设备,电网设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/电网设备/明阳电气.csv
301295,美硕科技,电网设备,电网设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/电网设备/美硕科技.csv
301293,三博脑科,医疗服务,医疗服务,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗服务/三博脑科.csv
301292,海科新源,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/海科新源.csv
301296,新巨丰,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/新巨丰.csv
301297,富乐德,半导体,半导体,/home/peanut/stock_key_info/all_stocks_20260606/TMT/半导体/富乐德.csv
301298,东利机械,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/东利机械.csv
301299,卓创资讯,数字媒体,文化传媒,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/文化传媒/卓创资讯.csv
301300,远翔新材,橡胶,橡胶制品,/home/peanut/stock_key_info/all_stocks_20260606/能源/橡胶制品/远翔新材.csv
301301,川宁生物,化学制药,化学制药,/home/peanut/stock_key_info/all_stocks_20260606/医药/化学制药/川宁生物.csv
301302,华如科技,军工电子Ⅱ,航天航空,/home/peanut/stock_key_info/all_stocks_20260606/航天航空/华如科技.csv
301303,真兰仪表,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/真兰仪表.csv
301305,朗坤科技,环境治理,环保行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/环保行业/朗坤科技.csv
301306,西测测试,军工电子Ⅱ,航天航空,/home/peanut/stock_key_info/all_stocks_20260606/航天航空/西测测试.csv
301307,美利信,通信设备,通信设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信设备/美利信.csv
301308,江波龙,半导体,半导体,/home/peanut/stock_key_info/all_stocks_20260606/TMT/半导体/江波龙.csv
301309,万得凯,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/万得凯.csv
301310,鑫宏业,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/鑫宏业.csv
301311,昆船智能,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/昆船智能.csv
301312,智立方,自动化设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/智立方.csv
301315,威士顿,软件开发,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/威士顿.csv
301314,科瑞思,通信设备,通信设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信设备/科瑞思.csv
301313,凡拓数创,数字媒体,文化传媒,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/文化传媒/凡拓数创.csv
301316,慧博云通,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/慧博云通.csv
301317,鑫磊股份,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/鑫磊股份.csv
301319,唯特偶,电子化学品Ⅱ,电子化学品,/home/peanut/stock_key_info/all_stocks_20260606/TMT/电子化学品/唯特偶.csv
301318,维海德,计算机设备,计算机设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/计算机设备/维海德.csv
301320,豪江智能,自动化设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/豪江智能.csv
301323,新莱福,金属新材料,小金属,/home/peanut/stock_key_info/all_stocks_20260606/能源/小金属/新莱福.csv
301321,翰博高新,光学光电子,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/翰博高新.csv
301322,绿通科技,摩托车及其他,汽车整车,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车整车/绿通科技.csv
301325,曼恩斯特,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/曼恩斯特.csv
301326,捷邦科技,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/捷邦科技.csv
301328,维峰电子,其他电子Ⅱ,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/维峰电子.csv
301327,华宝新能,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/华宝新能.csv
301329,信音电子,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/信音电子.csv
301331,恩威医药,中药Ⅱ,中药,/home/peanut/stock_key_info/all_stocks_20260606/医药/中药/恩威医药.csv
301330,熵基科技,计算机设备,计算机设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/计算机设备/熵基科技.csv
301332,德尔玛,小家电,家电行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家电行业/德尔玛.csv
301333,诺思格,医疗服务,医疗服务,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗服务/诺思格.csv
301335,天元宠物,文娱用品,家用轻工,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家用轻工/天元宠物.csv
301337,亚华电子,软件开发,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/亚华电子.csv
301336,趣睡科技,家居用品,家用轻工,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家用轻工/趣睡科技.csv
301338,凯格精机,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/凯格精机.csv
301339,通行宝,计算机设备,计算机设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/计算机设备/通行宝.csv
301345,涛涛车业,摩托车及其他,汽车整车,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车整车/涛涛车业.csv
301348,蓝箭电子,半导体,半导体,/home/peanut/stock_key_info/all_stocks_20260606/TMT/半导体/蓝箭电子.csv
301349,信德新材,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/信德新材.csv
301353,普莱得,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/普莱得.csv
301355,南王科技,包装印刷,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/南王科技.csv
301356,天振股份,家居用品,家用轻工,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家用轻工/天振股份.csv
301357,北方长龙,地面兵装Ⅱ,航天航空,/home/peanut/stock_key_info/all_stocks_20260606/航天航空/北方长龙.csv
301358,湖南裕能,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/湖南裕能.csv
301359,东南电子,其他电子Ⅱ,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/东南电子.csv
301360,荣旗科技,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/荣旗科技.csv
301361,众智科技,电网设备,电网设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/电网设备/众智科技.csv
301362,民爆光电,照明设备Ⅱ,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/民爆光电.csv
301363,美好医疗,医疗器械,医疗器械,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗器械/美好医疗.csv
301365,矩阵股份,工程咨询服务Ⅱ,工程咨询服务,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/工程咨询服务/矩阵股份.csv
301366,一博科技,元件,电子元件,/home/peanut/stock_key_info/all_stocks_20260606/TMT/电子元件/一博科技.csv
301367,瑞迈特,医疗器械,医疗器械,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗器械/瑞迈特.csv
301368,丰立智能,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/丰立智能.csv
301369,联动科技,半导体,半导体,/home/peanut/stock_key_info/all_stocks_20260606/TMT/半导体/联动科技.csv
301370,国科恒泰,医疗器械,医疗器械,/home/peanut/stock_key_info/all_stocks_20260606/医药/医疗器械/国科恒泰.csv
301371,敷尔佳,化妆品,美容护理,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/美容护理/敷尔佳.csv
301372,科净源,环境治理,环保行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/环保行业/科净源.csv
301373,凌玮科技,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/凌玮科技.csv
301376,致欧科技,家居用品,家用轻工,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/家用轻工/致欧科技.csv
301377,鼎泰高科,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/鼎泰高科.csv
301378,通达海,软件开发,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/通达海.csv
301379,天山电子,光学光电子,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/天山电子.csv
301380,挖金客,通信服务,通信服务,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信服务/挖金客.csv
301381,赛维时代,互联网电商,互联网服务,/home/peanut/stock_key_info/all_stocks_20260606/TMT/互联网服务/赛维时代.csv
301382,蜂助手,通信服务,通信服务,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信服务/蜂助手.csv
301383,天键股份,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/天键股份.csv
301386,未来电器,电网设备,电网设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/电网设备/未来电器.csv
301387,光大同创,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/光大同创.csv
301388,欣灵电气,电网设备,电网设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/电网设备/欣灵电气.csv
301389,隆扬电子,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/隆扬电子.csv
301390,经纬股份,工程咨询服务Ⅱ,工程咨询服务,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/工程咨询服务/经纬股份.csv
301391,卡莱特,计算机设备,计算机设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/计算机设备/卡莱特.csv
301392,汇成真空,专用设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/汇成真空.csv
301393,昊帆生物,生物制品,生物制品,/home/peanut/stock_key_info/all_stocks_20260606/医药/生物制品/昊帆生物.csv
301395,仁信新材,塑料,塑料制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/塑料制品/仁信新材.csv
301396,宏景科技,IT服务Ⅱ,软件开发,/home/peanut/stock_key_info/all_stocks_20260606/TMT/软件开发/宏景科技.csv
301398,星源卓镁,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/星源卓镁.csv
301397,溯联股份,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/溯联股份.csv
301399,英特科技,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/英特科技.csv
301408,华人健康,医药商业,医药商业,/home/peanut/stock_key_info/all_stocks_20260606/医药/医药商业/华人健康.csv
301413,安培龙,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/安培龙.csv
301418,协昌科技,自动化设备,专用设备,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专用设备/协昌科技.csv
301419,阿莱德,通信设备,通信设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信设备/阿莱德.csv
301421,波长光电,光学光电子,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/波长光电.csv
301428,世纪恒通,通信服务,通信服务,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通信服务/世纪恒通.csv
301439,泓淋电力,电网设备,电网设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/电网设备/泓淋电力.csv
301429,森泰股份,装修建材,装修建材,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/装修建材/森泰股份.csv
301446,福事特,工程机械,工程机械,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/工程机械/福事特.csv
301448,开创电气,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/开创电气.csv
301449,天溯计量,专业服务,专业服务,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/专业服务/天溯计量.csv
301456,盘古智能,风电设备,风电设备,/home/peanut/stock_key_info/all_stocks_20260606/能源/风电设备/盘古智能.csv
301458,钧崴电子,元件,电子元件,/home/peanut/stock_key_info/all_stocks_20260606/TMT/电子元件/钧崴电子.csv
300225,金力泰,化学制品,化学制品,/home/peanut/stock_key_info/all_stocks_20260606/化工行业/化学制品/金力泰.csv
003032,传智教育,教育,教育,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/教育/传智教育.csv
301459,丰茂股份,橡胶,橡胶制品,/home/peanut/stock_key_info/all_stocks_20260606/能源/橡胶制品/丰茂股份.csv
301468,博盈特焊,通用设备,通用设备,/home/peanut/stock_key_info/all_stocks_20260606/TMT/通用设备/博盈特焊.csv
301469,恒达新材,造纸,造纸印刷,/home/peanut/stock_key_info/all_stocks_20260606/旧基建/造纸印刷/恒达新材.csv
301479,弘景光电,光学光电子,光学光电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/光学光电子/弘景光电.csv
301486,致尚科技,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/致尚科技.csv
301487,盟固利,电池,电池,/home/peanut/stock_key_info/all_stocks_20260606/能源/电池/盟固利.csv
301488,豪恩汽电,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/豪恩汽电.csv
301489,思泉新材,电子化学品Ⅱ,电子化学品,/home/peanut/stock_key_info/all_stocks_20260606/TMT/电子化学品/思泉新材.csv
301491,汉桑科技,消费电子,消费电子,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/消费电子/汉桑科技.csv
301498,乖宝宠物,饲料,农牧饲渔,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/农牧饲渔/乖宝宠物.csv
301499,维科精密,汽车零部件,汽车零部件,/home/peanut/stock_key_info/all_stocks_20260606/工业制造/汽车零部件/维科精密.csv
301500,飞南资源,环境治理,环保行业,/home/peanut/stock_key_info/all_stocks_20260606/衣食住行/环保行业/飞南资源.csv
