报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,156.664,26.5532,5.9,0.9527,41.11,-14.09%,1.76亿,-17.73%,5.25,52.88亿,99.06亿,4.41%,143.57亿,13.13亿
2025,90.812,26.5532,3.42,0.5247,173.06,-5.58%,4.44亿,-18.42%,5.19,67.03亿,97.30亿,2.68%,141.92亿,13.78亿
2024,92.14,26.5532,3.47,0.5027,183.29,-9.20%,5.44亿,-46.89%,5.12,69.91亿,95.52亿,3.08%,140.13亿,14.33亿
2023,93.998,26.5532,3.54,0.4656,201.87,-7.46%,10.24亿,-19.61%,5.01,72.54亿,92.97亿,5.15%,136.22亿,19.54亿
2022,118.958,26.5532,4.48,0.5454,218.13,-14.03%,12.74亿,125.73%,4.71,71.43亿,85.35亿,5.97%,128.16亿,17.73亿
2021,149.862,26.7134,5.61,0.5906,253.74,-18.79%,-49.50亿,-308.52%,4.16,84.74亿,72.51亿,-19.21%,114.97亿,16.52亿
2020,227.281,26.8336,8.47,0.7275,312.43,1.33%,23.74亿,1.04%,6.34,85.45亿,127.25亿,7.49%,171.45亿,5384.19万
2019,207.689,26.7641,7.76,0.6735,308.35,22.90%,23.49亿,10.64%,5.66,77.72亿,108.53亿,7.33%,154.00亿,1.01亿
2018,184.503,26.4331,6.98,0.7354,250.89,19.49%,21.23亿,10.68%,4.94,30.69亿,92.37亿,8.66%,136.06亿,1.83亿
2017,,,13.04,,209.96,7.12%,19.18亿,13.97%,4.35,26.77亿,76.81亿,9.18%,117.50亿,1.95亿
2016,,,8.21,,196.01,5.07%,16.83亿,5.06%,3.77,18.73亿,63.25亿,8.65%,101.42亿,1.95亿
2015,,,10.32,,186.54,-9.83%,16.02亿,-14.65%,4.89,12.23亿,60.18亿,8.61%,87.46亿,1.55亿
2014,,,9.25,,206.89,12.35%,18.77亿,20.06%,4.07,19.83亿,47.22亿,9.18%,73.26亿,1.07亿
2013,,,7.98,,184.14,32.08%,15.64亿,40.68%,4.72,35.98亿,32.40亿,8.62%,56.19亿,8386.31万
2012,,,10.61,,139.42,37.42%,11.11亿,51.67%,5.30,38.05亿,19.64亿,8.00%,42.14亿,6398.60万
2011,,,5.65,,101.45,52.80%,7.33亿,88.55%,6.00,24.41亿,10.50亿,7.29%,31.24亿,5112.87万
2010,,,7.31,,66.39,61.67%,3.89亿,93.73%,3.78,8.53亿,6.05亿,6.14%,12.44亿,3528.51万
