报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,41.85,4.544,9.21,5.53,-3.01%,1782.43万,356.29%,6.35,7.5678,230.25,1.4504,PE；PB,19.44亿,9.28亿,3.40%,28.96亿,3.82亿,0.06999999999999999,20%: 最新年度营业收入下滑,柳新荣
2026-03-31,41.85,4.544,9.21,5.53,-3.01%,1782.43万,356.29%,6.35,1.892,230.25,1.4504,PE；PB,19.44亿,9.28亿,3.40%,28.96亿,3.82亿,0.06999999999999999,,柳新荣
2025,46.401,4.0001,11.6,22.56,-2.36%,3079.63万,-63.31%,6.31,2.0568,165.7143,1.8384,PE；PB,18.74亿,9.10亿,1.53%,28.77亿,3.97亿,0.06,,柳新荣
2024,53.521,4.0001,13.38,23.11,-18.68%,8393.72万,-67.43%,5.39,2.3159,63.7143,2.4824,PE；PB,11.47亿,9.18亿,3.72%,21.60亿,3.49亿,0.27999999999999997,,柳新荣
2023,61.042,4.0001,15.26,28.41,17.04%,2.58亿,123.39%,5.61,2.1486,23.8438,2.7201,PE；PB,14.14亿,9.57亿,9.03%,22.46亿,3.04亿,0.09,,柳新荣
2022,68.642,4.0001,17.16,24.28,1.17%,1.15亿,-23.45%,5.05,2.8271,59.1724,3.398,PE；PB,13.28亿,7.54亿,4.75%,20.22亿,3.60亿,0.12,,柳新荣
2021,82.882,4.0001,20.72,23.99,28.02%,1.51亿,-30.19%,4.89,3.4549,53.1282,4.2372,PE；PB,8.93亿,6.93亿,6.27%,19.55亿,3.64亿,,,柳新荣
2020,,,,18.74,2.07%,2.16亿,-20.49%,3.9,,,,PE；PB,6.37亿,5.52亿,11.52%,14.05亿,2.49亿,,,柳新荣
2019,,,,18.36,15.11%,2.72亿,108.60%,3.31,,,,PE；PB,6.00亿,3.59亿,14.79%,11.90亿,1.72亿,,,柳新荣
2018,,,,15.95,16.65%,1.30亿,18.87%,2.55,,,,PE；PB,1.70亿,1.15亿,8.16%,9.18亿,1.55亿,,,柳新荣
2017,,,,13.68,3.47%,1.10亿,-56.66%,3.31,,,,PE；PB,2.92亿,1.15亿,8.01%,6.08亿,1.54亿,,,柳新荣
2016,,,,13.22,False,2.53亿,False,8.82,,,,PE；PB,3.39亿,7.14亿,19.11%,8.82亿,1.35亿,,,柳新荣
