报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,163.459,7.3333,22.29,6.0362,6.77,45.49%,1.26亿,380.70%,10.07,55.30亿,27.15亿,19.13%,74.60亿,2.54亿
2025,149.599,7.3333,20.4,7.294,20.51,-2.42%,2.22亿,162.85%,9.92,55.38亿,25.88亿,11.39%,73.48亿,2.75亿
2024,113.666,7.3333,15.5,5.4075,21.02,-43.47%,8460.09万,-81.86%,9.72,56.01亿,25.48亿,5.33%,74.39亿,2.07亿
2023,125.693,7.3333,17.14,3.3807,37.18,-39.39%,4.66亿,-39.96%,9.81,59.35亿,26.19亿,13.78%,74.91亿,2.16亿
2022,160.526,7.3333,21.89,2.6166,61.35,17.91%,7.77亿,28.98%,9.19,52.40亿,22.47亿,14.03%,70.16亿,6.23亿
2021,,,,,52.03,186.66%,6.02亿,134.10%,4.64,9.90亿,15.00亿,12.95%,27.77亿,6.09亿
2020,,,,,18.15,9.55%,2.57亿,45.49%,3.60,12.14亿,9.04亿,16.42%,21.39亿,2.60亿
2019,,,,,16.57,27.97%,1.77亿,97.26%,1.90,5.14亿,6.58亿,13.91%,13.12亿,1.57亿
2018,,,,,12.95,13.08%,8965.20万,-45.21%,1.58,3.93亿,4.82亿,9.41%,10.90亿,1.49亿
2017,,,,,11.45,False,1.64亿,False,1.15,2.13亿,3.92亿,17.83%,8.18亿,1.04亿
