报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,159.809,2.3323,68.52,2.2233,17.97,43.94%,7084.03万,2297.11%,15.73,23.13亿,8.71亿,3.94%,36.69亿,8.36亿
2025,97.933,2.3323,41.99,1.6672,58.74,22.73%,6532.29万,177.58%,15.40,25.80亿,8.00亿,1.11%,35.92亿,6.31亿
2024,30.156,1.8112,16.65,0.6301,47.86,40.13%,-8419.59万,-258.56%,19.39,24.03亿,7.35亿,-1.76%,35.12亿,5.59亿
2023,24.506,1.3133,18.66,0.7176,34.15,17.96%,5310.05万,-87.15%,28.42,21.70亿,8.32亿,1.55%,37.33亿,5.44亿
2022,27.538,1.0102,27.26,0.9512,28.95,31.81%,4.13亿,8.32%,38.94,21.03亿,9.14亿,14.27%,39.34亿,4.55亿
2021,,,,,21.97,87.80%,3.81亿,207.64%,20.83,1.99亿,6.62亿,17.36%,10.52亿,2.02亿
2020,,,,,11.7,40.80%,1.24亿,204.30%,13.28,6976.08万,3.00亿,10.60%,6.71亿,1.22亿
2019,,,,,8.31,37.89%,4074.10万,-38.16%,10.82,3170.04万,1.84亿,4.90%,5.47亿,1.45亿
2018,,,,,6.02,20.88%,6588.48万,16.68%,8.36,2915.75万,1.47亿,10.94%,3.91亿,8594.10万
2017,,,,,4.98,53.72%,5646.51万,24.28%,6.45,3068.93万,8308.72万,11.44%,2.95亿,6498.44万
2016,,,,,3.24,94.30%,4543.21万,635.80%,2.24,3895.47万,3303.64万,14.10%,9038.05万,4188.63万
2015,,,,,1.67,166.85%,-847.93万,-40.51%,1.10,1336.31万,-3084.92万,-5.13%,4466.44万,4950.38万
2014,,,,,0.625358,False,-603.45万,False,1.11,428.87万,-2236.99万,-9.65%,4725.40万,1556.15万
