报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,832.081,101.9707,8.16,0.9324,669.29,-10.45%,-43.12亿,-3691.33%,10.83,405.12亿,528.16亿,-8.71%,1164.29亿,144.62亿
2024,963.83,103.4152,9.32,0.8942,1077.84,-16.90%,8.24亿,-81.40%,11.06,541.82亿,570.79亿,-0.46%,1217.77亿,156.88亿
2023,900.983,104.8874,8.59,0.6946,1297.06,17.62%,44.29亿,-45.08%,11.03,516.86亿,576.27亿,2.90%,1244.00亿,167.20亿
2022,1108.133,104.6396,10.59,1.0049,1102.72,45.37%,80.64亿,9.94%,10.80,437.44亿,557.27亿,7.32%,1222.77亿,123.62亿
2021,1490.254,103.7059,14.37,1.9693,756.76,19.82%,73.35亿,22.95%,8.68,272.62亿,501.72亿,9.84%,925.95亿,81.11亿
2020,1280.258,103.497,12.37,2.0271,631.57,5.78%,59.66亿,-9.85%,8.12,300.95亿,448.50亿,9.65%,866.60亿,66.22亿
2019,1093.387,102.3771,10.68,1.8313,597.04,-17.51%,66.18亿,-39.30%,7.80,330.86亿,415.59亿,11.33%,824.54亿,69.28亿
2018,934.106,102.3117,9.13,1.2906,723.8,1.13%,109.03亿,1.08%,7.46,428.76亿,392.44亿,15.31%,779.21亿,67.30亿
2017,,,15.12,,715.68,44.84%,107.86亿,71.53%,9.48,500.77亿,335.54亿,15.21%,704.14亿,33.47亿
2016,,,14.04,,494.18,67.98%,62.88亿,48.57%,6.73,219.22亿,255.30亿,12.74%,448.39亿,24.94亿
2015,,,13.56,,294.18,31.43%,42.32亿,32.48%,6.00,169.59亿,208.66亿,13.62%,394.37亿,19.27亿
2014,,,5.17,,223.83,18.87%,31.95亿,19.70%,5.49,183.71亿,180.75亿,13.08%,361.96亿,26.61亿
2013,,,4.8,,188.24,45.21%,26.69亿,135.44%,5.17,190.42亿,162.90亿,13.52%,340.63亿,20.36亿
2012,,,3.52,,129.64,18.02%,11.34亿,-73.46%,4.83,155.74亿,144.95亿,8.27%,320.12亿,13.97亿
2011,,,,,109.84,25.64%,42.72亿,-0.52%,4.74,171.42亿,151.71亿,37.95%,301.35亿,15.37亿
2010,,,,,87.42,23.89%,42.94亿,111.54%,4.16,156.24亿,118.06亿,63.13%,257.94亿,13.53亿
