报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,股息,ST风险,控股股东
2026-06-05,38.217,2.3446,16.3,6.21,-5.01%,-976.29万,-105.17%,6.49,6.1541,,2.5116,PS；PE,20.30亿,3.21亿,-2.13%,15.37亿,1.0,40%: 最新年度营业收入下滑；最新年度净利润同比下降,刘和国
2026-03-31,38.217,2.3446,16.3,6.21,-5.01%,-976.29万,-105.17%,6.49,1.5385,,2.5116,PS；PE,20.30亿,3.21亿,-2.13%,15.37亿,1.0,,刘和国
2025,55.927,2.343,23.87,25.54,-8.40%,4.83亿,295.58%,6.53,2.1898,11.5874,3.6554,PS；PE,20.73亿,3.31亿,19.63%,15.49亿,1.0,,刘和国
2024,30.603,2.3114,13.24,27.88,0.17%,-2.47亿,-190.47%,5.41,1.0977,,2.4473,PS；PE,16.39亿,1.04亿,-7.99%,12.69亿,0.5,,刘和国
2023,27.461,1.5239,18.02,27.83,36.01%,2.73亿,112.05%,7.07,0.9867,15.1429,2.5488,PS；PE,18.07亿,4.67亿,10.42%,16.10亿,2.7,,刘和国
2022,15.445,1.5083,10.24,20.46,303.87%,1.29亿,304.30%,11.84,0.7549,17.9649,0.8649,PS；PE,23.42亿,6.79亿,4.46%,17.62亿,,,刘和国
2021,12.473,1.51,8.26,5.07,31.20%,-6307.37万,-173.58%,10.93,2.4602,,0.7557,PS；PE,19.53亿,5.64亿,-12.33%,16.41亿,0.25,,刘和国
2020,10.149,1.0078,10.07,3.86,-6.25%,8571.67万,-46.72%,11.42,2.6293,17.6667,0.8818,PS；PE,17.93亿,6.70亿,24.92%,17.20亿,0.7,,刘和国
2019,12.19,1.0125,12.04,4.12,41.57%,1.61亿,61.06%,16.88,2.9587,11.2523,0.7133,PS；PE,17.86亿,6.65亿,40.55%,16.99亿,0.4,,刘和国
2018,8.39,1.0,8.39,2.91,-1.79%,9988.83万,2.96%,15.59,2.8832,8.4747,0.5382,PS；PE,7.12亿,5.45亿,34.26%,15.70亿,0.4,,刘和国
2017,,,13.32,2.96,-22.18%,9702.10万,-37.59%,15.16,,13.732,0.8786,PS；PE,9.39亿,4.86亿,30.63%,15.13亿,0.7,,刘和国
2016,,,31.19,3.81,2.92%,1.55亿,-9.38%,14.89,,16.6791,2.0947,PS；PE,9.31亿,4.59亿,41.45%,14.97亿,,,刘和国
2015,,,,3.7,2.74%,1.72亿,8.85%,6.31,,,,PS；PE,7.06亿,3.16亿,47.55%,4.78亿,,,刘和国
2014,,,,3.6,32.23%,1.58亿,24.45%,5.32,,,,PS；PE,6.32亿,2.43亿,45.36%,4.05亿,,,刘和国
2013,,,,2.72,7.86%,1.27亿,-2.43%,3.49,,,,PS；PE,4.20亿,1.16亿,46.42%,2.62亿,,,刘和国
2012,,,,2.52,15.57%,1.30亿,12.82%,2.44,,,,PS；PE,3.20亿,5712.69万,50.93%,1.83亿,,,刘和国
2011,,,,2.18,False,1.15亿,False,1.26,,,,PS；PE,2.26亿,7856.05万,52.42%,9459.58万,,,刘和国
