报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,76.197,5.8033,13.13,10.5829,1.8,8.74%,5274.09万,10.84%,4.85,35.91亿,7.08亿,28.47%,29.15亿,1.37亿
2025,84.38,5.8033,14.54,7.9007,10.68,19.24%,2.21亿,5.39%,4.74,35.34亿,6.56亿,23.20%,28.57亿,1.07亿
2024,58.779,4.1452,14.18,6.5602,8.96,20.75%,2.10亿,9.81%,6.55,24.15亿,6.74亿,25.58%,28.03亿,9764.12万
2023,56.37,4.07,13.85,7.597,7.42,24.19%,1.91亿,26.66%,6.43,31.78亿,6.07亿,28.23%,26.89亿,8551.16万
2022,45.991,4.07,11.3,7.7037,5.97,0.62%,1.51亿,-19.69%,6.04,35.90亿,5.04亿,27.95%,25.22亿,5842.92万
2021,,,,,5.93,27.26%,1.88亿,9.60%,3.68,34.65亿,3.68亿,33.97%,13.31亿,4901.46万
2020,,,,,4.66,-67.40%,1.71亿,-58.84%,3.14,34.90亿,1.99亿,39.00%,11.34亿,7836.88万
2019,,,,,14.31,302.49%,4.16亿,381.78%,2.60,35.83亿,7669.31万,29.62%,8.94亿,7012.80万
2018,,,,,3.55,27.08%,8638.15万,72.15%,2.13,12.63亿,9884.12万,24.30%,2.13亿,1789.86万
2017,,,,,2.8,False,5017.71万,False,1.49,6.63亿,4440.11万,17.94%,1.49亿,1065.04万
