报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,94.566,5.37,17.61,15.67,6.85%,3299.52万,-21.01%,8.92,6.0348,286.8078,1.9742,PS；PE,18.82亿,24.18亿,2.63%,55.10亿,11.94亿,0.2,20%: 最新年度净利润同比下降,汕头超声电子(集团)有限公司
2026-03-31,94.566,5.37,17.61,15.67,6.85%,3299.52万,-21.01%,8.92,1.5087,286.8078,1.9742,PS；PE,18.82亿,24.18亿,2.63%,55.10亿,11.94亿,0.2,,汕头超声电子(集团)有限公司
2025,72.01,5.3699,13.41,63.31,9.98%,2.22亿,3.10%,8.87,1.1374,32.3678,1.5118,PS；PE,19.62亿,23.85亿,4.35%,54.71亿,11.04亿,0.2,,汕头超声电子(集团)有限公司
2024,53.645,5.3699,9.99,57.56,5.48%,2.16亿,10.09%,8.66,0.932,24.8631,1.1536,PS；PE,17.75亿,22.87亿,4.49%,53.39亿,10.30亿,0.1,,汕头超声电子(集团)有限公司
2023,49.135,5.3699,9.15,54.57,-18.22%,1.96亿,-52.98%,8.36,0.9004,25.0685,1.0945,PS；PE,19.87亿,21.67亿,4.19%,51.75亿,9.84亿,0.1,,汕头超声电子(集团)有限公司
2022,47.148,5.3699,8.78,66.73,-0.87%,4.17亿,10.94%,8.12,0.7065,11.3115,1.0813,PS；PE,18.95亿,20.79亿,7.44%,50.63亿,10.88亿,0.1,,汕头超声电子(集团)有限公司
2021,68.464,5.3697,12.75,67.31,30.23%,3.76亿,21.20%,7.52,1.0171,18.2221,1.6955,PS；PE,15.67亿,17.82亿,6.56%,47.07亿,12.74亿,0.13,,汕头超声电子(集团)有限公司
2020,56.973,5.3697,10.61,51.69,6.75%,3.10亿,2.27%,6.99,1.1022,18.3787,1.5179,PS；PE,16.29亿,15.25亿,7.08%,43.12亿,8.88亿,0.1,,汕头超声电子(集团)有限公司
2019,66.531,5.3697,12.39,48.42,-2.01%,3.03亿,12.32%,6.58,1.374,21.9486,1.883,PS；PE,9.62亿,13.17亿,7.47%,39.61亿,7.50亿,0.1,,汕头超声电子(集团)有限公司
2018,38.017,5.3697,7.08,49.41,14.03%,2.70亿,40.61%,6.17,0.7694,14.0896,1.1475,PS；PE,9.58亿,11.11亿,6.68%,37.18亿,6.48亿,0.08,,汕头超声电子(集团)有限公司
2017,,,12.15,43.33,22.66%,1.92亿,2.50%,5.81,,33.9955,2.0912,PS；PE,8.41亿,9.24亿,5.56%,35.01亿,6.71亿,0.1,,汕头超声电子(集团)有限公司
2016,,,11.06,35.33,-2.92%,1.87亿,104.86%,5.58,,31.7178,1.9821,PS；PE,10.00亿,8.18亿,6.59%,33.39亿,5.75亿,0.02,,汕头超声电子(集团)有限公司
2015,,,10.35,36.39,-8.60%,9139.18万,-42.87%,5.3,,60.8108,1.9528,PS；PE,8.00亿,6.72亿,3.36%,31.70亿,5.33亿,0.1,,汕头超声电子(集团)有限公司
2014,,,9.64,39.81,12.33%,1.60亿,19.91%,5.27,,30.9073,1.8292,PS；PE,7.19亿,6.61亿,4.94%,31.46亿,5.42亿,0.1,,汕头超声电子(集团)有限公司
2013,,,7.2,35.44,-2.65%,1.33亿,-28.73%,4.42,,23.7702,1.629,PS；PE,4.87亿,5.82亿,4.77%,22.59亿,5.13亿,0.12,,汕头超声电子(集团)有限公司
2012,,,8.23,36.41,10.56%,1.87亿,2.90%,4.31,,19.3602,1.9095,PS；PE,2.62亿,5.31亿,6.46%,22.12亿,5.45亿,0.12,,汕头超声电子(集团)有限公司
2011,,,6.8,32.93,10.38%,1.82亿,12.57%,4.04,,16.4609,1.6832,PS；PE,2.36亿,4.30亿,6.83%,20.80亿,4.96亿,0.1,,汕头超声电子(集团)有限公司
2010,,,13.87,29.83,30.02%,1.62亿,44.89%,3.78,,37.7929,3.6693,PS；PE,5.05亿,3.23亿,6.59%,19.42亿,4.37亿,,,汕头超声电子(集团)有限公司
