报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,56.284,7.4945,7.51,4.96,21.36%,2575.80万,-14.12%,3.39,11.3476,217.052,2.2153,PE；PS,13.09亿,9605.06万,6.15%,26.50亿,8903.28万,0.025,20%: 最新年度净利润同比下降,青岛盈康医疗投资有限公司
2026-03-31,56.284,7.4945,7.51,4.96,21.36%,2575.80万,-14.12%,3.39,2.8369,217.052,2.2153,PE；PS,13.09亿,9605.06万,6.15%,26.50亿,8903.28万,0.025,,青岛盈康医疗投资有限公司
2025,56.883,7.4945,7.59,18.86,20.93%,6854.07万,-40.62%,3.35,3.0161,84.3333,2.2657,PE；PS,12.66亿,7029.26万,4.63%,26.16亿,8716.40万,,,青岛盈康医疗投资有限公司
2024,45.401,6.4217,7.07,15.59,6.01%,1.15亿,14.92%,3.24,2.9122,39.2778,2.1821,PE；PS,12.70亿,-13.98亿,7.44%,24.78亿,8829.05万,,,青岛盈康医疗投资有限公司
2023,52.465,6.4217,8.17,14.71,27.20%,1.00亿,116.85%,2.15,3.5666,51.0625,3.8,PE；PS,4.80亿,-15.13亿,6.74%,14.29亿,8779.44万,,,青岛盈康医疗投资有限公司
2022,50.153,6.4217,7.81,11.56,6.09%,-5.96亿,-63.68%,2.0,4.3385,,3.905,PE；PS,4.33亿,-16.14亿,-51.53%,13.17亿,1.07亿,,,青岛盈康医疗投资有限公司
2021,69.675,6.4217,10.85,10.9,5.93%,-3.64亿,-345.13%,2.76,6.3922,,3.9312,PE；PS,6.62亿,-10.18亿,-32.70%,18.05亿,3872.53万,,,青岛盈康医疗投资有限公司
2020,83.024,5.4585,15.21,10.29,15.38%,1.49亿,121.11%,3.44,8.0684,60.84,4.4215,PE；PS,8.17亿,-6.54亿,19.56%,26.27亿,3771.86万,,,青岛盈康医疗投资有限公司
2019,39.477,5.4677,7.22,5.73,13.67%,-7.03亿,-1502.15%,2.45,6.8895,,2.9469,PE；PS,9655.41万,-8.24亿,-120.86%,13.67亿,3047.54万,,,青岛盈康医疗投资有限公司
2018,20.158,2.8839,6.99,5.04,53.09%,5016.66万,-59.01%,3.73,3.9996,77.6667,1.874,PE；PS,9397.58万,-1.21亿,14.10%,20.67亿,3303.19万,0.0,,青岛盈康医疗投资有限公司
2017,,,10.35,3.29,-23.87%,1.22亿,122.21%,8.24,,45.0,1.2561,PE；PS,2.45亿,-1.71亿,42.07%,24.33亿,3540.76万,,,青岛盈康医疗投资有限公司
2016,,,10.32,4.32,54.37%,5508.04万,420.78%,7.65,,46.9091,1.349,PE；PS,2.13亿,-2.93亿,11.16%,21.96亿,4094.00万,,,青岛盈康医疗投资有限公司
2015,,,11.96,2.8,-9.00%,1057.66万,103.61%,6.16,,170.8571,1.9416,PE；PS,1.09亿,-3.48亿,5.41%,14.84亿,3585.80万,,,青岛盈康医疗投资有限公司
2014,,,5.16,3.08,20.80%,-2.93亿,-79.75%,2.08,,,2.4808,PE；PS,6103.95万,-3.59亿,-97.24%,3.44亿,3191.01万,,,青岛盈康医疗投资有限公司
2013,,,3.96,2.55,2.83%,-1.63亿,-2612.35%,4.07,,,0.973,PE；PS,3388.65万,-6556.62万,-65.64%,6.43亿,2859.44万,,,青岛盈康医疗投资有限公司
2012,,,3.25,2.48,19.40%,649.43万,-88.96%,5.18,,81.25,0.6274,PE；PS,5249.00万,9759.28万,1.81%,8.11亿,3069.66万,0.2,,青岛盈康医疗投资有限公司
2011,,,5.13,2.08,23.60%,5884.96万,39.44%,5.33,,12.825,0.9625,PE；PS,3.41亿,1.23亿,28.35%,7.86亿,2065.73万,0.0,,青岛盈康医疗投资有限公司
2010,,,10.17,1.68,75.35%,4220.35万,107.39%,10.85,,27.4865,0.9373,PE；PS,5.66亿,6941.25万,25.13%,7.27亿,1883.76万,,,青岛盈康医疗投资有限公司
