报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,163.423,2.121,77.05,7.29,20.21%,6784.05万,8.75%,14.69,22.4174,240.7812,5.2451,PE；PS,16.46亿,10.67亿,8.65%,32.48亿,15.14亿,,,上海安戌信息科技有限公司
2026-03-31,163.423,2.121,77.05,7.29,20.21%,6784.05万,8.75%,14.69,5.6044,240.7812,5.2451,PE；PS,16.46亿,10.67亿,8.65%,32.48亿,15.14亿,,,上海安戌信息科技有限公司
2025,152.06,2.1096,72.08,28.77,26.73%,2.40亿,18.96%,14.34,5.2854,63.7876,5.0265,PE；PS,15.51亿,9.99亿,8.05%,31.86亿,14.06亿,0.22999999999999998,,上海安戌信息科技有限公司
2024,53.434,1.5039,35.53,22.7,20.75%,2.02亿,58.17%,13.11,2.3539,37.0104,2.7101,PE；PS,13.29亿,8.21亿,8.72%,29.04亿,11.63亿,0.19,,上海安戌信息科技有限公司
2023,39.178,1.0652,36.78,18.8,38.44%,1.27亿,-34.18%,16.68,2.0839,60.2951,2.205,PE；PS,4.84亿,6.44亿,6.72%,25.26亿,11.45亿,0.38,,上海安戌信息科技有限公司
2022,40.493,0.7434,54.47,13.58,40.12%,1.94亿,1.39%,21.69,2.9818,40.9549,2.5113,PE；PS,4.77亿,5.54亿,14.11%,23.32亿,9.11亿,0.53,,上海安戌信息科技有限公司
2021,66.155,0.7434,88.99,9.69,52.61%,1.91亿,48.70%,24.51,6.8271,42.3762,3.6308,PE；PS,10.37亿,4.09亿,19.66%,18.36亿,3.52亿,,,上海安戌信息科技有限公司
2020,,,,6.35,55.29%,1.28亿,74.91%,9.47,,,,PE；PS,2.92亿,2.24亿,20.22%,5.28亿,2.29亿,,,上海安戌信息科技有限公司
2019,,,,4.09,36.23%,7342.96万,298.77%,7.17,,,,PE；PS,2.03亿,9743.43万,17.95%,4.00亿,1.50亿,,,上海安戌信息科技有限公司
2018,,,,3.0,72.56%,1841.42万,22.70%,3.7,,,,PE；PS,7999.38万,5221.30万,6.13%,1.78亿,1.19亿,,,上海安戌信息科技有限公司
2017,,,,1.74,48.59%,1500.69万,-16.72%,2.5,,,,PE；PS,4974.90万,3379.88万,8.63%,1.15亿,9262.18万,,,上海安戌信息科技有限公司
2016,,,,1.17,27.35%,1802.04万,111.12%,2.52,,,,PE；PS,5301.29万,2243.64万,15.39%,5597.92万,5186.02万,,,上海安戌信息科技有限公司
2015,,,,0.919329,37.03%,853.58万,170.87%,1.63,,,,PE；PS,1869.91万,475.77万,9.28%,3265.31万,2403.71万,,,上海安戌信息科技有限公司
2014,,,,0.670873,14.44%,315.12万,35.57%,24.87,,,,PE；PS,1735.84万,1053.93万,4.70%,3310.16万,1564.25万,,,上海安戌信息科技有限公司
2013,,,,0.586235,False,232.44万,False,22.99,,,,PE；PS,324.38万,751.01万,3.97%,969.68万,1585.92万,,,上海安戌信息科技有限公司
