报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,26.12,2.5043,10.43,1.3327,14.7,-0.0007%,2437.31万,-33.35%,4.29,3.32亿,5.76亿,1.62%,11.48亿,3.28亿
2024,23.741,2.5043,9.48,1.1865,20.01,12.66%,2207.64万,-74.12%,4.24,2.80亿,5.64亿,1.09%,11.25亿,3.21亿
2023,22.628,2.3546,9.61,1.2741,17.76,-3.04%,8529.48万,39.51%,4.26,3.06亿,5.68亿,4.80%,11.41亿,2.17亿
2022,17.68,2.3233,7.61,0.9651,18.32,-1.45%,6113.87万,-34.17%,3.70,1.86亿,4.91亿,3.34%,9.35亿,2.03亿
2021,30.109,2.3232,12.96,1.6205,18.58,42.75%,9286.85万,8.80%,3.53,2.33亿,4.62亿,4.90%,8.94亿,1.19亿
2020,33.268,2.3232,14.32,2.5551,13.02,7.29%,8535.40万,14.53%,3.21,1.79亿,4.06亿,6.50%,7.63亿,1.28亿
2019,16.913,2.3232,7.28,1.3943,12.13,-16.06%,7452.54万,-17.37%,2.91,7997.59万,3.51亿,6.14%,6.75亿,7420.96万
2018,14.152,2.1122,6.7,0.9794,14.45,31.91%,9018.83万,194.55%,2.85,1.23亿,3.05亿,6.24%,6.01亿,1.06亿
2017,,,9.97,,10.96,25.45%,3061.93万,110.93%,2.47,3737.50万,2.33亿,2.79%,5.11亿,8286.44万
2016,,,12.9,,8.74,8.53%,1451.65万,-69.32%,2.33,8608.63万,2.09亿,2.04%,4.77亿,8244.69万
2015,,,17.23,,8.05,-4.81%,4730.95万,35.43%,2.26,1.16亿,2.00亿,5.88%,4.67亿,7430.45万
2014,,,6.43,,8.46,11.44%,3493.31万,23.84%,2.05,1.32亿,1.60亿,4.13%,4.23亿,1.01亿
2013,,,4.24,,7.59,0.74%,2820.72万,-17.79%,3.78,8344.39万,1.27亿,3.72%,3.88亿,1.14亿
2012,,,3.7,,7.53,-1.65%,3431.26万,-12.17%,4.25,1.48亿,1.06亿,4.56%,3.64亿,8618.15万
2011,,,5.01,,7.66,37.33%,3906.73万,-10.54%,6.31,1.62亿,8288.25万,5.10%,3.38亿,8766.21万
2010,,,,,5.58,40.97%,4367.17万,26.93%,2.87,2419.90万,4772.20万,7.83%,1.15亿,6882.90万
