报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,35.261,2.1699,16.25,1.5751,16.79,-6.84%,1.21亿,-19.22%,7.12,6.41亿,7.89亿,7.45%,16.81亿,3.34亿
2024,32.874,2.1699,15.15,1.368,24.03,20.12%,1.94亿,174.19%,6.68,6.42亿,7.21亿,8.10%,15.63亿,3.24亿
2023,28.708,2.1699,13.23,1.4354,20.0,2.43%,7082.38万,-51.03%,5.92,4.67亿,5.75亿,3.37%,14.06亿,3.26亿
2022,20.657,2.1699,9.52,1.0577,19.53,-4.55%,1.45亿,9.65%,5.89,4.28亿,5.67亿,7.97%,14.25亿,3.79亿
2021,35.239,2.1699,16.24,1.7223,20.46,32.28%,1.32亿,161.42%,5.27,2.94亿,4.87亿,6.58%,12.56亿,4.72亿
2020,20.571,2.1699,9.48,1.3297,15.47,-8.75%,5045.52万,-29.05%,4.93,3.93亿,3.99亿,3.39%,11.82亿,3.43亿
2019,15.71,2.1699,7.24,0.9268,16.95,0.92%,7111.27万,208.63%,4.85,4.09亿,3.82亿,4.30%,11.45亿,3.16亿
2018,11.934,2.1699,5.5,0.7108,16.79,12.49%,2304.16万,238.28%,4.59,4.31亿,3.37亿,1.29%,10.63亿,3.38亿
2017,,,8.04,,14.93,6.27%,-1666.29万,-128.54%,4.48,3.10亿,3.16亿,-1.01%,10.43亿,2.75亿
2016,,,14.54,,14.05,2.09%,5837.91万,5.56%,4.64,3.14亿,3.51亿,4.62%,10.64亿,2.63亿
2015,,,15.59,,13.76,3.30%,5530.23万,3.87%,4.46,2.75亿,3.19亿,4.48%,10.22亿,1.91亿
2014,,,8.3,,13.32,12.61%,5324.16万,-27.84%,4.31,3.74亿,2.89亿,4.42%,9.82亿,1.92亿
2013,,,9.57,,11.83,6.49%,7378.47万,51.19%,4.03,3.89亿,2.60亿,6.68%,9.01亿,1.98亿
2012,,,5.18,,11.11,12.07%,4880.31万,-15.03%,3.73,4.74亿,2.13亿,4.81%,8.35亿,1.79亿
2011,,,7.45,,9.91,16.08%,5743.51万,-18.99%,7.10,5.70亿,1.81亿,6.33%,7.94亿,2.36亿
2010,,,,,8.54,23.82%,7090.27万,46.40%,3.19,1.87亿,1.32亿,8.97%,2.77亿,1.53亿
