报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,331.202,49.2128,6.73,0.441,187.76,30.92%,9931.00万,241.82%,5.38,213.59亿,66.32亿,0.62%,268.71亿,155.55亿
2025,333.663,49.2128,6.78,0.5323,626.78,6.99%,7.25亿,16.41%,5.38,223.25亿,65.33亿,1.26%,268.19亿,134.15亿
2024,400.681,49.2237,8.14,0.684,585.81,-8.93%,6.22亿,-22.78%,5.35,198.53亿,60.55亿,1.13%,265.95亿,101.17亿
2023,383.944,46.37,8.28,0.5969,643.25,66.71%,8.06亿,119.38%,5.28,235.46亿,62.47亿,1.19%,250.47亿,100.57亿
2022,350.395,46.5332,7.53,0.9141,383.32,-61.18%,3.67亿,-90.58%,5.10,210.41亿,54.61亿,0.96%,237.19亿,63.83亿
2021,438.091,46.5065,9.42,0.4436,987.51,-13.13%,39.00亿,45.97%,5.64,307.61亿,84.34亿,3.95%,262.42亿,92.68亿
2020,472.03,46.0967,10.24,0.4152,1136.81,6.80%,26.72亿,34.45%,5.33,186.61亿,72.08亿,2.32%,245.61亿,199.63亿
2019,142.243,16.275,8.74,0.1336,1064.47,8.38%,19.87亿,877.12%,4.94,243.34亿,47.02亿,0.14%,285.07亿,196.92亿
2018,94.232,16.275,5.79,0.3692,255.24,-6.50%,2.03亿,-2.54%,4.95,4.82亿,29.30亿,1.08%,81.34亿,21.89亿
2017,,,9.38,,272.99,26.34%,2.09亿,121.87%,4.90,12.66亿,27.67亿,1.14%,79.21亿,21.62亿
2016,,,9.48,,220.85,-11.35%,-9.54亿,-1902.38%,4.72,10.68亿,25.64亿,-4.42%,76.74亿,28.06亿
2015,,,14.22,,256.19,-21.25%,5294.81万,-64.75%,5.35,6.32亿,35.90亿,0.23%,87.45亿,33.06亿
2014,,,13.14,,338.57,14.09%,1.50亿,-84.82%,5.33,7.44亿,35.57亿,0.35%,86.98亿,42.02亿
2013,,,10.31,,296.75,26.90%,9.90亿,229.65%,5.25,12.85亿,34.37亿,3.40%,86.02亿,26.26亿
2012,,,7.21,,233.85,-28.38%,-7.64亿,-483.71%,4.65,13.71亿,24.47亿,-3.27%,76.01亿,24.58亿
2011,,,7.67,,326.53,-12.60%,1.99亿,-89.15%,5.14,18.04亿,32.11亿,0.50%,83.65亿,22.79亿
2010,,,13.6,,373.6,34.66%,18.34亿,13.03%,5.31,36.28亿,35.00亿,5.04%,87.19亿,19.39亿
