报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,60.466,32.6844,1.85,3.9537,11.47,-64.46%,-5222.88万,-176.55%,1.77,7.69亿,6.53亿,-12.51%,55.16亿,93.93亿
2024,62.427,32.6844,1.91,1.6603,37.6,13.96%,6179.69万,-11.07%,1.80,11.25亿,7.41亿,-3.04%,57.24亿,93.01亿
2023,51.641,32.6844,1.58,1.5649,33.0,-45.50%,6948.74万,-71.45%,1.93,15.69亿,12.03亿,-1.46%,63.20亿,114.05亿
2022,51.968,32.6844,1.59,0.8583,60.55,6.14%,2.43亿,29.71%,2.03,32.52亿,16.05亿,1.39%,67.61亿,126.70亿
2021,56.71,33.9578,1.67,0.9942,57.04,14.50%,1.88亿,-33.37%,2.15,35.64亿,18.83亿,1.10%,76.04亿,158.61亿
2020,51.276,33.9578,1.51,1.0292,49.82,1.11%,2.82亿,-38.07%,1.57,37.02亿,17.99亿,5.29%,56.74亿,147.44亿
2019,59.087,33.9578,1.74,1.1992,49.27,18.35%,4.55亿,-11.60%,1.57,37.37亿,17.21亿,9.52%,56.74亿,131.42亿
2018,54.389,33.9933,1.6,1.3062,41.64,-12.21%,5.14亿,-38.25%,1.48,26.52亿,15.46亿,9.83%,54.37亿,128.87亿
2017,,,2.34,,47.11,-20.26%,8.33亿,20.71%,2.24,50.77亿,16.15亿,19.66%,81.61亿,87.08亿
2016,,,2.67,,54.1,27.79%,6.90亿,61.03%,1.73,27.71亿,13.28亿,11.98%,52.94亿,80.99亿
2015,,,4.03,,42.33,-22.71%,4.29亿,18.29%,2.76,38.30亿,8.42亿,7.79%,54.66亿,93.09亿
2014,,,2.82,,54.49,50.95%,3.62亿,88.33%,2.36,21.65亿,9.03亿,5.62%,26.30亿,90.39亿
2013,,,2.38,,29.2,8.56%,1.92亿,527.00%,2.10,17.18亿,7.18亿,12.80%,21.85亿,84.28亿
2012,,,2.1,,26.9,106.47%,3069.10万,-30.36%,1.89,24.75亿,5.37亿,1.64%,18.62亿,72.93亿
2011,,,2.16,,13.03,-32.12%,4407.36万,-69.40%,1.83,14.00亿,5.10亿,8.94%,18.17亿,48.99亿
2010,,,2.11,,19.19,-11.49%,1.44亿,-43.65%,1.79,26.13亿,4.81亿,12.56%,17.75亿,31.66亿
