报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,483.111,18.4746,26.15,0.8323,435.34,13.73%,14.05亿,15.94%,13.51,223.18亿,74.15亿,1.74%,325.27亿,99.35亿
2024,407.739,18.4581,22.09,0.7278,560.21,17.05%,14.68亿,36.43%,12.86,180.53亿,62.84亿,0.93%,319.27亿,74.85亿
2023,270.022,18.6222,14.5,0.5642,478.62,-8.24%,10.76亿,0.77%,12.41,188.41亿,50.87亿,0.69%,324.45亿,70.45亿
2022,384.962,18.6242,20.67,0.738,521.62,39.63%,10.68亿,16.64%,10.77,194.64亿,42.45亿,1.45%,263.15亿,98.75亿
2021,706.664,17.1896,41.11,1.8915,373.59,25.82%,9.16亿,14.18%,7.58,83.68亿,34.46亿,2.29%,137.48亿,76.35亿
2020,470.604,15.7498,29.88,1.585,296.92,17.64%,8.02亿,6.79%,4.28,46.06亿,28.03亿,2.70%,71.47亿,51.21亿
2019,292.525,15.4775,18.9,1.1589,252.41,24.10%,7.51亿,7.06%,3.68,46.75亿,22.27亿,2.97%,59.94亿,40.61亿
2018,127.232,15.4784,8.22,0.6256,203.38,44.81%,7.01亿,28.99%,3.46,35.44亿,17.64亿,3.47%,53.94亿,32.96亿
2017,,,9.18,,140.45,74.43%,5.44亿,20.86%,2.25,18.73亿,14.69亿,4.02%,30.85亿,21.49亿
2016,,,13.03,,80.52,24.42%,4.50亿,38.44%,1.76,15.37亿,10.31亿,5.75%,24.40亿,15.98亿
2015,,,13.13,,64.72,51.23%,3.25亿,93.49%,2.78,14.58亿,6.74亿,5.13%,19.35亿,6.95亿
2014,,,4.8,,42.79,94.21%,1.68亿,107.29%,5.75,13.01亿,4.11亿,4.01%,15.67亿,8.60亿
2013,,,4.09,,22.03,56.07%,8103.23万,13.35%,5.22,4.22亿,2.76亿,3.77%,12.91亿,4.95亿
2012,,,2.34,,14.12,36.87%,7148.93万,-13.53%,4.99,3.55亿,2.28亿,5.11%,12.32亿,4.00亿
2011,,,2.29,,10.31,32.97%,8267.28万,31.88%,6.20,7.54亿,1.82亿,8.04%,11.79亿,1.65亿
2010,,,,,7.76,66.18%,6268.87万,84.65%,1.84,1.97亿,1.08亿,8.43%,2.74亿,1.28亿
