报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,191.898,38.9246,4.93,0.4972,96.49,9.87%,1.57亿,202.87%,7.70,115.01亿,139.72亿,1.96%,330.53亿,320.37亿
2025,199.683,38.9246,5.13,0.549,363.73,-22.49%,-48.97亿,-4009.26%,7.71,139.23亿,138.15亿,-14.93%,330.56亿,349.94亿
2024,242.227,38.9433,6.22,0.5162,469.24,-19.30%,1.25亿,-93.81%,9.13,134.43亿,194.47亿,-0.91%,388.40亿,369.56亿
2023,225.974,38.961,5.8,0.3886,581.47,15.83%,20.24亿,-45.00%,9.32,107.49亿,204.41亿,3.13%,396.60亿,430.87亿
2022,264.025,38.9993,6.77,0.5259,502.0,-3.57%,36.80亿,-2.35%,9.15,128.05亿,197.91亿,7.86%,400.21亿,505.75亿
2021,343.91,38.9038,8.84,0.6617,519.74,12.15%,37.69亿,4.37%,8.81,136.02亿,177.43亿,7.69%,417.86亿,525.80亿
2020,288.544,38.835,7.43,0.6337,455.31,0.27%,36.11亿,12.83%,8.50,181.51亿,152.34亿,9.13%,422.10亿,496.07亿
2019,246.23,38.8376,6.34,0.5605,439.31,26.47%,32.00亿,5.52%,8.08,192.98亿,130.26亿,9.10%,376.53亿,363.21亿
2018,224.713,38.8106,5.79,0.6623,339.31,7.20%,30.33亿,5.09%,7.39,209.82亿,111.34亿,10.13%,322.05亿,308.06亿
2017,,,8.27,,315.08,9.39%,28.86亿,502.67%,7.71,110.99亿,87.03亿,3.84%,234.45亿,234.74亿
2016,,,8.72,,156.43,-10.87%,4.79亿,-43.60%,7.36,25.54亿,59.26亿,2.85%,109.38亿,32.54亿
2015,,,12.14,,175.51,-8.36%,8.49亿,-15.34%,5.53,25.68亿,57.29亿,4.64%,91.88亿,42.20亿
2014,,,8.79,,191.53,-14.96%,10.03亿,2.25%,5.22,27.43亿,45.44亿,5.36%,80.31亿,29.31亿
2013,,,5.61,,225.23,10.96%,9.81亿,1.34%,4.57,28.71亿,38.66亿,4.57%,70.37亿,47.37亿
2012,,,5.03,,202.98,22.25%,9.68亿,13.20%,4.05,20.59亿,32.90亿,4.92%,63.54亿,33.12亿
2011,,,5.82,,166.04,37.56%,8.55亿,27.09%,3.54,15.58亿,25.06亿,5.46%,53.40亿,50.94亿
2010,,,9.3,,120.7,46.20%,6.73亿,39.72%,3.18,25.38亿,17.67亿,5.91%,47.82亿,24.22亿
