报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,54.011,10.9333,4.94,9.3122,4.35,40.86%,784.68万,-35.97%,2.78,4.94亿,7.11亿,0.09%,32.64亿,6253.23万
2024,51.715,10.9333,4.73,8.9318,5.79,-5.83%,1881.63万,-47.83%,2.78,5.15亿,7.14亿,5.41%,32.61亿,6941.93万
2023,54.557,10.9333,4.99,8.8855,6.14,21.19%,3606.72万,-10.36%,2.77,4.88亿,7.06亿,8.82%,32.43亿,3386.41万
2022,58.493,10.9333,5.35,11.5371,5.07,-29.61%,4023.55万,-48.81%,2.75,6.44亿,6.86亿,11.24%,32.06亿,2560.01万
2021,81.234,10.9333,7.43,11.2825,7.2,30.60%,7860.46万,-7.20%,2.72,5.78亿,6.76亿,14.16%,31.76亿,2480.71万
2020,41.547,10.9333,3.8,7.7658,5.35,25.26%,8470.27万,28.25%,2.68,8.40亿,6.31亿,18.72%,30.42亿,804.20万
2019,42.64,10.9333,3.9,10.0094,4.26,-27.12%,6604.50万,107.85%,2.62,8.67亿,5.79亿,18.14%,29.53亿,358.18万
2018,39.579,10.9333,3.62,6.7772,5.84,-34.62%,-8.41亿,-2517.36%,2.55,7.06亿,5.16亿,-154.35%,28.71亿,255.49万
2017,,,5.13,,8.94,-11.14%,3480.17万,-42.13%,3.33,6.23亿,13.70亿,2.73%,37.82亿,365.39万
2016,,,8.5,,10.06,-18.97%,6013.61万,-19.46%,3.31,8.40亿,13.71亿,5.65%,38.42亿,2100.12万
2015,,,7.25,,12.41,-26.35%,7466.22万,-73.42%,3.28,11.41亿,13.89亿,5.33%,38.84亿,1607.61万
2014,,,10.34,,16.85,5.55%,2.81亿,-16.89%,3.32,11.78亿,14.33亿,20.71%,41.31亿,2170.18万
2013,,,10.09,,15.97,17.71%,3.38亿,18.29%,5.09,10.08亿,13.07亿,25.53%,39.31亿,3273.69万
2012,,,5.59,,13.56,3.85%,2.86亿,-27.44%,3.59,5.08亿,11.38亿,22.15%,25.78亿,4951.61万
2011,,,7.09,,13.06,12.37%,3.94亿,24.05%,3.29,8.49亿,9.69亿,32.20%,21.81亿,6685.18万
2010,,,11.19,,11.62,25.99%,3.17亿,20.76%,2.63,7.99亿,5.96亿,29.60%,17.14亿,7786.63万
