报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,59.238,2.9413,20.14,2.8812,5.14,91.17%,2106.81万,12.28%,2.94,2.76亿,3.48亿,4.10%,8.65亿,7.67亿
2025,39.002,2.9413,13.26,2.0823,18.73,-13.96%,1393.50万,-88.46%,2.87,2.57亿,3.27亿,0.74%,8.44亿,8.01亿
2024,29.196,2.6208,11.14,1.3411,21.77,26.44%,1.21亿,35.11%,2.50,2.39亿,3.32亿,5.55%,6.56亿,5.30亿
2023,27.23,2.6208,10.39,1.5813,17.22,31.76%,8938.96万,109.43%,2.06,1.68亿,2.32亿,5.19%,5.40亿,5.94亿
2022,19.368,2.6208,7.39,1.4819,13.07,26.44%,4268.22万,129.91%,1.73,1.70亿,1.51亿,3.27%,4.52亿,3.94亿
2021,12.419,2.016,6.16,1.2011,10.34,2.31%,1856.45万,-41.48%,2.07,7768.04万,1.17亿,1.80%,4.17亿,2.51亿
2020,12.54,2.016,6.22,1.2416,10.1,42.22%,3172.36万,216.85%,1.97,3643.69万,1.00亿,3.14%,3.97亿,2.53亿
2019,10.483,2.016,5.2,1.4765,7.1,24.48%,1001.23万,59.28%,1.89,1.17亿,7152.35万,1.41%,3.80亿,2.00亿
2018,10.201,2.016,5.06,1.7865,5.71,6.47%,628.60万,105.05%,1.91,1.18亿,6314.19万,1.10%,3.85亿,2.15亿
2017,,,13.24,,5.36,10.64%,-1.25亿,-2469.27%,1.88,1.27亿,5685.58万,-23.23%,3.78亿,2.62亿
2016,,,14.56,,4.84,-47.82%,525.60万,-45.60%,2.51,1.64亿,1.81亿,1.08%,5.05亿,1.98亿
2015,,,14.54,,9.28,0.50%,966.19万,-42.18%,2.40,2.14亿,1.79亿,1.05%,4.84亿,1.42亿
2014,,,7.75,,9.24,0.29%,1670.97万,-14.46%,2.36,1.88亿,1.72亿,1.74%,4.81亿,2.35亿
2013,,,5.39,,9.21,9.91%,1953.47万,232.48%,2.29,6427.68万,1.59亿,2.12%,4.62亿,2.72亿
2012,,,3.09,,8.38,-18.82%,587.54万,118.31%,3.97,1.43亿,1.44亿,0.70%,4.45亿,2.22亿
2011,,,3.28,,10.32,18.27%,-3208.69万,-172.73%,3.92,5580.75万,1.38亿,-3.11%,4.39亿,3.10亿
2010,,,6.38,,8.73,-19.88%,4411.51万,10.83%,4.25,1.73亿,1.75亿,5.05%,4.75亿,2.98亿
