报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,466.992,8.3317,56.05,5.41,21.58,18.05%,2.71亿,12.08%,6.21,42.16亿,22.62亿,12.55%,51.72亿,23.63亿
2025,250.621,8.3318,30.08,3.059,81.93,17.87%,8.29亿,15.84%,5.87,42.82亿,19.91亿,10.12%,48.96亿,23.25亿
2024,135.434,8.3344,16.25,1.9484,69.51,20.86%,7.16亿,14.09%,5.49,37.72亿,17.62亿,10.30%,45.79亿,19.67亿
2023,108.525,8.3225,13.04,1.8871,57.51,13.24%,6.27亿,15.46%,5.08,31.20亿,15.46亿,10.92%,42.34亿,20.31亿
2022,104.492,8.1317,12.85,2.0577,50.78,18.15%,5.43亿,20.21%,4.97,23.23亿,14.74亿,10.71%,40.48亿,19.21亿
2021,143.768,8.1317,17.68,3.345,42.98,11.26%,4.52亿,31.38%,4.76,20.14亿,13.76亿,10.53%,38.74亿,15.59亿
2020,42.773,8.1317,5.26,1.1072,38.63,4.94%,3.44亿,83.07%,5.11,21.79亿,17.44亿,8.73%,41.59亿,10.81亿
2019,33.096,8.1317,4.07,0.8991,36.81,4.32%,1.88亿,-13.42%,4.82,11.23亿,15.62亿,4.87%,38.93亿,8.61亿
2018,29.518,8.1317,3.63,0.8364,35.29,10.88%,2.17亿,-8.83%,4.89,5.35亿,15.41亿,5.69%,39.53亿,7.53亿
2017,,,5.42,,31.82,1.38%,2.38亿,-19.57%,4.86,3.50亿,14.87亿,7.23%,39.54亿,7.21亿
2016,,,6.62,,31.39,-5.04%,2.96亿,-14.00%,4.73,3.52亿,14.14亿,9.03%,38.51亿,7.08亿
2015,,,8.9,,33.06,1.28%,3.44亿,0.98%,4.53,4.64亿,12.80亿,10.25%,36.93亿,7.51亿
2014,,,5.76,,32.64,6.93%,3.41亿,-8.02%,8.46,4.86亿,10.69亿,10.28%,34.44亿,7.25亿
2013,,,6.29,,30.53,29.97%,3.71亿,25.76%,7.84,6.82亿,8.71亿,12.14%,31.97亿,7.12亿
2012,,,4.57,,23.49,39.26%,2.95亿,35.98%,7.09,9.69亿,6.32亿,12.54%,28.84亿,6.67亿
2011,,,5.07,,16.87,25.14%,2.17亿,41.18%,6.67,16.09亿,4.67亿,12.73%,26.71亿,4.38亿
2010,,,9.76,,13.48,9.12%,1.53亿,20.72%,6.21,20.77亿,3.50亿,11.41%,24.90亿,3.46亿
