报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,29.276,10.1652,2.88,3.1914,6.88,17.17%,-8880.24万,55.28%,0.14,1.31亿,-26.85亿,-16.11%,2.70亿,7093.08万
2024,26.023,10.1652,2.56,3.3796,7.7,-10.59%,-3.08亿,21.74%,0.23,1115.02万,-25.99亿,-51.12%,3.81亿,8240.63万
2023,30.801,10.1652,3.03,3.5774,8.61,-7.79%,-3.93亿,-34.12%,0.53,2512.36万,-22.97亿,-58.46%,7.79亿,6286.64万
2022,32.325,10.1652,3.18,3.4609,9.34,-14.13%,-2.93亿,-181.52%,0.92,4790.58万,-19.05亿,-40.48%,12.83亿,1.24亿
2021,37.713,10.1652,3.71,3.4695,10.87,1.12%,-1.04亿,71.66%,1.21,7959.73万,-16.12亿,-11.61%,16.70亿,1.19亿
2020,41.881,10.1652,4.12,3.8959,10.75,-12.54%,-3.67亿,15.16%,1.30,1.47亿,-15.08亿,-43.97%,17.85亿,1.28亿
2019,50.318,10.1652,4.95,4.0909,12.3,-14.21%,-4.33亿,-21142.78%,1.66,8103.35万,-11.43亿,-41.10%,22.53亿,2.89亿
2018,32.122,10.1652,3.16,2.2416,14.33,7.66%,205.68万,-99.23%,2.09,2.19亿,-7.10亿,0.61%,27.57亿,1.57亿
2017,,,5.8,,13.31,86.98%,2.66亿,261.94%,2.09,2.93亿,-7.12亿,26.36%,27.46亿,2.62亿
2016,,,7.84,,7.12,-31.88%,-1.64亿,-435.76%,1.83,3.36亿,-9.78亿,-35.66%,23.90亿,1.36亿
2015,,,8.75,,10.45,1.77%,-3066.78万,-275.94%,1.05,1.80亿,-8.14亿,-4.71%,15.48亿,1.60亿
2014,,,7.6,,10.27,38.08%,1743.04万,110.00%,1.09,1.11亿,-7.83亿,4.42%,15.97亿,1.63亿
2013,,,7.43,,7.44,-32.52%,-1.74亿,-727.97%,1.07,1.60亿,-8.01亿,-37.88%,15.52亿,1.82亿
2012,,,11.07,,11.02,97.79%,2774.84万,109.42%,1.29,2.14亿,-6.26亿,-3.91%,18.48亿,1.60亿
2011,,,11.94,,5.57,80.53%,-2.94亿,-2266.70%,1.26,1.13亿,-6.54亿,-69.31%,18.75亿,8062.75万
2010,,,15.17,,3.09,17.47%,1358.84万,130.28%,1.64,2.21亿,-3.60亿,0.92%,22.61亿,3507.97万
