报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,88.071,35.9474,2.45,1.9151,34.49,-8.24%,-1.20亿,43.36%,1.67,6.41亿,8.03亿,-3.48%,59.87亿,2.26亿
2024,88.386,35.074,2.52,1.7283,51.14,-8.07%,-4.29亿,-1521.06%,1.68,6.52亿,9.23亿,-8.38%,59.08亿,2.42亿
2023,118.199,35.074,3.37,2.1247,55.63,-17.42%,3017.19万,-92.86%,1.82,8.56亿,13.62亿,0.54%,63.67亿,2.10亿
2022,156.079,35.074,4.45,2.3171,67.36,-0.04%,4.22亿,-46.24%,1.85,7.70亿,14.62亿,6.27%,64.82亿,2.75亿
2021,261.301,35.074,7.45,3.8774,67.39,32.65%,7.85亿,28.03%,1.80,12.41亿,13.50亿,11.65%,63.16亿,3.60亿
2020,,,,,50.81,11.22%,6.13亿,22.50%,1.32,2.67亿,6.48亿,12.08%,41.24亿,1.95亿
2019,,,,,45.68,4.31%,5.01亿,21.14%,1.12,4.15亿,6515.51万,10.96%,34.96亿,1.94亿
2018,,,,,43.79,10.92%,4.13亿,108.16%,0.88,3.83亿,-3.40亿,9.44%,20.89亿,2.60亿
2017,,,,,39.48,26.77%,1.99亿,34927.51%,0.51,4.25亿,-7.54亿,5.03%,7.63亿,1.78亿
2016,,,,,31.14,15.58%,56.70万,100.52%,0.48,4.49亿,-7.94亿,0.02%,7.13亿,2.00亿
2015,,,,,26.94,False,-1.08亿,False,0.48,4.04亿,-7.95亿,-4.02%,7.18亿,1.15亿
