报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,45.525,2.1464,21.21,6.8424,4.99,33.78%,8419.71万,25.13%,9.11,10.11亿,4.43亿,16.88%,19.55亿,1.46亿
2024,33.677,2.1464,15.69,6.6687,5.05,1.88%,5295.49万,151.51%,8.98,12.16亿,3.89亿,10.49%,19.28亿,7678.66万
2023,40.03,2.1464,18.65,8.0869,4.95,23.69%,2105.45万,-79.03%,9.43,14.88亿,3.76亿,4.25%,20.24亿,9646.97万
2022,37.626,2.1464,17.53,9.4065,4.0,-27.50%,1.00亿,-29.48%,9.52,16.84亿,3.91亿,25.08%,20.44亿,5612.24万
2021,62.804,2.1464,29.26,11.3775,5.52,43.94%,1.42亿,29.50%,9.20,17.15亿,3.35亿,25.78%,19.75亿,8366.41万
2020,,,,,3.84,-14.22%,1.10亿,-20.97%,2.78,1.71亿,2.08亿,28.65%,4.47亿,5274.60万
2019,,,,,4.47,-7.00%,1.39亿,-4.72%,2.10,1.71亿,1.09亿,31.10%,3.37亿,3136.55万
2018,,,,,4.81,54.89%,1.46亿,113.60%,1.72,4330.44万,8291.44万,30.35%,2.71亿,3125.75万
2017,,,,,3.11,74.47%,6835.27万,267.67%,1.34,966.32万,4814.22万,21.65%,2.12亿,1770.98万
2016,,,,,1.78,5.83%,1859.08万,25.67%,0.90,1262.07万,-888.01万,8.15%,2916.36万,2034.04万
2015,,,,,1.68,False,1479.34万,False,3.51,657.57万,1078.56万,7.44%,1466.33万,2307.08万
