报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,41.993,3.0518,13.76,5.088,6.19,-3.32%,4420.97万,-38.35%,5.86,13.99亿,6.04亿,6.82%,17.86亿,1.55亿
2024,33.6,3.0518,11.01,4.1895,8.02,-10.33%,5219.81万,-41.54%,5.80,12.03亿,5.88亿,6.16%,17.69亿,1.65亿
2023,37.018,3.0518,12.13,4.1407,8.94,12.56%,8929.24万,70.04%,6.31,14.99亿,6.55亿,9.87%,19.29亿,1.46亿
2022,35.462,3.0518,11.62,4.4606,7.95,-21.64%,5251.31万,-34.84%,6.24,16.02亿,5.89亿,6.57%,19.04亿,1.53亿
2021,43.384,3.0617,14.17,4.2785,10.14,5.18%,8059.19万,-40.49%,6.44,15.40亿,5.57亿,8.06%,19.71亿,1.62亿
2020,41.015,3.0723,13.35,4.2547,9.64,-1.89%,1.35亿,-21.84%,6.27,17.23亿,5.16亿,14.53%,19.26亿,1.10亿
2019,31.692,1.8298,17.32,3.224,9.83,26.89%,1.73亿,46.16%,4.37,5.97亿,4.39亿,18.02%,8.08亿,8058.14万
2018,12.826,1.5054,8.52,1.655,7.75,56.34%,1.19亿,126.76%,4.14,4.96亿,2.98亿,15.52%,6.29亿,7530.11万
2017,,,10.22,,4.95,54.54%,5228.01万,21.51%,4.44,2.20亿,1.97亿,10.55%,5.14亿,5503.74万
2016,,,,,3.21,22.93%,4302.69万,38.28%,3.28,5036.92万,1.46亿,13.42%,2.85亿,4668.52万
2015,,,,,2.61,24.06%,3111.47万,43.95%,2.79,2963.87万,1.06亿,11.93%,2.42亿,3561.31万
2014,,,,,2.1,-6.66%,2161.42万,-14.50%,2.40,2422.33万,7649.83万,9.92%,2.09亿,3860.77万
2013,,,,,2.25,24.86%,2527.95万,14.08%,2.15,6182.91万,5638.36万,11.16%,1.88亿,3808.52万
2012,,,,,1.8,-27.58%,2215.96万,-52.66%,1.83,1511.58万,3186.39万,12.05%,1.59亿,4208.32万
2011,,,,,2.49,False,4680.94万,False,10.35,6815.26万,4035.90万,21.43%,1.48亿,2672.56万
