报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,116.305,10.554,11.02,1.3443,64.89,-16.20%,5092.02万,210.26%,2.03,15.07亿,-9017.06万,0.40%,26.36亿,25.69亿
2024,99.581,10.5937,9.4,0.9751,102.12,3.69%,-5.53亿,44.29%,2.01,8.85亿,-1.41亿,-6.09%,26.51亿,22.92亿
2023,109.1,10.6856,10.21,1.1078,98.48,-9.95%,-9.92亿,-1158.39%,2.58,18.32亿,4.11亿,-10.76%,35.57亿,17.32亿
2022,132.666,10.7335,12.36,1.2132,109.35,3.57%,9376.41万,-16.61%,3.49,26.73亿,14.13亿,0.59%,46.03亿,13.89亿
2021,257.415,10.6282,24.22,2.4381,105.58,40.18%,1.12亿,-31.33%,3.49,19.92亿,13.62亿,0.82%,40.78亿,16.11亿
2020,108.038,10.479,10.31,1.4344,75.32,23.84%,1.64亿,-27.03%,3.40,22.64亿,12.78亿,1.90%,41.63亿,26.21亿
2019,93.274,7.1529,13.04,1.5336,60.82,26.65%,2.24亿,-0.83%,3.14,11.43亿,11.28亿,3.44%,25.04亿,17.72亿
2018,27.815,5.5079,5.05,0.5792,48.02,-4.99%,2.26亿,-20.24%,3.71,8.45亿,9.38亿,4.63%,22.68亿,10.46亿
2017,,,9.5,,50.54,70.09%,2.84亿,34.79%,3.35,3.22亿,7.44亿,5.86%,20.80亿,7.42亿
2016,,,11.18,,29.72,108.77%,2.10亿,29.52%,2.76,4.38亿,5.01亿,7.71%,17.85亿,6.49亿
2015,,,17.95,,14.23,-2.32%,1.63亿,15.81%,2.38,6.22亿,3.19亿,11.92%,15.62亿,4.84亿
2014,,,4.74,,14.57,-6.28%,1.40亿,728.44%,2.35,2.47亿,1.76亿,3.80%,8.38亿,4.34亿
2013,,,4.1,,4.29,8.65%,1693.82万,18.39%,1.64,8706.65万,8635.47万,4.90%,5.17亿,1.63亿
2012,,,4.51,,3.95,-7.35%,1430.71万,-18.29%,1.64,7972.12万,8206.10万,4.05%,5.24亿,1.57亿
2011,,,6.2,,4.26,25.57%,1750.91万,77.60%,1.62,8076.33万,8055.93万,6.55%,5.29亿,1.35亿
2010,,,7.14,,3.4,26.50%,985.90万,26.69%,1.59,4597.82万,7481.05万,4.90%,5.18亿,1.08亿
