报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,71.078,1.4625,48.6,15.8656,1.12,-3.04%,3057.98万,0.10%,5.77,2.36亿,3.59亿,26.97%,8.61亿,1.39亿
2025,59.553,1.4625,40.72,13.3827,4.45,9.16%,1.27亿,26.70%,5.56,1.95亿,3.28亿,28.37%,8.30亿,1.36亿
2024,27.787,1.4625,19.0,6.8105,4.08,19.82%,1.01亿,23.14%,4.90,2.93亿,2.43亿,23.49%,7.35亿,1.04亿
2023,26.617,1.4625,18.2,7.8285,3.4,20.70%,8163.39万,28.74%,4.40,3.34亿,1.82亿,23.68%,6.66亿,9930.22万
2022,,,,,2.82,29.48%,6341.22万,70.10%,2.93,8846.44万,1.09亿,22.48%,3.11亿,9642.93万
2021,,,,,2.18,37.00%,3727.99万,33.49%,2.80,1.43亿,1.05亿,17.11%,2.80亿,3847.94万
2020,,,,,1.59,16.34%,2792.74万,34.21%,2.73,1.34亿,1.01亿,17.56%,2.73亿,4073.14万
2019,,,,,1.37,21.79%,2080.87万,27.22%,2.45,1.29亿,7602.20万,15.22%,2.45亿,4017.53万
2018,,,,,1.12,28.93%,1635.71万,41.47%,2.24,9674.68万,5729.42万,14.57%,2.24亿,3663.83万
2017,,,,,0.870485,16.37%,1156.20万,21.43%,2.08,5900.63万,4235.72万,13.28%,2.08亿,2692.50万
2016,,,,,0.74805,-3.69%,952.14万,-36.69%,2.16,6232.85万,5195.13万,12.73%,2.16亿,2972.72万
2015,,,,,0.776699,-7.72%,1503.90万,2.85%,2.05,6506.74万,4338.20万,19.36%,2.05亿,2414.96万
2014,,,,,0.841675,29.60%,1462.20万,47.81%,1.90,6124.91万,2984.70万,17.37%,1.90亿,1619.88万
2013,,,,,0.649465,False,989.27万,False,1.75,5469.43万,1668.72万,15.23%,1.75亿,1423.39万
