报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,44.092,8.8008,5.01,1.0871,30.42,-5.07%,1.20亿,9.43%,3.46,4.74亿,9.27亿,4.97%,33.74亿,4.14亿
2024,29.659,8.8008,3.37,0.7018,42.26,-9.65%,1.17亿,-23.57%,3.36,8.14亿,8.44亿,3.29%,33.07亿,4.00亿
2023,30.715,8.8008,3.49,0.6567,46.77,0.69%,1.53亿,0.42%,3.28,7.67亿,7.87亿,4.57%,32.53亿,3.95亿
2022,32.475,8.8008,3.69,0.6991,46.45,2.15%,1.53亿,38.82%,3.10,9.38亿,6.80亿,3.92%,30.96亿,3.78亿
2021,37.051,8.8008,4.21,0.8147,45.48,-1.06%,1.10亿,-22.68%,2.97,8.67亿,5.64亿,2.40%,30.22亿,3.75亿
2020,35.291,8.8008,4.01,0.7679,45.96,-14.06%,1.42亿,6.66%,2.79,9.15亿,4.77亿,4.69%,29.01亿,4.07亿
2019,29.307,8.8008,3.33,0.548,53.48,14.38%,1.33亿,30.13%,2.75,7.40亿,3.78亿,3.81%,29.12亿,4.14亿
2018,30.715,8.8008,3.49,0.6569,46.76,22.15%,1.03亿,64.57%,2.58,10.20亿,2.41亿,3.89%,27.37亿,4.47亿
2017,,,7.19,,38.28,44.46%,6230.25万,121.29%,2.47,6.03亿,1.50亿,3.21%,26.98亿,4.13亿
2016,,,8.61,,26.5,5.59%,-2.93亿,-1118.42%,2.41,5.74亿,8812.43万,-12.27%,25.19亿,3.60亿
2015,,,7.74,,25.09,-12.63%,2873.94万,-21.70%,2.32,7.13亿,3.98亿,1.65%,20.99亿,3.55亿
2014,,,5.73,,28.72,22.79%,3670.28万,59.89%,2.28,6.86亿,3.71亿,1.84%,20.26亿,4.95亿
2013,,,5.09,,23.39,2.11%,2295.52万,116.38%,1.72,5.74亿,3.34亿,2.28%,13.68亿,4.92亿
2012,,,6.07,,21.87,-4.46%,-1.40亿,-2026.26%,1.68,6.78亿,3.27亿,-6.37%,13.15亿,4.24亿
2011,,,3.56,,22.89,6.33%,727.34万,-97.10%,1.90,4.82亿,4.67亿,0.27%,14.03亿,4.36亿
2010,,,5.77,,21.53,47.44%,2.51亿,21.51%,2.51,4.16亿,6.45亿,15.58%,14.56亿,5.05亿
