报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,59.928,5.7957,10.34,14.9322,3.01,21.06%,-138.71万,-105.62%,1.30,3.73亿,-11.48亿,-0.98%,7.64亿,4025.99万
2024,30.369,5.7957,5.24,8.8282,3.44,-6.50%,2815.34万,110.12%,1.28,4.51亿,-11.46亿,8.11%,7.53亿,3891.40万
2023,43.758,5.7957,7.55,11.8908,3.68,1.86%,-2.78亿,-102.15%,1.25,7.00亿,-11.74亿,-75.73%,7.31亿,3737.17万
2022,42.946,5.7957,7.41,11.8964,3.61,-8.26%,-1.38亿,-708.79%,1.72,7.65亿,-8.96亿,-38.47%,10.07亿,2792.70万
2021,30.312,5.7957,5.23,7.6934,3.94,17.62%,2260.60万,103.63%,2.11,8.02亿,-7.53亿,5.73%,12.33亿,4589.13万
2020,26.312,5.7957,4.54,7.8543,3.35,-22.64%,-6.23亿,-2687.64%,2.12,8.37亿,-7.83亿,-186.23%,12.41亿,4046.41万
2019,50.088,5.8174,8.61,11.5677,4.33,-39.46%,2405.76万,-68.15%,3.19,8.77亿,-1.54亿,5.54%,18.56亿,4553.84万
2018,32.134,6.2396,5.15,4.4943,7.15,8.57%,7552.52万,120.69%,3.50,6.19亿,-2.98亿,10.57%,21.86亿,4337.16万
2017,,,6.84,,6.58,52.93%,-3.65亿,-3231.10%,5.33,7.32亿,-3.74亿,-55.70%,22.23亿,3478.38万
2016,,,10.61,,4.31,-1.18%,1165.95万,7.15%,5.74,5.70亿,-894.28万,2.67%,23.88亿,2169.94万
2015,,,12.93,,4.36,-3.10%,1088.19万,111.82%,1.87,1.22亿,-2060.23万,5.05%,3.92亿,3898.44万
2014,,,7.01,,4.5,-18.90%,-9204.57万,-1058.70%,1.81,8824.07万,-3083.67万,-21.67%,3.59亿,5938.83万
2013,,,4.72,,5.54,-3.57%,960.11万,-6.08%,2.28,1.17亿,6120.90万,1.81%,4.67亿,8745.48万
2012,,,2.89,,5.75,-8.42%,1022.29万,145.11%,2.49,9062.01万,1.01亿,1.82%,4.98亿,1.01亿
2011,,,4.1,,6.28,-2.48%,417.07万,63.72%,2.43,1.63亿,9290.84万,1.18%,4.87亿,1.03亿
2010,,,6.15,,6.44,19.00%,254.75万,-93.97%,2.39,1.83亿,9111.16万,1.05%,5.06亿,1.26亿
