报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,102.144,0.8849,115.43,6.8584,11.17,2.67%,2332.97万,142.96%,13.24,2.09亿,2.28亿,2.45%,11.72亿,2.99亿
2024,77.8,0.8783,88.58,5.1729,15.04,15.38%,-3305.13万,63.78%,14.33,2.81亿,2.48亿,-0.27%,13.17亿,2.33亿
2023,48.458,0.6294,76.99,3.719,13.03,20.74%,-9126.00万,55.67%,21.94,3.08亿,2.81亿,-6.08%,14.71亿,2.47亿
2022,50.112,0.629,79.67,4.6443,10.79,-53.12%,-2.06亿,-130.39%,24.27,4.41亿,3.72亿,-19.07%,15.27亿,2.53亿
2021,138.141,0.6203,222.7,6.0009,23.02,108.75%,6.77亿,883.72%,30.74,9.14亿,8.30亿,30.87%,19.07亿,3.91亿
2020,73.526,0.616,119.36,6.666,11.03,26.24%,6886.33万,-25.43%,20.44,5.22亿,2.15亿,6.32%,12.77亿,1.52亿
2019,37.57,0.616,60.99,4.2986,8.74,13.97%,9234.39万,13.54%,18.39,9.20亿,1.79亿,10.57%,11.33亿,1.08亿
2018,,,,,7.67,10.40%,8133.11万,6.85%,5.47,6624.01万,9675.20万,10.61%,2.53亿,8803.35万
2017,,,,,6.94,22.36%,7611.59万,154.44%,4.51,6541.40万,6037.75万,10.96%,2.08亿,8696.06万
2016,,,,,5.67,58.91%,2991.53万,55.44%,2.99,3936.10万,2412.79万,5.27%,9932.97万,3869.85万
2015,,,,,3.57,5.89%,1924.51万,-71.23%,18.03,4538.30万,1.63亿,5.39%,1.98亿,4177.08万
2014,,,,,3.37,False,6688.94万,False,17.30,1.09亿,1.44亿,19.83%,1.73亿,4484.75万
