报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,56.478,2.0345,27.76,9.5617,4.43,23.11%,75.47万,106.19%,5.37,2.51亿,1.18亿,0.62%,11.63亿,1555.56万
2024,40.202,2.0031,20.07,8.2381,4.88,-2.97%,-6161.87万,-383.69%,5.22,4.46亿,1.17亿,-12.07%,11.22亿,2587.95万
2023,44.367,2.0012,22.17,8.8205,5.03,11.19%,2172.08万,-32.16%,5.61,1.04亿,1.99亿,4.92%,11.35亿,2089.79万
2022,25.625,1.3725,18.67,5.6692,4.52,15.65%,3201.77万,-69.75%,7.86,2.22亿,1.79亿,7.15%,10.87亿,2494.54万
2021,38.601,1.364,28.3,9.8724,3.91,54.73%,1.06亿,103.75%,7.70,1.36亿,2.01亿,27.06%,10.51亿,2081.95万
2020,39.351,1.364,28.85,15.5538,2.53,8.97%,5194.72万,-14.61%,7.16,4.73亿,1.55亿,20.55%,9.76亿,499.01万
2019,,,,,2.32,67.66%,6083.79万,281.98%,4.43,9329.21万,1.08亿,26.22%,4.53亿,513.33万
2018,,,,,1.38,7.01%,1592.71万,-18.17%,3.58,6188.30万,5383.05万,11.51%,3.58亿,592.59万
2017,,,,,1.29,34.40%,1946.30万,33.29%,3.42,7793.50万,4020.41万,15.05%,3.42亿,340.70万
2016,,,,,0.962211,65.89%,1460.21万,-6.41%,2.34,5584.45万,2292.68万,18.81%,2.01亿,110.55万
2015,,,,,0.580014,27.31%,1560.29万,64.89%,1.20,1188.25万,1273.07万,26.90%,8659.54万,26.96万
2014,,,,,0.455583,38.63%,946.25万,56.16%,1.46,576.72万,989.33万,20.77%,3499.26万,14.19万
2013,,,,,0.328623,False,605.95万,False,1.06,449.65万,137.71万,18.44%,2553.01万,False
