报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,40.027,1.2962,30.88,9.3521,3.21,-0.03%,3406.45万,164.62%,5.08,1.48亿,2.24亿,10.63%,6.58亿,1.10亿
2024,42.208,1.3023,32.41,9.9783,4.23,21.25%,2277.22万,166.85%,4.98,1.66亿,2.09亿,7.73%,6.49亿,1.08亿
2023,27.613,1.0063,27.44,7.9348,3.48,3.06%,-3406.57万,-275.55%,6.84,3.11亿,1.90亿,-4.96%,8.25亿,1.31亿
2022,37.276,1.0102,36.9,11.0284,3.38,-22.62%,1940.52万,-85.22%,7.34,3.98亿,2.47亿,10.12%,8.62亿,1.98亿
2021,55.596,0.9976,55.73,12.7222,4.37,60.13%,1.31亿,51.44%,7.81,3.92亿,2.91亿,31.67%,8.84亿,1.47亿
2020,35.006,0.9976,35.09,12.8227,2.73,22.07%,8672.75万,29.64%,7.49,4.00亿,2.66亿,31.78%,7.47亿,6676.00万
2019,,,,,2.24,-11.83%,6689.69万,0.62%,4.75,1836.71万,1.86亿,29.93%,3.56亿,7052.63万
2018,,,,,2.54,7.00%,6648.15万,36.24%,3.86,2604.41万,1.24亿,26.22%,2.89亿,6859.87万
2017,,,,,2.37,48.40%,4879.83万,49.15%,2.97,3662.24万,6372.46万,20.60%,2.22亿,6236.74万
2016,,,,,1.6,249.85%,3271.75万,801.81%,2.52,310.57万,3391.04万,20.49%,1.88亿,5585.54万
2015,,,,,0.456341,-23.46%,362.80万,-64.73%,1.36,2251.56万,366.59万,7.95%,7433.11万,2132.72万
2014,,,,,0.596213,89.47%,1028.69万,2133.50%,1.35,1908.15万,367.67万,17.25%,7397.91万,1804.45万
2013,,,,,0.314672,42.70%,46.06万,107.55%,0.88,109.12万,-845.78万,1.46%,4434.22万,1295.90万
2012,,,,,0.220516,False,-610.00万,False,0.87,256.21万,-891.84万,-27.66%,4388.16万,992.47万
