报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,35.749,3.1059,11.51,4.8484,5.53,-8.07%,1897.74万,-51.46%,2.01,4.31亿,1.99亿,9.90%,8.27亿,5470.15万
2024,28.605,3.1059,9.21,3.6862,7.76,-9.31%,4564.01万,33.69%,1.94,4.63亿,1.80亿,11.79%,8.17亿,5541.43万
2023,36.681,3.1059,11.81,4.2852,8.56,4.15%,3413.93万,-19.13%,1.83,3.81亿,1.30亿,10.71%,7.82亿,3396.81万
2022,18.107,3.1059,5.83,2.2028,8.22,-0.45%,4221.41万,125.01%,1.78,3.89亿,9622.07万,5.92%,7.32亿,4208.00万
2021,15.498,3.1059,4.99,1.8763,8.26,-13.89%,-1.69亿,-873.39%,1.98,4.59亿,5400.66万,-18.40%,7.90亿,5432.32万
2020,16.679,3.1059,5.37,1.7392,9.59,-0.94%,2182.89万,-80.76%,3.03,6.03亿,2.25亿,3.14%,11.08亿,5202.02万
2019,20.064,3.1059,6.46,2.0727,9.68,-10.58%,1.13亿,-38.81%,3.42,7.14亿,2.03亿,11.98%,12.68亿,6429.54万
2018,20.514,2.5869,7.93,2.0271,10.12,26.63%,1.85亿,97.89%,2.50,3.87亿,8897.43万,18.25%,6.08亿,2881.44万
2017,,,12.36,,7.99,-5.73%,9371.13万,445.08%,1.77,3.79亿,-9647.16万,11.53%,4.18亿,3496.38万
2016,,,15.61,,8.48,-37.50%,1719.22万,139.44%,1.29,5.75亿,-1.90亿,1.82%,2.89亿,3454.03万
2015,,,16.37,,13.57,-51.41%,-4359.20万,-373.94%,1.27,4.62亿,-2.07亿,-3.56%,2.85亿,2837.69万
2014,,,10.32,,27.92,-45.96%,1591.30万,-86.59%,1.46,5.84亿,-1.64亿,0.46%,3.42亿,6713.11万
2013,,,5.54,,51.66,15.99%,1.19亿,578.09%,1.53,6.91亿,-1.80亿,2.43%,3.62亿,2.03亿
2012,,,4.69,,44.54,-7.92%,1750.16万,115.47%,1.13,4.96亿,-2.98亿,-0.16%,2.53亿,3.51亿
2011,,,5.22,,48.37,-17.65%,-1.13亿,-82.70%,0.68,7.66亿,-3.16亿,-2.70%,1.54亿,1.78亿
2010,,,9.82,,58.74,15.31%,-6191.17万,-292.67%,2.71,11.03亿,-1.84亿,0.19%,3.10亿,2.76亿
