报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,39.066,5.4485,7.17,0.639611,1.45%,319.80万,61.85%,0.76,61.0777,1195.0,9.4342,PS；PE,2.49亿,-19.47亿,5.56%,4.15亿,272.41万,,,四川特驱五月花教育管理有限公司
2026-03-31,39.066,5.4485,7.17,0.639611,1.45%,319.80万,61.85%,0.76,15.2694,1195.0,9.4342,PS；PE,2.49亿,-19.47亿,5.56%,4.15亿,272.41万,,,四川特驱五月花教育管理有限公司
2025,30.13,5.4485,5.53,2.91,3.34%,1549.91万,120.83%,0.75,10.354,184.3333,7.3733,PS；PE,2.53亿,-19.50亿,5.49%,4.12亿,304.00万,,,四川特驱五月花教育管理有限公司
2024,29.149,5.4485,5.35,2.82,-22.20%,-7440.00万,65.41%,0.72,10.3365,,7.4306,PS；PE,1.52亿,-19.66亿,-26.32%,3.96亿,1942.98万,,,四川特驱五月花教育管理有限公司
2023,26.49,5.6004,4.73,3.62,-22.61%,-2.15亿,42.89%,0.86,7.3177,,5.5,PS；PE,3.03亿,-18.86亿,-59.27%,4.67亿,4867.67万,,,四川特驱五月花教育管理有限公司
2022,21.506,5.6004,3.84,4.68,24.18%,-3.77亿,72.97%,1.23,4.5953,,3.122,PS；PE,3.05亿,-16.71亿,-80.92%,6.86亿,7763.13万,,,四川特驱五月花教育管理有限公司
2021,27.322,5.716,4.78,3.77,-44.18%,-13.93亿,-5475.08%,1.81,7.2472,,2.6409,PS；PE,3.05亿,-12.95亿,-371.27%,10.12亿,9992.37万,,,四川特驱五月花教育管理有限公司
2020,30.185,5.4485,5.54,6.75,-45.74%,2592.30万,105.37%,4.25,4.4719,110.8,1.3035,PS；PE,3.72亿,9871.28万,3.61%,24.23亿,9917.08万,,,四川特驱五月花教育管理有限公司
2019,30.947,5.4485,5.68,12.44,26.56%,-4.83亿,-951.57%,4.39,2.4877,,1.2938,PS；PE,3.80亿,7278.98万,-39.05%,23.89亿,6668.23万,,,四川特驱五月花教育管理有限公司
2018,34.829,5.6086,6.21,9.83,11.12%,5669.34万,-49.42%,5.24,3.5431,62.1,1.1851,PS；PE,4.14亿,5.57亿,5.27%,28.56亿,9316.66万,0.02,,四川特驱五月花教育管理有限公司
2017,,,7.85,8.85,20.28%,1.12亿,-6.54%,4.98,,37.381,1.5763,PS；PE,6.07亿,5.12亿,11.24%,28.00亿,4939.70万,0.05,,四川特驱五月花教育管理有限公司
2016,,,13.01,7.36,5.70%,1.20亿,4.81%,4.3,,54.2083,3.0256,PS；PE,7.51亿,4.29亿,16.33%,21.54亿,6731.75万,0.15,,四川特驱五月花教育管理有限公司
2015,,,17.71,6.96,55.70%,1.14亿,160.92%,8.26,,77.0,2.1441,PS；PE,9.60亿,3.49亿,16.43%,20.67亿,9260.94万,0.05,,四川特驱五月花教育管理有限公司
2014,,,7.47,4.47,27.31%,4385.82万,163.35%,9.07,,37.35,0.8236,PS；PE,10.63亿,2.50亿,9.68%,19.61亿,7987.87万,,,四川特驱五月花教育管理有限公司
2013,,,5.9,3.51,-4.79%,-6923.60万,-643.98%,6.54,,,0.9021,PS；PE,9.48亿,2.09亿,-21.06%,14.09亿,4948.56万,0.015,,四川特驱五月花教育管理有限公司
2012,,,4.85,3.69,-1.94%,1272.78万,-85.60%,7.16,,80.8333,0.6774,PS；PE,10.44亿,2.82亿,3.83%,15.76亿,6583.21万,0.15,,四川特驱五月花教育管理有限公司
2011,,,6.55,3.76,-18.96%,8840.68万,-53.33%,7.31,,15.9756,0.896,PS；PE,11.84亿,3.06亿,24.54%,16.10亿,6287.86万,0.4,,四川特驱五月花教育管理有限公司
2010,,,16.27,4.64,41.74%,1.89亿,70.15%,14.22,,18.0778,1.1442,PS；PE,12.01亿,2.70亿,41.43%,15.58亿,3973.67万,0.8,,四川特驱五月花教育管理有限公司
