报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,31.759,0.9724,32.66,6.3014,1.26,-24.10%,-625.07万,-225.87%,7.91,1.03亿,1.04亿,-4.94%,7.69亿,1.28亿
2025,31.856,0.9724,32.76,4.3879,7.26,-16.81%,-5555.11万,-789.45%,7.98,1.24亿,1.11亿,-7.73%,7.76亿,1.35亿
2024,30.738,0.9724,31.61,3.521,8.73,27.95%,805.73万,-61.06%,8.68,1.20亿,1.70亿,0.43%,8.54亿,2.07亿
2023,32.546,0.9724,33.47,4.7721,6.82,-0.72%,2069.28万,-71.61%,8.91,1.01亿,1.69亿,3.32%,8.66亿,1.60亿
2022,10.745,0.5402,19.89,1.564,6.87,20.65%,7289.70万,36.25%,15.73,2.73亿,1.60亿,10.61%,8.50亿,1.33亿
2021,14.175,0.5402,26.24,2.4912,5.69,7.31%,5350.07万,-19.43%,15.23,5.71亿,1.46亿,9.40%,8.23亿,1.24亿
2020,,,,,5.31,26.00%,6640.66万,28.32%,4.61,7657.94万,9754.17万,12.52%,1.87亿,8043.46万
2019,,,,,4.21,5.21%,5175.13万,124.67%,3.37,5646.29万,5365.96万,12.29%,1.36亿,7644.48万
2018,,,,,4.0,46.55%,2303.41万,23.58%,2.49,5867.53万,2264.45万,5.76%,1.01亿,8296.51万
2017,,,,,2.73,42.76%,1863.90万,17.56%,1.82,2432.25万,2091.76万,6.83%,6541.71万,7128.32万
2016,,,,,1.91,119.90%,1585.50万,158.86%,1.45,1604.01万,981.35万,8.29%,5226.09万,3628.64万
2015,,,,,0.869815,23.47%,612.50万,104.80%,1.46,556.08万,821.31万,7.04%,2920.58万,2913.55万
2014,,,,,0.704456,False,299.07万,False,1.51,340.45万,277.28万,4.25%,908.08万,1086.37万
