报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,20.34,0.8008,25.4,3.3454,1.52,56.47%,2074.48万,71.89%,5.30,9817.49万,1.42亿,13.62%,4.33亿,1.26亿
2025,18.579,0.8008,23.2,3.1017,5.99,58.88%,6583.11万,36.39%,5.04,1.01亿,1.21亿,11.00%,4.12亿,1.21亿
2024,14.615,0.8008,18.25,3.8767,3.77,6.55%,4826.57万,12.10%,4.71,1.81亿,1.02亿,12.81%,3.78亿,8623.75万
2023,20.677,0.8008,25.82,5.841,3.54,49.38%,4305.69万,-26.37%,4.51,1.94亿,9038.79万,12.17%,3.61亿,7493.24万
2022,4.682,0.616,7.6,1.9755,2.37,23.19%,5847.78万,25.01%,5.77,2.18亿,8840.41万,24.70%,3.55亿,5940.94万
2021,,,,,1.92,120.34%,4677.74万,154.97%,2.34,856.74万,4548.40万,24.34%,1.05亿,4424.26万
2020,,,,,0.872296,26.58%,1834.65万,78.78%,1.70,289.78万,2141.93万,21.03%,7632.20万,2194.13万
2019,,,,,0.68911,1.21%,1026.21万,-18.10%,1.29,454.98万,501.08万,14.89%,5797.55万,878.40万
2018,,,,,0.68087,19.73%,1253.07万,-31.08%,1.32,273.95万,497.14万,22.10%,5671.34万,1023.58万
2017,,,,,0.568664,34.67%,1818.10万,82.38%,2.07,539.39万,1177.38万,31.97%,6218.27万,851.72万
2016,,,,,0.422251,85.70%,996.88万,205.97%,1.98,232.63万,1090.26万,23.61%,3955.74万,519.21万
2015,,,,,0.227383,88.90%,325.80万,294.50%,1.48,247.35万,193.07万,14.33%,2958.87万,461.16万
2014,,,,,0.120374,False,82.59万,False,0.79,15.99万,-166.94万,6.86%,633.06万,131.59万
