报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,46.39,2.6062,17.8,4.3113,2.69,-22.94%,-5152.97万,-116.30%,2.90,4.29亿,-3.37亿,-21.27%,7.46亿,1.47亿
2025,39.249,2.6062,15.06,2.4669,15.91,3.19%,-1.34亿,13.31%,3.10,4.88亿,-2.86亿,-8.77%,8.02亿,1.20亿
2024,22.752,2.6062,8.73,1.4755,15.42,11.21%,-1.55亿,39.02%,3.97,5.34亿,-1.50亿,-9.98%,10.36亿,1.49亿
2023,28.103,2.6562,10.58,2.0262,13.87,-20.53%,-2.54亿,-16.12%,4.53,5.55亿,525.81万,-18.41%,12.01亿,1.66亿
2022,31.874,2.6562,12.0,1.8266,17.45,-19.45%,-2.19亿,-482.40%,5.49,6.69亿,2.60亿,-12.56%,14.58亿,1.61亿
2021,38.541,2.6562,14.51,1.7794,21.66,-6.72%,5723.97万,-45.50%,6.51,7.76亿,4.89亿,2.65%,17.29亿,2.31亿
2020,40.741,2.0442,19.93,1.7546,23.22,33.26%,1.05亿,-18.76%,7.20,13.21亿,4.43亿,6.15%,20.24亿,2.56亿
2019,42.18,2.0446,20.63,2.42,17.43,167.70%,1.29亿,1793.08%,3.70,1.61亿,3.58亿,9.29%,8.31亿,2.27亿
2018,22.609,2.0685,10.93,3.473,6.51,14.59%,682.88万,-83.75%,3.10,1.21亿,2.33亿,1.05%,6.21亿,1.37亿
2017,,,14.0,,5.68,-14.17%,4201.61万,-28.67%,4.93,2.99亿,2.39亿,7.40%,6.18亿,8396.28万
2016,,,,,6.62,20.21%,5890.56万,23.69%,3.56,9515.04万,1.97亿,8.69%,3.34亿,1.07亿
2015,,,,,5.51,35.06%,4762.52万,-19.77%,2.97,7419.54万,1.49亿,8.42%,2.87亿,1.09亿
2014,,,,,4.08,-21.42%,5936.26万,-34.66%,2.46,6418.06万,1.07亿,14.56%,2.40亿,9033.91万
2013,,,,,5.19,55.62%,9085.65万,43.64%,2.12,3737.00万,8161.40万,17.51%,1.99亿,8820.61万
2012,,,,,3.33,105.03%,6325.17万,98.77%,14.16,4404.44万,4582.41万,18.97%,1.08亿,6905.82万
2011,,,,,1.63,False,3182.10万,False,10.46,2177.57万,4257.24万,19.57%,5230.27万,4819.93万
