报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,130.671,26.887,4.86,13.13,13.67%,1.16亿,-2.18%,3.16,9.9521,121.5,1.538,PS；PE,9.78亿,-28.95亿,9.37%,88.68亿,2.43亿,,20%: 最新年度净利润同比下降,步步高商业连锁股份有限公司破产企业财产处置专用账户
2026-03-31,130.671,26.887,4.86,13.13,13.67%,1.16亿,-2.18%,3.16,2.488,121.5,1.538,PS；PE,9.78亿,-28.95亿,9.37%,88.68亿,2.43亿,,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2025,142.77,26.887,5.31,42.17,22.65%,1.13亿,-90.69%,3.11,3.3856,132.75,1.7074,PS；PE,8.56亿,-30.11亿,3.04%,87.29亿,3.07亿,,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2024,34.124,8.639,3.95,34.38,10.87%,12.12亿,164.16%,2.93,0.9926,8.7778,1.3481,PS；PE,10.30亿,-31.24亿,35.76%,82.18亿,3.25亿,0.0,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2023,34.902,8.639,4.04,31.01,-64.54%,-18.89亿,25.50%,3.31,1.1255,,1.2205,PS；PE,8.50亿,-43.36亿,-60.97%,31.97亿,4.63亿,,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2022,62.114,8.639,7.19,87.45,-34.55%,-25.35亿,-1276.81%,5.58,0.7103,,1.2885,PS；PE,8.46亿,-24.47亿,-29.01%,51.95亿,3.12亿,0.1,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2021,58.054,8.639,6.72,133.61,-15.09%,-1.84亿,-264.82%,8.41,0.4345,,0.799,PS；PE,17.10亿,1.74亿,-1.25%,76.19亿,15.75亿,0.1,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2020,71.013,8.639,8.22,157.36,-20.23%,1.12亿,-35.35%,8.47,0.4513,63.2308,0.9705,PS；PE,14.45亿,10.94亿,0.76%,75.98亿,18.84亿,0.1,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2019,75.85,8.639,8.78,197.25,6.88%,1.73亿,10.18%,8.75,0.3845,43.9,1.0034,PS；PE,14.90亿,10.82亿,0.92%,78.34亿,25.47亿,0.1,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2018,61.078,8.639,7.07,184.56,6.61%,1.57亿,4.31%,8.67,0.3309,38.9317,0.8155,PS；PE,11.80亿,10.16亿,0.87%,95.24亿,30.97亿,0.1,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2017,,,17.04,173.11,11.54%,1.50亿,13.32%,7.21,,97.8748,2.3634,PS；PE,16.14亿,9.95亿,0.88%,64.97亿,22.31亿,0.1,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2016,,,15.4,155.2,0.31%,1.33亿,-37.94%,7.14,,91.2322,2.1569,PS；PE,18.17亿,9.51亿,0.90%,64.05亿,21.51亿,0.15,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2015,,,15.09,154.72,25.82%,2.14亿,-38.08%,6.32,,54.2611,2.3877,PS；PE,11.63亿,9.46亿,1.39%,49.98亿,18.20亿,0.2,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2014,,,11.72,122.97,7.98%,3.45亿,-16.89%,5.66,,22.2941,2.0707,PS；PE,7.13亿,9.58亿,2.80%,33.82亿,14.83亿,0.5,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2013,,,11.14,113.88,13.81%,4.15亿,21.16%,5.58,,15.3211,1.9964,PS；PE,8.01亿,9.55亿,3.65%,33.35亿,15.68亿,0.6619252999999999,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2012,,,9.7,100.06,18.56%,3.43亿,31.84%,7.22,,13.9769,1.3435,PS；PE,4.57亿,7.93亿,3.43%,19.53亿,11.41亿,0.5,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2011,,,8.63,84.39,24.65%,2.60亿,52.20%,6.45,,8.9709,1.338,PS；PE,5.34亿,6.16亿,3.08%,17.45亿,11.45亿,0.3,,步步高商业连锁股份有限公司破产企业财产处置专用账户
2010,,,10.82,67.7,18.25%,1.71亿,3.45%,5.79,,17.1175,1.8687,PS；PE,6.11亿,4.57亿,2.52%,15.66亿,8.40亿,0.6,,步步高商业连锁股份有限公司破产企业财产处置专用账户
