报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,93.521,15.878,5.89,0.5284,44.25,-1.98%,-1.09亿,-262.44%,8.53,54.78亿,78.41亿,-3.14%,145.15亿,17.71亿
2025,91.298,15.878,5.75,0.525,173.91,-17.87%,-3237.43万,-103.97%,8.58,54.82亿,79.50亿,-0.15%,146.43亿,15.40亿
2024,102.889,15.878,6.48,0.4859,211.75,-7.30%,8.16亿,-25.19%,9.00,61.48亿,84.41亿,2.24%,152.88亿,10.80亿
2023,111.146,15.878,7.0,0.4866,228.41,-12.16%,10.90亿,-41.10%,8.97,67.40亿,83.73亿,3.31%,155.89亿,9.86亿
2022,90.663,15.878,5.71,0.3487,260.04,12.25%,18.51亿,-3.90%,8.86,74.67亿,84.25亿,5.92%,157.37亿,12.40亿
2021,89.869,15.878,5.66,0.3879,231.66,22.98%,19.26亿,78.60%,8.48,92.80亿,76.67亿,9.26%,162.42亿,13.13亿
2020,69.863,15.878,4.4,0.3843,181.77,-9.44%,10.79亿,-6.19%,7.61,72.46亿,61.93亿,6.75%,142.30亿,9.78亿
2019,63.353,15.878,3.99,0.3156,200.72,-1.90%,11.50亿,-15.67%,7.13,56.67亿,55.95亿,6.38%,134.79亿,10.83亿
2018,63.353,15.878,3.99,0.3096,204.6,10.23%,13.63亿,163.92%,6.63,51.52亿,49.81亿,7.89%,125.50亿,13.20亿
2017,,,4.24,,185.62,58.26%,5.17亿,19.65%,5.86,30.75亿,39.41亿,3.10%,110.91亿,11.50亿
2016,,,4.84,,117.29,12.56%,4.32亿,203.55%,5.69,15.42亿,36.53亿,4.81%,87.56亿,18.19亿
2015,,,3.78,,104.2,-27.12%,-4.17亿,-521.66%,5.31,29.25亿,32.59亿,-5.11%,81.25亿,10.51亿
2014,,,4.85,,142.96,-16.77%,9887.44万,-60.73%,5.68,27.47亿,37.07亿,1.12%,88.63亿,11.07亿
2013,,,3.71,,171.76,-10.03%,2.52亿,-48.39%,5.65,17.63亿,36.90亿,1.87%,88.05亿,13.04亿
2012,,,6.72,,190.91,-2.26%,4.88亿,-37.91%,5.57,33.46亿,36.10亿,2.68%,86.64亿,16.10亿
2011,,,7.27,,195.34,28.90%,7.86亿,-9.56%,5.22,27.69亿,33.14亿,4.07%,82.18亿,17.99亿
2010,,,13.06,,151.54,38.06%,8.69亿,5.57%,4.67,26.15亿,27.65亿,5.78%,71.33亿,12.21亿
