报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,198.586,35.3355,5.62,1.3969,35.54,-11.70%,1.11亿,-65.07%,5.46,115.68亿,94.75亿,5.14%,218.83亿,15.65亿
2025,190.105,35.3355,5.38,1.2556,151.4,-19.17%,6.13亿,-49.30%,5.41,105.35亿,93.63亿,5.18%,217.20亿,13.90亿
2024,204.239,35.3355,5.78,1.0904,187.31,-23.01%,12.08亿,-75.56%,5.93,121.09亿,110.20亿,8.47%,240.94亿,15.52亿
2023,206.359,35.3355,5.84,0.8482,243.3,-32.49%,49.44亿,10.83%,6.37,125.19亿,127.31亿,23.13%,256.39亿,11.71亿
2022,159.01,35.3355,4.5,0.4413,360.36,14.68%,44.61亿,62.86%,5.98,107.06亿,116.07亿,14.49%,249.39亿,11.75亿
2021,122.261,35.3355,3.46,0.3891,314.24,52.23%,27.39亿,248.73%,5.89,122.19亿,110.52亿,11.18%,244.86亿,9.98亿
2020,84.452,35.3355,2.39,0.4091,206.43,-8.37%,7.86亿,0.34%,5.54,147.35亿,99.37亿,5.59%,230.59亿,8.04亿
2019,72.084,35.3355,2.04,0.32,225.27,1.31%,7.83亿,-10.22%,5.79,120.04亿,96.21亿,5.53%,229.65亿,9.00亿
2018,72.438,35.3355,2.05,0.3376,214.58,5.28%,8.72亿,-18.07%,5.63,71.97亿,101.46亿,4.89%,215.78亿,6.43亿
2017,,,3.09,,203.82,49.47%,10.64亿,336.25%,5.46,59.43亿,97.09亿,5.35%,208.20亿,7.70亿
2016,,,3.52,,136.36,8.76%,2.44亿,-30.65%,5.26,40.77亿,91.20亿,1.17%,200.93亿,11.73亿
2015,,,2.63,,125.37,-31.33%,3.52亿,1343.40%,5.20,45.53亿,89.42亿,2.42%,199.64亿,10.57亿
2014,,,3.32,,182.57,-29.33%,2437.40万,-97.94%,6.76,37.34亿,88.62亿,-0.90%,207.63亿,11.57亿
2013,,,2.9,,258.34,-14.10%,11.84亿,-47.39%,6.68,36.86亿,89.81亿,4.34%,180.79亿,11.61亿
2012,,,5.26,,300.72,-19.95%,22.51亿,-26.20%,6.47,41.87亿,85.26亿,7.70%,182.26亿,10.18亿
2011,,,6.3,,375.69,24.03%,30.49亿,27.26%,6.17,53.13亿,70.77亿,8.11%,162.69亿,11.97亿
2010,,,7.4,,302.89,49.61%,23.96亿,43.19%,10.13,24.15亿,55.74亿,8.21%,124.70亿,12.14亿
