报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,118.263,9.7577,12.12,17.65,-18.27%,-9247.37万,0.50%,5.83,6.7005,,2.0789,PS；PE,19.32亿,23.17亿,-8.31%,57.15亿,28.99亿,0.01,20%: 最新年度营业收入下滑,神州数码软件有限公司
2026-03-31,118.263,9.7577,12.12,17.65,-18.27%,-9247.37万,0.50%,5.83,1.6751,,2.0789,PS；PE,19.32亿,23.17亿,-8.31%,57.15亿,28.99亿,0.01,,神州数码软件有限公司
2025,161.392,9.7577,16.54,131.63,31.59%,5642.83万,110.77%,5.83,1.2261,281.7717,2.837,PS；PE,29.15亿,24.10亿,0.36%,57.77亿,25.25亿,,,神州数码软件有限公司
2024,110.07,9.8365,11.19,100.03,-17.03%,-5.24亿,-353.01%,5.78,1.1004,,1.936,PS；PE,22.26亿,23.61亿,-5.36%,57.36亿,25.39亿,0.0320519,,神州数码软件有限公司
2023,110.661,9.8365,11.25,120.56,0.47%,2.07亿,0.30%,6.34,0.9179,52.472,1.7744,PS；PE,23.79亿,29.16亿,1.69%,63.36亿,19.66亿,0.032,,神州数码软件有限公司
2022,104.93,9.7974,10.71,119.99,5.67%,2.07亿,-45.10%,6.12,0.8745,50.0701,1.75,PS；PE,22.87亿,27.06亿,1.72%,61.34亿,23.64亿,0.0403129,,神州数码软件有限公司
2021,122.947,9.7577,12.6,113.56,6.27%,3.76亿,-20.92%,6.04,1.0827,32.6256,2.0861,PS；PE,22.60亿,25.50亿,3.42%,60.26亿,30.35亿,0.0499892,,神州数码软件有限公司
2020,148.468,9.7038,15.3,106.86,5.32%,4.76亿,26.64%,5.72,1.3894,31.0156,2.6748,PS；PE,26.91亿,22.29亿,4.36%,56.86亿,27.84亿,0.039,,神州数码软件有限公司
2019,140.468,9.6343,14.58,101.46,11.77%,3.76亿,792.26%,5.38,1.3845,37.3942,2.71,PS；PE,22.45亿,18.86亿,3.76%,53.22亿,18.89亿,0.034999999999999996,,神州数码软件有限公司
2018,88.347,9.6343,9.17,90.77,10.87%,4209.62万,-86.09%,5.13,0.9733,209.8398,1.7875,PS；PE,15.40亿,16.15亿,0.52%,50.24亿,17.26亿,0.032,,神州数码软件有限公司
2017,,,11.51,81.87,2.16%,3.03亿,25.06%,5.08,,36.6444,2.2657,PS；PE,17.81亿,16.04亿,3.89%,49.56亿,17.84亿,0.026000000000000002,,神州数码软件有限公司
2016,,,20.76,80.14,19.39%,2.42亿,-30.98%,4.78,,78.7258,4.3431,PS；PE,17.48亿,13.30亿,3.18%,46.77亿,13.26亿,0.04,,神州数码软件有限公司
2015,,,41.11,67.13,2.35%,3.51亿,25.43%,3.54,,107.6178,11.613,PS；PE,18.96亿,11.27亿,5.54%,33.01亿,11.78亿,0.06,,神州数码软件有限公司
2014,,,18.78,65.59,-14.97%,2.80亿,9.74%,6.38,,57.9451,2.9436,PS；PE,17.02亿,8.15亿,4.38%,29.62亿,6.12亿,,,神州数码软件有限公司
2013,,,12.41,77.13,-1.53%,2.55亿,-17.33%,4.41,,15.5611,2.8141,PS；PE,15.68亿,5.43亿,3.14%,19.24亿,7.13亿,,,神州数码软件有限公司
2012,,,3.26,78.33,-54.20%,3.08亿,49725.69%,-1.52,,3.3793,,PS；PE,10.90亿,5.88亿,-18.14%,17.01亿,9.14亿,,,神州数码软件有限公司
2011,,,2.81,0.998671,16.73%,61.84万,-83.14%,-1.43,,401.4286,,PS；PE,2226.61万,-2.76亿,0.62%,-1.29亿,False,,,神州数码软件有限公司
2010,,,5.08,0.855558,1642.82%,366.67万,146.11%,-1.43,,127.0,,PS；PE,5454.00万,-2.77亿,4.29%,-1.30亿,False,,,神州数码软件有限公司
