报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,156.234,1.2114,128.97,0.812458,26.24%,-5599.84万,33.00%,6.66,192.2979,,19.3649,PS；PE,3.10亿,-16.20亿,-68.92%,8.07亿,5040.34万,,,孙元浩
2026-03-31,156.234,1.2114,128.97,0.812458,26.24%,-5599.84万,33.00%,6.66,48.0745,,19.3649,PS；PE,3.10亿,-16.20亿,-68.92%,8.07亿,5040.34万,,,孙元浩
2025,130.737,1.2084,108.19,4.48,20.47%,-2.45亿,28.62%,7.12,29.1824,,15.1952,PS；PE,4.26亿,-15.64亿,-54.78%,8.63亿,5179.43万,,,孙元浩
2024,55.743,1.2084,46.13,3.71,-24.31%,-3.43亿,-19.16%,9.09,15.0251,,5.0748,PS；PE,6.55亿,-13.19亿,-92.68%,10.94亿,5160.78万,,,孙元浩
2023,78.631,1.2084,65.07,4.91,31.72%,-2.88亿,-6.23%,11.94,16.0145,,5.4497,PS；PE,9.48亿,-9.76亿,-58.92%,14.40亿,5025.23万,,,孙元浩
2022,109.964,1.2084,91.0,3.73,12.62%,-2.71亿,-10.90%,14.16,29.481,,6.4266,PS；PE,15.44亿,-6.88亿,-73.06%,17.09亿,4877.79万,,,孙元浩
2021,,,,3.31,27.26%,-2.45亿,-32.73%,6.82,,,,PS；PE,5.45亿,-4.16亿,-74.45%,6.17亿,4288.43万,,,孙元浩
2020,,,,2.6,49.21%,-1.84亿,12.78%,8.7,,,,PS；PE,7.49亿,-1.71亿,-70.90%,7.80亿,3119.49万,,,孙元浩
2019,,,,1.74,54.00%,-2.11亿,-51.84%,8.19,,,,PS；PE,6.82亿,-5.66亿,-121.29%,6.94亿,2983.63万,,,孙元浩
2018,,,,1.13,False,-1.39亿,False,2.5,,,,PS；PE,6019.53万,-3.55亿,-123.02%,1.70亿,2447.19万,,,孙元浩
