报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,50.333,7.0593,7.13,0.784561,-25.31%,-2017.27万,-795.81%,2.66,64.1543,,2.6805,PS；PE,10.45亿,1.61亿,-27.44%,19.29亿,1.33亿,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,南京多伦企业管理有限公司
2026-03-31,50.333,7.0593,7.13,0.784561,-25.31%,-2017.27万,-795.81%,2.66,16.0386,,2.6805,PS；PE,10.45亿,1.61亿,-27.44%,19.29亿,1.33亿,,,南京多伦企业管理有限公司
2025,68.263,7.0593,9.67,4.0,-23.50%,-2972.78万,-570.17%,2.69,17.0658,,3.5948,PS；PE,10.89亿,1.81亿,-11.34%,19.52亿,1.25亿,0.05,,南京多伦企业管理有限公司
2024,55.274,7.0593,7.83,5.23,-1.65%,632.27万,102.73%,2.77,10.5686,870.0,2.8267,PS；PE,11.46亿,2.46亿,-2.19%,20.32亿,1.29亿,,,南京多伦企业管理有限公司
2023,56.296,6.2412,9.02,5.31,-28.17%,-2.32亿,-555.00%,2.8,10.6019,,3.2214,PS；PE,11.09亿,2.41亿,-50.89%,20.68亿,1.93亿,0.06999999999999999,,南京多伦企业管理有限公司
2022,39.785,6.2653,6.35,7.4,3.52%,5096.97万,129.72%,2.41,5.3764,77.7234,2.6349,PS；PE,11.27亿,5.16亿,5.79%,17.39亿,2.50亿,,,南京多伦企业管理有限公司
2021,43.185,6.2678,6.89,7.15,12.44%,-1.71亿,-315.60%,2.32,6.0399,,2.9698,PS；PE,10.34亿,4.70亿,-24.50%,16.98亿,2.27亿,0.04,,南京多伦企业管理有限公司
2020,55.857,6.269,8.91,6.36,-8.92%,7954.44万,-48.15%,2.62,8.7825,69.8276,3.4008,PS；PE,12.35亿,6.67亿,13.05%,18.73亿,2.50亿,0.08,,南京多伦企业管理有限公司
2019,41.952,6.2709,6.69,6.98,26.86%,1.53亿,13.65%,2.55,6.0103,27.096,2.6235,PS；PE,9.76亿,6.43亿,21.42%,16.36亿,3.03亿,0.066,,南京多伦企业管理有限公司
2018,36.83,6.2004,5.94,5.5,8.13%,1.35亿,32.43%,2.35,6.6964,27.2853,2.5277,PS；PE,6.47亿,5.44亿,24.22%,14.99亿,3.82亿,0.05,,南京多伦企业管理有限公司
2017,,,8.47,5.09,-38.86%,1.02亿,-66.99%,2.2,,51.5207,3.85,PS；PE,9.09亿,4.54亿,19.85%,13.66亿,3.83亿,0.5,,南京多伦企业管理有限公司
2016,,,20.64,8.32,13.52%,3.09亿,1.26%,6.6,,41.4458,3.1273,PS；PE,8.87亿,6.73亿,37.07%,13.66亿,2.86亿,,,南京多伦企业管理有限公司
2015,,,,7.33,10.64%,3.05亿,16.17%,4.1,,,,PS；PE,5.64亿,3.96亿,41.63%,6.37亿,3.58亿,,,南京多伦企业管理有限公司
2014,,,,6.63,46.61%,2.63亿,86.44%,2.74,,,,PS；PE,4.40亿,2.15亿,39.63%,4.26亿,3.95亿,,,南京多伦企业管理有限公司
2013,,,,4.52,50.81%,1.41亿,86.86%,1.88,,,,PS；PE,3.15亿,1.09亿,31.34%,2.94亿,3.86亿,,,南京多伦企业管理有限公司
2012,,,,3.0,14.74%,7534.93万,63.79%,1.3,,,,PS；PE,1.89亿,3293.65万,25.13%,2.03亿,2.52亿,,,南京多伦企业管理有限公司
2011,,,,2.61,False,4600.28万,False,1.49,,,,PS；PE,8838.80万,1344.54万,17.62%,1.49亿,1.85亿,,,南京多伦企业管理有限公司
