报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,38.23,0.753,50.77,1.05,36.48%,-2755.87万,-56.08%,9.65,36.4095,,5.2611,PS；PE,7.17亿,-2.75亿,-26.41%,7.34亿,802.67万,,20%: 最新年度净利润同比下降,西藏良知正德企业管理咨询有限公司
2026-03-31,38.23,0.753,50.77,1.05,36.48%,-2755.87万,-56.08%,9.65,9.1024,,5.2611,PS；PE,7.17亿,-2.75亿,-26.41%,7.34亿,802.67万,,,西藏良知正德企业管理咨询有限公司
2025,45.869,0.7427,61.76,5.05,13.74%,-3980.56万,25.45%,9.72,9.083,,6.3539,PS；PE,7.05亿,-2.47亿,-7.67%,7.39亿,528.16万,,,西藏良知正德企业管理咨询有限公司
2024,25.475,0.7427,34.3,4.44,-17.68%,-5339.72万,68.55%,9.98,5.7376,,3.4369,PS；PE,6.53亿,-2.07亿,-12.47%,7.49亿,1048.82万,,,西藏良知正德企业管理咨询有限公司
2023,19.979,0.7427,26.9,5.39,8.27%,-1.70亿,-95.90%,10.69,3.7067,,2.5164,PS；PE,7.35亿,-1.54亿,-31.90%,8.00亿,2535.64万,,,西藏良知正德企业管理咨询有限公司
2022,17.602,0.7427,23.7,4.98,10.30%,-8666.97万,-195.81%,13.13,3.5345,,1.805,PS；PE,7.82亿,1577.04万,-18.54%,9.70亿,3581.12万,,,西藏良知正德企业管理咨询有限公司
2021,27.732,0.7427,37.34,4.52,30.80%,-2929.86万,-277.69%,14.93,6.1354,,2.501,PS；PE,8.81亿,1.02亿,-7.44%,11.21亿,4521.31万,0.1,,西藏良知正德企业管理咨询有限公司
2020,29.047,0.7427,39.11,3.45,-8.32%,1648.90万,-61.29%,15.49,8.4194,153.9764,2.5249,PS；PE,9.34亿,1.39亿,5.71%,11.58亿,2497.99万,,,西藏良知正德企业管理咨询有限公司
2019,,,,3.77,4.58%,4259.07万,-23.53%,10.76,,,,PS；PE,3.56亿,1.23亿,11.52%,5.80亿,2074.87万,,,西藏良知正德企业管理咨询有限公司
2018,,,,3.6,13.79%,5569.72万,97.46%,9.63,,,,PS；PE,3.66亿,8200.63万,16.01%,5.36亿,1580.22万,,,西藏良知正德企业管理咨询有限公司
2017,,,,3.17,4.12%,2820.63万,79.05%,8.76,,,,PS；PE,3.67亿,2686.21万,11.27%,5.07亿,1337.13万,,,西藏良知正德企业管理咨询有限公司
2016,,,,3.04,22.04%,1575.35万,-25.28%,2.1,,,,PS；PE,3.67亿,-134.43万,6.73%,1.30亿,1167.47万,,,西藏良知正德企业管理咨询有限公司
2015,,,,2.49,57.96%,2108.45万,21.56%,3.74,,,,PS；PE,9654.51万,4776.33万,8.60%,1.65亿,332.18万,,,西藏良知正德企业管理咨询有限公司
2014,,,,1.58,15.23%,1734.50万,23.30%,3.02,,,,PS；PE,6806.07万,2406.77万,10.51%,1.18亿,501.84万,,,西藏良知正德企业管理咨询有限公司
2013,,,,1.37,False,1406.71万,False,26.44,,,,PS；PE,7455.86万,2860.75万,10.28%,9606.56万,227.57万,,,西藏良知正德企业管理咨询有限公司
