报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,26.306,0.7647,34.4,3.4613,1.9,46.85%,397.69万,288.71%,6.70,3914.70万,1.40亿,2.09%,5.12亿,1.88亿
2025,24.44,0.7647,31.96,4.2357,5.77,9.83%,968.37万,63.47%,6.65,5547.68万,1.33亿,1.68%,5.09亿,1.54亿
2024,20.135,0.7647,26.33,3.8352,5.25,45.36%,592.37万,204.56%,6.67,531.16万,1.36亿,1.13%,5.10亿,1.32亿
2023,13.596,0.7647,17.78,3.7662,3.61,-6.70%,-566.52万,-112.99%,6.60,7530.73万,1.32亿,-1.57%,5.04亿,1.07亿
2022,9.085,0.7647,11.88,2.3475,3.87,-18.45%,4359.53万,-33.44%,6.85,4898.93万,1.52亿,11.26%,5.24亿,1.03亿
2021,16.555,0.5462,30.31,3.4853,4.75,47.41%,6549.80万,110.12%,8.97,2.41亿,1.22亿,13.79%,4.90亿,1.10亿
2020,,,,,3.22,40.76%,3117.13万,61.11%,4.79,4301.99万,5745.64万,9.66%,1.96亿,7076.87万
2019,,,,,2.29,14.76%,1934.78万,-2.04%,13.38,1960.98万,4626.50万,8.45%,1.48亿,6439.93万
2018,,,,,1.99,26.06%,1975.05万,5.57%,12.33,925.62万,3927.92万,9.90%,1.37亿,5059.18万
2017,,,,,1.58,9.46%,1870.89万,94.73%,13.14,1196.63万,4943.37万,11.85%,1.46亿,3642.59万
2016,,,,,1.45,20.13%,960.77万,-70.07%,11.45,1217.37万,3368.12万,6.66%,1.28亿,2172.37万
2015,,,,,1.2,False,3209.63万,False,12.75,1497.67万,9003.26万,26.69%,1.03亿,1775.92万
