报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,35.186,1.4114,24.93,6.1514,1.43,-8.62%,1319.28万,-42.66%,7.69,4.71亿,4.22亿,9.20%,10.85亿,8385.31万
2025,41.792,1.4114,29.61,6.1189,6.83,10.72%,9402.91万,7.27%,7.60,4.92亿,4.09亿,13.76%,10.73亿,7961.71万
2024,29.5,1.4115,20.9,4.7812,6.17,32.13%,8765.53万,13.87%,7.13,4.86亿,3.64亿,14.20%,10.06亿,1.03亿
2023,25.677,1.4116,18.19,5.4983,4.67,23.58%,7698.05万,45.32%,6.55,5.56亿,3.13亿,16.48%,9.25亿,8013.06万
2022,12.366,1.4116,8.76,3.2714,3.78,-9.15%,5297.34万,-11.36%,6.24,5.37亿,2.56亿,13.92%,8.80亿,6174.42万
2021,,,,,4.16,23.99%,5976.47万,57.12%,5.07,2.50亿,2.21亿,14.36%,5.58亿,9306.23万
2020,,,,,3.36,33.48%,3803.73万,577.90%,4.61,2.31亿,1.73亿,11.33%,5.07亿,5988.23万
2019,,,,,2.51,-14.08%,561.11万,-80.23%,4.28,1.90亿,1.38亿,2.13%,4.68亿,5519.14万
2018,,,,,2.93,8.71%,2838.28万,6.71%,4.31,1.54亿,1.38亿,9.59%,4.71亿,6061.79万
2017,,,,,2.69,-6.95%,2659.73万,-55.09%,4.11,1.74亿,1.17亿,9.73%,4.49亿,5227.39万
2016,,,,,2.89,8.39%,5922.31万,19.49%,3.96,1.90亿,1.05亿,20.38%,4.33亿,4458.51万
2015,,,,,2.67,21.19%,4956.48万,37.68%,2.65,8184.83万,6147.11万,18.57%,2.66亿,4008.06万
2014,,,,,2.2,22.46%,3600.08万,46.35%,4.76,3861.36万,2454.61万,16.35%,1.80亿,3320.45万
2013,,,,,1.8,22.30%,2459.99万,35.40%,3.95,4335.27万,9008.83万,13.68%,1.49亿,3082.60万
2012,,,,,1.47,False,1816.86万,False,3.41,3529.73万,7228.33万,12.36%,1.29亿,2550.81万
